"","nbhd_name","AI_has_nature_anycost","AI_has_nature_lowcost","AI_has_nature_free","AI_has_sports_anycost","AI_has_sports_lowcost","AI_has_sports_free","AI_art_anycost","AI_art_lowcost","AI_art_free","AI_academic_anycost","AI_academic_lowcost","AI_academic_free","AI_overall","AI_overall_free"
"59","Speer",55.8196791470706,71.2751255144894,79.9280955237782,57.6192703006257,63.3702071389176,50.7718730363326,77.1185834885144,75.0506305632827,59.0559182571473,76.6359526540974,69.7739683799806,59.0559182571473,66.798371397577,62.2029512686014
"60","Stapleton",38.5538203853691,71.6584592210834,75.4864543896015,42.7632970846666,62.882372742586,27.9599857521482,44.1597773934555,49.9506415214729,22.7484157937059,45.2476710654381,49.7665207904736,22.7484157937059,42.6811414822323,37.2358179322903
"61","Sun Valley",55.6311094635973,78.3848312202089,77.9843357241604,52.3541508239491,68.4672080142695,100,75.8387572220605,74.8539294031832,58.8922928918017,76.5008393493081,73.6825064257419,58.8922928918017,65.0812142147287,73.942230376941
"62","Sunnyside",46.9312068617626,80.0291459154313,71.9661132209888,48.8828914769343,73.178431968952,46.4674196889314,59.6848699489333,64.1721785339247,36.4205923670837,60.2625629601178,63.7473396777587,36.4205923670837,53.940382811937,47.8186794110219
"63","Union Station",58.3295476725107,82.3735175495688,77.514713726996,56.3118255135074,70.6568791245924,60.2857994822755,87.7736808992374,87.2156961170036,64.3563835257528,87.3186968615034,87.2189867500292,64.3563835257528,72.4334377366897,66.6283200651943
"64","University",46.0080832173477,63.2869984523939,88.2531686498208,50.2902225768661,69.366362587545,43.0781139423714,60.0100499874486,53.0246759507574,33.9643903318248,62.0825238286445,51.1998855410679,33.9643903318248,54.5977199025767,49.8150158139605
"65","University Hills",45.3920397349004,61.4981692045561,95.9748153167796,58.6456100223562,91.4309247035202,38.629027380613,55.3548153463055,50.5097370118887,30.5950441869641,58.586997871561,48.9793601120989,30.5950441869641,54.4948657437808,48.9484827678302
"66","University Park",50.2962943021863,66.8926698674045,90.4535635207391,58.3091781906735,80.8770773714692,44.4097918422937,63.7901710587216,55.3171759310266,34.9194442392392,65.2648950238063,53.4861929262993,34.9194442392392,59.4151346438469,51.1755609603778
"67","Valverde",50.4414269540626,70.0886956358492,81.1608314838188,48.3760478115062,62.1515425927952,76.4198709986645,65.6523751462898,64.1085636493557,50.5106447143198,66.6974917567894,62.4942672609686,50.5106447143198,57.791835417162,64.6504979777807
"68","Villa Park",48.3494289017817,67.5127304382104,78.2176017694916,46.1512080237639,60.4022211447884,72.7615584414163,63.3514465923172,62.4919474561029,49.4694810327762,64.7007456562864,61.4288226227029,49.4694810327762,55.6382072935373,62.479530569115
