"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Male.","Margin.of.Error..Male.","Estimate..Male....Under.5.years","Margin.of.Error..Male....Under.5.years","Estimate..Male....5.to.9.years","Margin.of.Error..Male....5.to.9.years","Estimate..Male....10.to.14.years","Margin.of.Error..Male....10.to.14.years","Estimate..Male....15.to.17.years","Margin.of.Error..Male....15.to.17.years","Estimate..Male....18.and.19.years","Margin.of.Error..Male....18.and.19.years","Estimate..Male....20.years","Margin.of.Error..Male....20.years","Estimate..Male....21.years","Margin.of.Error..Male....21.years","Estimate..Male....22.to.24.years","Margin.of.Error..Male....22.to.24.years","Estimate..Male....25.to.29.years","Margin.of.Error..Male....25.to.29.years","Estimate..Male....30.to.34.years","Margin.of.Error..Male....30.to.34.years","Estimate..Male....35.to.39.years","Margin.of.Error..Male....35.to.39.years","Estimate..Male....40.to.44.years","Margin.of.Error..Male....40.to.44.years","Estimate..Male....45.to.49.years","Margin.of.Error..Male....45.to.49.years","Estimate..Male....50.to.54.years","Margin.of.Error..Male....50.to.54.years","Estimate..Male....55.to.59.years","Margin.of.Error..Male....55.to.59.years","Estimate..Male....60.and.61.years","Margin.of.Error..Male....60.and.61.years","Estimate..Male....62.to.64.years","Margin.of.Error..Male....62.to.64.years","Estimate..Male....65.and.66.years","Margin.of.Error..Male....65.and.66.years","Estimate..Male....67.to.69.years","Margin.of.Error..Male....67.to.69.years","Estimate..Male....70.to.74.years","Margin.of.Error..Male....70.to.74.years","Estimate..Male....75.to.79.years","Margin.of.Error..Male....75.to.79.years","Estimate..Male....80.to.84.years","Margin.of.Error..Male....80.to.84.years","Estimate..Male....85.years.and.over","Margin.of.Error..Male....85.years.and.over","Estimate..Female.","Margin.of.Error..Female.","Estimate..Female....Under.5.years","Margin.of.Error..Female....Under.5.years","Estimate..Female....5.to.9.years","Margin.of.Error..Female....5.to.9.years","Estimate..Female....10.to.14.years","Margin.of.Error..Female....10.to.14.years","Estimate..Female....15.to.17.years","Margin.of.Error..Female....15.to.17.years","Estimate..Female....18.and.19.years","Margin.of.Error..Female....18.and.19.years","Estimate..Female....20.years","Margin.of.Error..Female....20.years","Estimate..Female....21.years","Margin.of.Error..Female....21.years","Estimate..Female....22.to.24.years","Margin.of.Error..Female....22.to.24.years","Estimate..Female....25.to.29.years","Margin.of.Error..Female....25.to.29.years","Estimate..Female....30.to.34.years","Margin.of.Error..Female....30.to.34.years","Estimate..Female....35.to.39.years","Margin.of.Error..Female....35.to.39.years","Estimate..Female....40.to.44.years","Margin.of.Error..Female....40.to.44.years","Estimate..Female....45.to.49.years","Margin.of.Error..Female....45.to.49.years","Estimate..Female....50.to.54.years","Margin.of.Error..Female....50.to.54.years","Estimate..Female....55.to.59.years","Margin.of.Error..Female....55.to.59.years","Estimate..Female....60.and.61.years","Margin.of.Error..Female....60.and.61.years","Estimate..Female....62.to.64.years","Margin.of.Error..Female....62.to.64.years","Estimate..Female....65.and.66.years","Margin.of.Error..Female....65.and.66.years","Estimate..Female....67.to.69.years","Margin.of.Error..Female....67.to.69.years","Estimate..Female....70.to.74.years","Margin.of.Error..Female....70.to.74.years","Estimate..Female....75.to.79.years","Margin.of.Error..Female....75.to.79.years","Estimate..Female....80.to.84.years","Margin.of.Error..Female....80.to.84.years","Estimate..Female....85.years.and.over","Margin.of.Error..Female....85.years.and.over"
"240","1500000US080310040022",80310040022,"Block Group 2, Census Tract 40.02, Denver County, Colorado",831,179,411,103,26,22,32,27,22,24,32,48,3,7,15,23,0,11,0,11,14,21,0,11,23,26,38,34,32,28,12,16,35,30,12,19,36,27,10,17,11,16,0,11,0,11,40,30,18,20,420,93,13,15,60,38,11,18,3,7,0,11,0,11,0,11,10,17,0,11,0,11,19,19,45,38,36,33,49,35,48,39,11,17,12,19,0,11,11,16,9,16,12,18,46,33,25,22
"241","1500000US080310040023",80310040023,"Block Group 3, Census Tract 40.02, Denver County, Colorado",768,142,382,87,38,27,28,21,14,16,7,11,9,15,3,8,0,11,20,19,13,20,7,11,27,18,33,26,6,10,39,31,47,41,0,11,30,27,11,16,9,15,32,28,0,11,9,15,0,11,386,75,30,22,13,14,20,20,19,20,0,11,0,11,0,11,0,11,13,20,14,15,27,20,32,26,48,31,8,12,54,33,17,17,33,21,0,11,22,17,10,15,0,11,11,16,15,21
"242","1500000US080310040024",80310040024,"Block Group 4, Census Tract 40.02, Denver County, Colorado",987,200,442,115,15,25,48,41,27,34,8,12,9,14,0,11,0,11,0,11,11,18,23,24,16,17,16,19,28,25,17,26,57,47,8,12,20,30,38,30,16,18,49,32,28,26,8,13,0,11,545,119,30,28,20,28,16,24,23,26,7,11,0,11,0,11,12,19,25,29,0,11,19,19,38,31,29,38,37,35,33,39,8,12,48,34,32,29,9,14,29,25,31,22,36,31,63,55
"243","1500000US080310040031",80310040031,"Block Group 1, Census Tract 40.03, Denver County, Colorado",1166,195,596,140,21,31,11,19,10,15,21,25,0,11,0,11,5,8,12,15,35,34,45,43,91,56,63,46,55,59,66,56,33,30,71,67,12,14,6,10,17,19,6,9,0,11,0,11,16,33,570,145,33,53,26,31,14,15,16,17,0,11,0,11,0,11,31,32,46,45,102,75,40,44,56,48,17,17,68,51,14,16,20,19,36,34,7,11,9,14,9,14,9,15,0,11,17,14
"244","1500000US080310040032",80310040032,"Block Group 2, Census Tract 40.03, Denver County, Colorado",1381,380,648,172,40,48,34,35,22,34,0,11,49,67,26,43,13,22,0,11,43,27,78,59,69,45,66,53,22,21,82,49,34,24,7,11,30,23,0,11,25,23,0,11,8,12,0,11,0,11,733,223,65,53,71,55,22,26,25,41,0,11,0,11,0,11,0,11,68,45,128,89,142,65,30,27,24,19,34,35,16,17,16,19,14,17,17,19,15,16,8,13,25,21,7,11,6,11
"245","1500000US080310040033",80310040033,"Block Group 3, Census Tract 40.03, Denver County, Colorado",881,234,439,136,39,42,6,11,28,31,12,16,0,11,0,11,0,11,0,11,25,21,60,44,11,18,27,23,66,58,64,48,0,11,36,28,19,21,0,11,0,11,7,10,6,10,33,25,0,11,442,119,0,11,16,19,6,11,54,40,0,11,0,11,0,11,0,11,24,22,64,49,45,53,0,11,39,34,16,17,75,45,10,16,8,12,9,14,9,14,32,21,25,23,0,11,10,15
"246","1500000US080310040034",80310040034,"Block Group 4, Census Tract 40.03, Denver County, Colorado",915,264,408,141,28,26,4,8,15,16,0,11,0,11,0,11,0,11,27,33,69,80,34,43,39,53,51,38,5,9,27,18,11,13,0,11,34,24,16,18,7,11,11,12,15,17,15,17,0,11,507,171,95,119,4,6,19,20,7,11,0,11,0,11,0,11,0,11,9,15,41,42,37,50,42,35,11,12,33,22,35,26,13,15,26,19,9,14,7,11,7,11,59,64,17,14,36,28
"247","1500000US080310040041",80310040041,"Block Group 1, Census Tract 40.04, Denver County, Colorado",1868,110,893,101,25,15,49,30,28,22,48,37,14,16,0,11,9,13,12,12,25,18,58,37,50,28,125,59,98,40,46,26,94,40,29,19,27,18,22,18,30,19,17,16,23,16,24,21,40,25,975,81,34,23,33,25,68,50,26,22,24,23,0,11,0,11,12,10,25,15,31,20,39,26,127,32,48,27,100,36,62,29,31,21,43,25,0,11,55,30,55,28,76,34,22,19,64,32
"248","1500000US080310040051",80310040051,"Block Group 1, Census Tract 40.05, Denver County, Colorado",1492,245,763,198,15,19,43,30,10,13,0,11,12,19,0,11,23,31,35,35,216,106,56,57,51,38,47,31,33,28,37,34,68,40,24,27,8,12,0,11,20,23,32,25,7,10,7,10,19,16,729,121,26,24,13,21,36,34,25,40,0,11,0,11,5,8,52,44,94,53,35,28,40,30,56,35,35,32,21,24,32,27,23,25,48,35,0,11,14,16,21,17,34,28,0,11,119,38
"249","1500000US080310040052",80310040052,"Block Group 2, Census Tract 40.05, Denver County, Colorado",1577,296,705,188,9,15,10,16,0,11,0,11,42,23,96,70,36,31,92,42,158,91,33,30,77,53,18,28,38,28,40,29,8,12,0,11,0,11,9,14,19,18,20,32,0,11,0,11,0,11,872,206,50,46,8,12,10,14,0,11,0,11,75,61,93,63,188,85,133,59,22,26,49,37,16,19,28,29,49,47,40,35,17,18,29,27,0,11,13,15,44,39,8,12,0,11,0,11
"250","1500000US080310040061",80310040061,"Block Group 1, Census Tract 40.06, Denver County, Colorado",1131,223,624,156,34,32,32,27,20,20,20,26,0,11,56,87,15,24,0,11,28,38,51,32,89,85,76,61,12,14,60,50,36,29,14,16,9,15,11,16,10,16,7,12,15,24,0,11,29,21,507,121,8,8,26,24,8,14,13,16,8,13,0,11,0,11,20,35,53,68,28,22,67,58,30,23,1,3,53,38,69,50,19,18,9,14,10,16,21,24,15,16,30,33,12,10,7,10
"251","1500000US080310040062",80310040062,"Block Group 2, Census Tract 40.06, Denver County, Colorado",1420,320,667,174,30,18,26,25,4,8,0,11,31,28,45,38,13,19,103,93,31,28,66,59,24,24,38,29,43,54,11,17,64,49,11,18,50,51,0,11,36,56,14,22,8,12,9,15,10,14,753,205,9,15,13,19,12,19,0,11,113,49,65,51,6,11,152,108,73,51,51,59,41,30,12,13,32,46,16,28,49,46,19,29,48,47,5,8,0,11,11,16,19,21,0,11,7,12
"252","1500000US080310040063",80310040063,"Block Group 3, Census Tract 40.06, Denver County, Colorado",1202,292,602,150,11,16,72,58,45,45,60,83,0,11,0,11,0,11,30,24,29,39,71,55,49,41,47,33,42,31,52,57,39,32,16,20,16,19,6,10,11,18,0,11,0,11,6,11,0,11,600,188,6,11,78,61,12,18,6,10,0,11,0,11,64,99,0,11,66,61,33,33,55,41,80,83,82,68,16,16,30,27,23,25,8,9,0,11,8,12,13,14,0,11,0,11,20,19
"253","1500000US080310040064",80310040064,"Block Group 4, Census Tract 40.06, Denver County, Colorado",913,327,463,165,41,46,8,14,98,74,12,20,27,25,0,11,0,11,0,11,8,12,26,42,28,33,52,35,27,40,68,63,19,23,20,27,0,11,1,5,0,11,8,13,20,21,0,11,0,11,450,189,4,9,56,47,26,38,36,53,34,52,0,11,0,11,5,9,0,11,28,45,26,22,54,39,52,63,47,37,24,28,0,11,5,8,2,5,0,11,21,25,21,23,9,13,0,11
"254","1500000US080310041011",80310041011,"Block Group 1, Census Tract 41.01, Denver County, Colorado",1979,442,988,241,106,68,37,43,41,43,25,21,8,15,0,11,11,16,66,55,49,28,141,79,185,107,81,51,43,39,60,38,43,38,9,13,21,31,12,18,0,11,37,32,0,11,13,20,0,11,991,258,84,57,101,68,99,90,45,48,21,25,0,11,23,25,13,20,38,37,79,46,85,63,141,107,25,25,35,33,95,52,37,44,18,21,25,24,0,11,27,29,0,11,0,11,0,11
"255","1500000US080310041012",80310041012,"Block Group 2, Census Tract 41.01, Denver County, Colorado",1500,399,599,191,99,57,61,66,46,41,21,33,34,49,0,11,11,19,10,16,28,36,8,13,28,34,72,51,18,20,18,22,0,11,0,11,9,16,10,16,14,21,53,56,31,47,12,19,16,23,901,277,91,59,62,57,87,64,32,50,23,37,0,11,0,11,0,11,76,74,76,64,64,47,25,31,33,40,76,58,23,31,10,17,35,39,13,20,47,45,27,34,48,49,20,23,33,40
"256","1500000US080310041013",80310041013,"Block Group 3, Census Tract 41.01, Denver County, Colorado",959,239,466,119,5,8,70,50,20,30,28,27,42,61,0,11,0,11,9,14,17,20,71,57,54,51,68,46,24,29,23,26,13,20,0,11,11,17,0,11,0,11,0,11,0,11,11,18,0,11,493,183,20,25,10,16,0,11,0,11,0,11,0,11,0,11,38,41,57,44,38,32,35,40,33,33,11,17,53,47,51,39,24,36,0,11,11,17,12,18,13,19,0,11,13,21,74,62
"257","1500000US080310041021",80310041021,"Block Group 1, Census Tract 41.02, Denver County, Colorado",1487,398,756,297,0,11,0,11,9,16,68,80,44,39,0,11,0,11,70,57,78,63,74,56,92,66,56,50,29,32,62,47,79,97,19,32,0,11,10,23,30,49,24,22,12,15,0,11,0,11,731,175,36,45,51,47,19,22,32,31,0,11,0,11,0,11,45,41,104,66,89,60,38,32,54,39,76,61,7,15,27,28,13,19,10,15,8,13,9,14,68,43,23,21,0,11,22,33
"258","1500000US080310041022",80310041022,"Block Group 2, Census Tract 41.02, Denver County, Colorado",1029,346,550,212,74,49,59,52,83,76,8,14,8,14,10,15,27,40,39,45,48,42,16,17,27,22,38,39,36,43,13,20,8,13,36,45,0,11,9,14,0,11,0,11,4,8,0,11,7,12,479,159,0,11,56,54,8,14,25,25,19,29,14,21,0,11,6,9,57,53,52,45,30,32,54,52,40,28,9,14,24,35,0,11,41,49,0,11,11,15,0,11,14,16,0,11,19,23
"259","1500000US080310041023",80310041023,"Block Group 3, Census Tract 41.02, Denver County, Colorado",969,279,457,155,99,74,0,11,33,29,10,16,18,22,24,35,5,11,0,11,24,29,10,15,23,27,42,31,39,43,16,24,16,21,0,11,15,22,0,11,33,33,0,11,29,25,13,16,8,12,512,185,17,29,58,55,29,38,28,33,19,35,0,11,12,21,37,39,18,22,0,11,18,21,67,38,38,45,16,24,52,35,0,11,21,23,9,14,28,31,9,14,22,20,4,9,10,17
"260","1500000US080310041024",80310041024,"Block Group 4, Census Tract 41.02, Denver County, Colorado",1284,384,657,208,136,104,109,75,46,58,18,18,9,16,8,12,0,11,14,24,47,39,51,38,31,36,22,25,29,34,28,26,43,35,15,18,13,21,0,11,0,11,24,25,7,11,7,12,0,11,627,206,25,38,62,44,65,66,24,26,0,11,0,11,0,11,0,11,106,61,29,32,73,73,0,11,37,35,42,40,61,42,0,11,14,22,6,10,9,15,24,21,0,11,20,20,30,33
"261","1500000US080310041031",80310041031,"Block Group 1, Census Tract 41.03, Denver County, Colorado",1158,349,624,203,137,82,32,47,38,25,47,30,0,11,0,11,0,11,93,53,8,14,35,36,28,35,77,46,48,49,19,32,0,11,26,34,0,11,0,11,0,11,13,22,0,11,10,16,13,21,534,201,75,59,54,56,46,29,0,11,26,39,0,11,22,36,53,33,0,11,54,58,18,28,46,29,32,47,17,26,41,45,0,11,7,15,0,11,0,11,17,31,10,16,16,24,0,11
"262","1500000US080310041032",80310041032,"Block Group 2, Census Tract 41.03, Denver County, Colorado",802,215,372,109,43,45,15,25,1,10,0,11,11,17,0,11,0,11,13,22,58,60,37,35,42,44,1,12,0,11,12,21,85,63,25,35,0,11,0,11,0,11,0,11,29,43,0,11,0,11,430,130,41,39,31,36,1,10,0,11,0,11,0,11,0,11,0,11,33,37,47,42,36,41,1,12,38,57,33,36,62,88,0,11,17,33,0,11,39,38,0,11,39,44,0,11,12,19
"263","1500000US080310041033",80310041033,"Block Group 3, Census Tract 41.03, Denver County, Colorado",957,214,383,129,40,46,22,26,15,25,5,21,0,11,0,11,0,11,0,11,0,11,11,19,52,45,47,44,30,36,11,18,12,22,13,21,50,73,0,11,34,36,0,11,30,40,11,17,0,11,574,147,68,64,44,42,19,23,27,21,0,11,4,18,0,11,0,11,0,11,77,49,64,51,12,19,62,70,33,32,15,24,0,11,31,26,12,21,14,23,67,52,12,19,13,21,0,11
"264","1500000US080310041034",80310041034,"Block Group 4, Census Tract 41.03, Denver County, Colorado",874,193,425,128,21,35,24,26,45,48,22,37,7,13,0,11,0,11,0,11,0,11,39,42,56,48,20,22,104,58,25,27,0,11,34,38,0,11,16,24,0,11,12,19,0,11,0,11,0,11,449,127,41,35,56,53,14,22,8,16,0,11,0,11,0,11,0,11,13,21,38,41,11,20,106,53,24,31,112,88,0,11,0,11,0,11,14,22,0,11,12,19,0,11,0,11,0,11
"265","1500000US080310041035",80310041035,"Block Group 5, Census Tract 41.03, Denver County, Colorado",984,347,424,183,29,31,72,77,0,11,0,11,13,22,0,11,0,11,43,62,9,16,67,50,18,29,16,27,36,42,13,21,39,57,0,11,0,11,0,11,0,11,60,51,0,11,0,11,9,17,560,199,28,45,14,24,12,20,0,11,0,11,0,11,0,11,0,11,9,17,97,62,0,11,34,37,18,28,71,53,42,60,17,27,0,11,47,71,10,17,28,43,33,48,58,80,42,50
"266","1500000US080310041036",80310041036,"Block Group 6, Census Tract 41.03, Denver County, Colorado",825,290,494,206,25,43,0,11,31,45,33,47,0,11,0,11,0,11,0,11,102,133,40,41,59,63,36,39,0,11,55,60,16,25,0,11,40,61,50,74,0,11,0,11,0,11,0,11,7,13,331,121,67,58,15,23,0,11,6,11,0,11,0,11,0,11,0,11,50,59,84,83,31,35,19,30,0,11,33,49,19,32,0,11,0,11,0,11,0,11,0,11,0,11,7,13,0,11
"267","1500000US080310041041",80310041041,"Block Group 1, Census Tract 41.04, Denver County, Colorado",996,338,493,188,6,9,7,12,46,51,0,11,0,11,0,11,0,11,0,11,23,20,31,29,85,82,44,37,131,101,8,12,19,25,10,15,0,11,0,11,8,13,65,90,10,16,0,11,0,11,503,185,110,78,54,52,7,11,5,8,0,11,0,11,0,11,0,11,59,54,39,37,93,65,23,27,10,15,35,35,25,28,0,11,15,22,8,12,3,9,10,16,7,13,0,11,0,11
"268","1500000US080310041042",80310041042,"Block Group 2, Census Tract 41.04, Denver County, Colorado",1001,305,404,144,49,61,54,86,0,11,14,17,11,19,0,11,0,11,12,20,123,98,11,17,7,12,0,11,38,32,8,14,0,11,6,11,0,11,0,11,18,21,30,47,8,12,15,15,0,11,597,238,0,11,0,11,0,11,0,11,9,13,0,11,0,11,0,11,90,90,188,139,47,48,13,20,57,64,0,11,37,46,0,11,0,11,0,11,37,45,32,29,43,43,6,10,38,47
"269","1500000US080310041043",80310041043,"Block Group 3, Census Tract 41.04, Denver County, Colorado",891,288,415,156,27,27,25,40,33,32,7,11,0,11,0,11,0,11,0,11,49,54,50,49,86,60,23,25,49,56,29,21,17,27,0,11,0,11,14,22,0,11,0,11,0,11,0,11,6,9,476,157,21,19,54,58,49,48,22,31,0,11,0,11,12,19,0,11,4,7,67,42,22,25,52,55,31,32,35,35,8,13,38,42,28,34,8,14,0,11,9,15,0,11,6,9,10,16
"270","1500000US080310041044",80310041044,"Block Group 4, Census Tract 41.04, Denver County, Colorado",475,214,223,111,0,11,28,30,0,11,0,11,0,11,0,11,0,11,0,11,33,39,0,11,7,12,46,44,57,51,3,9,9,13,7,10,9,13,0,11,22,22,0,11,0,11,0,11,2,6,252,111,17,19,15,17,17,26,3,6,0,11,0,11,0,11,3,7,30,39,7,12,31,28,43,32,4,9,3,9,15,17,17,19,12,16,0,11,5,8,0,11,6,11,2,6,22,34
"271","1500000US080310041045",80310041045,"Block Group 5, Census Tract 41.04, Denver County, Colorado",767,244,441,159,92,88,9,15,9,15,0,11,0,11,0,11,11,17,0,11,22,23,86,44,91,71,9,16,52,36,10,17,15,16,5,9,10,16,0,11,15,16,5,9,0,11,0,11,0,11,326,109,12,18,36,43,19,21,4,7,0,11,0,11,0,11,0,11,31,29,75,56,36,29,8,12,8,13,10,16,15,17,5,8,9,13,0,11,15,17,22,23,16,18,0,11,5,11
"272","1500000US080310041046",80310041046,"Block Group 6, Census Tract 41.04, Denver County, Colorado",609,205,307,135,24,27,0,11,15,24,0,11,12,21,0,11,8,15,8,13,32,28,39,45,0,11,12,16,33,33,0,11,48,41,0,11,9,14,29,44,0,11,9,14,7,11,0,11,22,25,302,110,0,11,0,11,7,12,0,11,13,20,12,18,0,11,0,11,38,47,0,11,9,14,15,23,15,21,15,18,9,15,10,16,53,49,11,16,28,26,11,17,36,26,20,23,0,11
"273","1500000US080310041061",80310041061,"Block Group 1, Census Tract 41.06, Denver County, Colorado",12563,631,6102,477,925,174,697,158,480,178,104,77,10,18,0,18,25,34,159,127,287,126,505,165,820,173,851,187,539,102,239,94,232,126,14,28,24,28,13,20,25,26,112,63,9,16,19,24,13,22,6461,544,618,132,477,138,362,113,34,32,0,18,0,18,0,18,73,45,514,134,950,247,1170,244,708,177,642,163,166,77,170,114,124,106,190,110,43,40,54,43,111,62,55,50,0,18,0,18
"274","1500000US080310041071",80310041071,"Block Group 1, Census Tract 41.07, Denver County, Colorado",6937,414,3426,239,426,101,485,91,139,59,52,49,19,24,0,16,14,28,50,31,118,62,436,129,503,137,347,96,283,88,143,55,114,78,36,31,156,79,10,16,21,22,50,44,24,26,0,16,0,16,3511,280,510,129,261,73,194,97,32,28,39,36,5,8,14,21,46,39,179,77,451,118,482,107,410,85,264,87,86,47,101,50,9,12,104,58,73,48,32,28,64,46,38,30,56,37,61,50
"275","1500000US080310042011",80310042011,"Block Group 1, Census Tract 42.01, Denver County, Colorado",1204,280,627,166,77,53,135,94,50,36,0,11,9,15,0,11,0,11,11,16,0,11,0,11,98,63,52,32,43,39,41,27,27,25,0,11,68,34,0,11,0,11,8,14,8,12,0,11,0,11,577,130,85,60,41,24,35,28,16,17,0,11,0,11,0,11,0,11,0,11,43,45,73,50,59,32,31,28,28,25,31,29,27,27,23,26,38,28,16,19,9,14,0,11,0,11,22,25
"276","1500000US080310042012",80310042012,"Block Group 2, Census Tract 42.01, Denver County, Colorado",713,182,266,75,0,11,0,11,18,22,14,12,0,11,0,11,0,11,7,12,0,11,10,16,10,16,32,51,33,27,30,23,52,42,0,11,8,13,17,19,9,14,10,15,16,18,0,11,0,11,447,125,33,51,29,31,34,36,5,8,18,20,0,11,6,11,8,11,18,20,9,15,0,11,79,63,33,23,7,12,33,25,17,14,27,24,10,16,62,59,9,14,0,11,10,16,0,11
"277","1500000US080310042013",80310042013,"Block Group 3, Census Tract 42.01, Denver County, Colorado",722,147,286,71,27,26,0,11,36,55,10,15,0,11,6,9,8,12,7,12,24,22,15,19,39,33,14,22,0,11,30,28,28,26,0,11,0,11,17,18,10,15,9,14,0,11,0,11,6,12,436,113,25,25,10,16,23,27,0,11,6,10,0,11,0,11,28,37,15,18,105,74,47,33,0,11,20,22,27,42,10,16,28,25,0,11,17,26,28,24,36,27,0,11,11,14,0,11
"278","1500000US080310042014",80310042014,"Block Group 4, Census Tract 42.01, Denver County, Colorado",837,251,509,199,39,30,26,28,15,18,9,14,30,45,0,11,0,11,0,11,0,11,111,83,19,22,129,103,25,28,27,24,19,22,0,11,27,23,0,11,33,50,0,11,0,11,0,11,0,11,328,89,0,11,26,25,0,11,17,19,0,11,0,11,0,11,0,11,73,73,10,15,28,23,20,23,35,41,16,19,23,26,10,17,9,14,9,13,9,13,23,26,10,15,0,11,10,16
"279","1500000US080310042015",80310042015,"Block Group 5, Census Tract 42.01, Denver County, Colorado",735,153,354,75,10,16,18,21,48,43,15,17,0,11,0,11,0,11,13,15,0,11,10,16,21,22,18,21,73,40,27,25,28,30,0,11,8,12,37,25,18,19,10,15,0,11,0,11,0,11,381,99,52,47,14,23,36,27,8,12,7,11,7,11,0,11,0,11,0,11,20,21,21,24,46,41,36,28,45,30,41,32,19,20,10,15,0,11,0,11,8,14,0,11,0,11,11,18
"280","1500000US080310042016",80310042016,"Block Group 6, Census Tract 42.01, Denver County, Colorado",558,118,284,73,9,14,27,28,20,20,9,14,2,4,5,8,0,11,0,11,7,11,18,21,9,15,9,14,28,24,7,10,45,30,0,11,11,16,29,26,31,28,10,16,8,12,0,11,0,11,274,57,10,16,0,11,27,23,0,11,0,11,0,11,0,11,11,12,17,18,8,13,10,16,0,11,39,28,5,9,16,19,21,20,31,23,18,20,18,15,26,20,8,13,0,11,9,14
"281","1500000US080310042021",80310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",743,353,368,209,36,46,25,37,0,11,0,11,0,11,0,11,0,11,8,12,103,139,28,27,64,49,0,11,0,11,10,16,73,71,0,11,7,12,0,11,0,11,9,15,0,11,0,11,5,9,375,163,26,40,60,41,0,11,0,11,0,11,0,11,26,40,44,67,14,22,86,55,10,16,0,11,33,51,8,13,9,14,21,25,8,12,26,25,0,11,0,11,0,11,0,11,4,9
"282","1500000US080310042022",80310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",778,174,389,117,58,46,16,31,9,14,8,12,19,30,0,11,0,11,0,11,13,19,9,15,75,64,19,21,10,15,14,16,36,26,35,24,25,18,0,11,28,22,7,11,0,11,0,11,8,13,389,89,47,46,0,11,0,11,0,11,0,11,0,11,9,13,0,11,33,38,35,28,7,13,30,27,27,25,23,20,62,34,9,15,28,26,9,14,34,23,36,28,0,11,0,11,0,11
"283","1500000US080310042023",80310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",1671,241,768,132,67,41,17,17,29,28,6,7,131,66,38,32,7,10,13,15,54,41,78,48,77,62,37,26,0,11,64,53,28,25,8,14,7,12,34,26,26,22,32,33,8,12,7,12,0,11,903,168,28,32,47,36,10,11,1,3,201,90,37,25,28,29,69,54,73,58,98,54,0,11,15,15,30,24,10,17,46,30,38,28,49,35,20,21,18,20,76,55,9,13,0,11,0,11
"284","1500000US080310042024",80310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",617,132,287,82,10,15,49,32,14,15,0,11,7,13,0,11,0,11,6,11,10,15,11,17,30,23,48,32,17,18,25,23,11,17,0,11,0,11,0,11,35,28,0,11,0,11,0,11,14,22,330,73,39,30,21,16,0,11,0,11,0,11,0,11,0,11,8,12,21,23,11,17,54,33,35,25,25,22,29,22,32,52,9,15,7,11,0,11,18,19,10,15,0,11,11,18,0,11
"285","1500000US080310042025",80310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",706,137,328,82,19,20,17,18,0,11,6,10,11,17,8,12,0,11,7,12,0,11,7,13,0,11,33,27,20,24,7,12,55,33,0,11,18,21,40,32,21,20,36,27,15,17,8,12,0,11,378,84,21,22,27,30,17,19,5,9,0,11,0,11,0,11,7,11,0,11,20,21,11,18,19,21,8,13,26,20,57,41,0,11,41,26,26,23,24,24,42,28,17,20,10,16,0,11
"286","1500000US080310043011",80310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1303,264,617,169,27,34,0,11,16,21,13,20,0,11,0,11,0,11,0,11,100,117,40,37,97,60,116,79,13,22,69,74,15,25,0,11,12,20,13,23,13,21,0,11,15,24,48,51,10,16,686,204,45,42,28,36,17,22,0,11,0,11,0,11,0,11,25,30,85,69,115,69,105,79,57,65,12,19,76,69,15,23,0,11,12,20,42,43,0,11,0,11,25,24,12,19,15,23
"287","1500000US080310043012",80310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",888,243,432,146,5,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,71,58,52,64,96,81,0,11,74,82,0,11,47,70,16,25,0,11,32,30,13,21,8,21,9,21,9,20,0,11,456,183,18,23,10,18,0,11,0,11,0,11,25,40,0,11,60,78,127,115,123,104,36,36,0,11,0,11,12,20,26,31,0,11,0,11,0,11,19,29,0,11,0,11,0,11,0,11
"288","1500000US080310043013",80310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",947,260,419,168,29,38,9,15,9,15,0,11,0,11,0,11,0,11,0,11,19,34,73,70,70,60,0,11,44,54,46,44,69,53,19,33,10,16,0,11,0,11,11,19,0,11,0,11,11,17,528,180,25,27,54,70,0,11,0,11,0,11,0,11,0,11,0,11,84,75,62,75,102,73,13,20,14,22,28,34,67,49,12,19,18,28,24,25,0,11,11,18,0,11,14,22,0,11
"289","1500000US080310043014",80310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1402,246,640,172,67,67,0,11,26,31,10,17,0,11,0,11,0,11,64,69,47,43,120,83,13,22,81,57,14,23,16,26,80,57,16,27,12,19,0,11,0,11,62,58,0,11,12,17,0,11,762,172,56,43,56,58,49,38,0,11,0,11,0,11,8,12,56,69,156,108,56,57,90,52,22,35,81,78,53,47,14,24,0,11,25,29,0,11,13,20,0,11,27,31,0,11,0,11
