"","X","Id","Id2","Geography","TTL_population","Male","Female","Total","Age_Less_5","Age_5_to_9","Age_10_to_14","Age_15_to_17","Age_Less_18","Age_0_to_9","Age_10_to_19","Age_20_to_29","Age_30_to_39","Age_40_to_49","Age_50_to_59","Age_60_to_69","Age_70_to_79","Age_80_and_over","PCT_Less_18","White","Black","AmericanIndian","Asian","PacificIslanders","OtherRaces","Two.or.more.races","PCT_White","PCT_African","PCT_AmericanIndian","PCT_Asian","PCT_PacificIslander","PCT_OtherRaces","PCT_Two.or.more.races","Hispanic","PCT_Hispanic","TTPOP_25PLUS_EDU","LESS_THAN_HS_DIPLOMA","HSGREAD_OR_EQUIV_EDU","SOMECOLLEGE_OR_AA_EDU","BACHELORS_OR_HIGHER_EDU","Median_HH_income","Native","PCT_Housing_rent","PCT_Vehicle_none","PCT_Vehicle_own","TTPOP_18PLUS_LNG","LNG_English","LNG_Spanish","LNG_Spanish_English_bad","LNG_IndoEuropean","LNG_IndoEuropean_English_bad","LNG_AsianPacific","LNG_AsianPacific_English_bad","LNG_Others","LNG_Others_English_bad","TTL_HH_Children_under_18","Poverty_HH","Poverty_PCT_HH","MarriedCouple_HH","SingleDad_HH","SingleMom_HH","PCT_MarriedCouple_HH","PCT_SingleDad_HH","PCT_SingleMom_HH"
"239",239,"1500000US080310040021",80310040021,"Block Group 1, Census Tract 40.02, Denver County, Colorado",103,408,493,901,100,49,57,53,259,149,123,32,244,114,79,61,65,34,28.7458379578246,793,13,0,63,0,0,64,88.0133185349611,1.44284128745838,0,6.99223085460599,0,0,7.10321864594895,99,96.1165048543689,615,13,47,135,420,"88239",844,22.2811671087533,2.38726790450928,97.6127320954907,642,615,4,0,23,0,158,145,0,0,175,13,7.42857142857143,137,11,27,78.2857142857143,6.28571428571429,15.4285714285714
"240",240,"1500000US080310040022",80310040022,"Block Group 2, Census Tract 40.02, Denver County, Colorado",82,402,434,836,43,74,34,51,202,117,127,48,22,140,147,80,47,108,24.1626794258373,781,13,14,0,0,28,0,93.4210526315789,1.55502392344498,1.67464114832536,0,0,3.34928229665072,0,205,250,544,40,94,97,313,"138068",737,1.03806228373702,0,100,634,499,116,19,0,0,274,158,36,0,116,0,0,87,0,29,75,0,25
"241",241,"1500000US080310040023",80310040023,"Block Group 3, Census Tract 40.02, Denver County, Colorado",96,364,383,747,69,58,50,36,213,127,94,32,98,111,153,92,20,20,28.5140562248996,701,0,0,4,0,6,72,93.8420348058902,0,0,0.535475234270415,0,0.803212851405622,9.63855421686747,34,35.4166666666667,499,7,34,67,391,"233281",703,6.81818181818182,2.27272727272727,97.7272727272727,534,497,17,0,6,14,84,60,0,0,131,0,0,121,6,4,92.3664122137405,4.58015267175572,3.05343511450382
"242",242,"1500000US080310040024",80310040024,"Block Group 4, Census Tract 40.02, Denver County, Colorado",96,517,528,1045,54,61,23,8,146,115,39,64,85,100,114,209,188,131,13.9712918660287,967,0,0,14,0,0,128,92.5358851674641,0,0,1.33971291866029,0,0,12.2488038277512,33,34.375,880,0,58,159,663,"86667",996,9.8326359832636,0,100,899,843,16,0,14,26,423,389,16,0,70,0,0,46,0,24,65.7142857142857,0,34.2857142857143
"243",243,"1500000US080310040031",80310040031,"Block Group 1, Census Tract 40.03, Denver County, Colorado",100,839,782,1621,79,34,97,34,244,113,131,148,338,360,205,220,17,89,15.0524367674275,1138,0,12,42,0,363,132,70.203578038248,0,0.740283775447255,2.59099321406539,0,22.3935842072795,8.1431215299198,393,393,1328,336,124,371,497,"66389",1330,29.3103448275862,4.70219435736677,95.2978056426332,1377,1000,325,31,21,0,336,137,102,0,208,9,4.32692307692308,70,106,32,33.6538461538462,50.9615384615385,15.3846153846154
"244",244,"1500000US080310040032",80310040032,"Block Group 2, Census Tract 40.03, Denver County, Colorado",98,464,530,994,58,26,30,0,114,84,35,101,365,84,109,133,49,34,11.4688128772636,914,0,11,0,0,12,114,91.9517102615694,0,1.10663983903421,0,0,1.20724346076459,11.4688128772636,83,84.6938775510204,864,0,110,226,528,"64961",985,26.2042389210019,3.46820809248555,96.5317919075144,880,857,23,0,0,0,156,133,7,0,73,0,0,39,34,0,53.4246575342466,46.5753424657534,0
"245",245,"1500000US080310040033",80310040033,"Block Group 3, Census Tract 40.03, Denver County, Colorado",85,450,493,943,53,31,39,31,154,84,70,23,209,154,111,118,119,55,16.3308589607635,881,13,9,22,0,0,36,93.4252386002121,1.37857900318134,0.95440084835631,2.33297985153765,0,0,3.81760339342524,60,70.5882352941177,789,9,130,176,474,"75893",862,26.2,13,87,789,728,44,17,0,0,242,225,10,7,129,0,0,88,24,17,68.2170542635659,18.6046511627907,13.1782945736434
"246",246,"1500000US080310040034",80310040034,"Block Group 4, Census Tract 40.03, Denver County, Colorado",83,357,420,777,65,12,41,0,118,77,41,58,122,167,89,130,50,43,15.1866151866152,710,0,18,16,0,21,24,91.3770913770914,0,2.31660231660232,2.05920205920206,0,2.7027027027027,3.08880308880309,97,116.867469879518,648,20,27,133,468,"127778",766,25.5208333333333,5.46875,94.53125,659,653,0,6,0,0,134,128,0,6,74,0,0,74,0,0,100,0,0
"247",247,"1500000US080310040041",80310040041,"Block Group 1, Census Tract 40.04, Denver County, Colorado",279,946,996,1942,72,96,110,71,349,168,218,160,205,370,298,214,148,161,17.9711637487127,1744,50,4,79,0,47,36,89.8043254376931,2.57466529351184,0.205973223480947,4.06797116374871,0,2.42018537590113,1.85375901132853,80,28.673835125448,1512,73,128,356,955,"76809",1758,12.7894156560088,1.32304299889746,98.6769570011025,1593,1457,16,64,41,15,430,382,40,32,199,7,3.51758793969849,163,0,36,81.9095477386935,0,18.0904522613065
"248",248,"1500000US080310040051",80310040051,"Block Group 1, Census Tract 40.05, Denver County, Colorado",147,847,757,1604,43,31,66,61,201,74,138,442,232,165,179,116,103,155,12.5311720698254,1225,27,29,110,0,96,234,76.3715710723192,1.68329177057357,1.80798004987531,6.85785536159601,0,5.98503740648379,14.5885286783042,196,133.333333333333,1267,30,182,336,719,"58105",1414,67.3835125448029,18.0406212664277,81.9593787335723,1403,1146,105,59,93,0,380,234,45,37,93,0,0,51,0,42,54.8387096774194,0,45.1612903225806
"249",249,"1500000US080310040052",80310040052,"Block Group 2, Census Tract 40.05, Denver County, Colorado",175,807,868,1675,53,20,16,0,89,73,61,918,216,101,152,83,71,0,5.3134328358209,1328,19,22,154,0,119,66,79.2835820895522,1.13432835820896,1.3134328358209,9.19402985074627,0,7.1044776119403,3.94029850746269,252,144,912,51,95,168,598,"45060",1449,80.4432855280313,13.5593220338983,86.4406779661017,1586,1314,96,32,144,0,208,112,32,0,70,14,20,56,14,0,80,20,0
"250",250,"1500000US080310040061",80310040061,"Block Group 1, Census Tract 40.06, Denver County, Colorado",101,674,496,1170,38,39,31,41,149,77,78,138,265,113,260,101,80,58,12.7350427350427,1124,0,0,13,0,0,66,96.0683760683761,0,0,1.11111111111111,0,0,5.64102564102564,65,64.3564356435644,956,33,52,208,663,"88438",1125,39.7959183673469,2.2108843537415,97.7891156462585,1021,949,46,26,0,0,248,188,12,14,100,0,0,82,0,18,82,0,18
"251",251,"1500000US080310040062",80310040062,"Block Group 2, Census Tract 40.06, Denver County, Colorado",130,606,915,1521,35,30,49,0,114,65,184,574,181,127,121,160,84,25,7.49506903353057,1317,10,0,142,0,42,20,86.5877712031558,0.657462195923734,0,9.33596318211703,0,2.76134122287968,1.31492439184747,160,123.076923076923,783,8,107,151,517,"73494",1236,59.2471358428805,13.911620294599,86.088379705401,1407,1047,125,93,142,0,234,109,132,0,69,0,0,69,0,0,100,0,0
"252",252,"1500000US080310040063",80310040063,"Block Group 3, Census Tract 40.06, Denver County, Colorado",88,565,614,1179,23,185,72,70,350,208,142,129,187,243,122,95,23,30,29.6861747243427,1021,0,0,158,0,0,0,86.598812553011,0,0,13.401187446989,0,0,0,56,63.6363636363636,758,0,44,198,516,"69479",939,56.7877629063097,3.05927342256214,96.9407265774379,829,661,23,0,109,36,93,70,0,0,202,40,19.8019801980198,131,0,71,64.8514851485149,0,35.1485148514851
"253",253,"1500000US080310040064",80310040064,"Block Group 4, Census Tract 40.06, Denver County, Colorado",72,476,474,950,49,76,114,47,286,125,210,49,93,209,118,49,88,9,30.1052631578947,856,0,0,8,0,0,172,90.1052631578947,0,0,0.842105263157895,0,0,18.1052631578947,0,0,566,28,0,38,500,"250,000+",921,2.02702702702703,0,100,664,638,0,26,0,0,118,92,0,26,179,0,0,162,0,17,90.5027932960894,0,9.49720670391061
"254",254,"1500000US080310041011",80310041011,"Block Group 1, Census Tract 41.01, Denver County, Colorado",191,1100,1194,2294,214,163,193,112,682,377,351,238,630,300,187,146,34,31,29.7297297297297,1449,516,20,14,0,87,416,63.1647776809067,22.4934612031386,0.871839581517001,0.610287707061901,0,3.79250217959895,18.1342632955536,779,407.853403141361,1460,161,428,314,557,"54432",1928,59.9539700805524,6.09896432681243,93.9010356731876,1612,1245,318,11,11,27,248,244,11,0,330,85,25.7575757575758,137,51,142,41.5151515151515,15.4545454545455,43.030303030303
"255",255,"1500000US080310041012",80310041012,"Block Group 2, Census Tract 41.01, Denver County, Colorado",80,439,778,1217,92,72,105,42,311,164,165,143,120,133,84,226,121,61,25.5546425636812,317,623,50,0,0,8,438,26.0476581758422,51.1914543960559,4.10846343467543,0,0,0.657354149548069,35.9901396877568,96,120,849,133,276,263,177,"31346",1184,89.1156462585034,29.0816326530612,70.9183673469388,906,833,25,0,0,48,314,289,8,0,124,37,29.8387096774194,56,0,68,45.1612903225806,0,54.8387096774194
"256",256,"1500000US080310041013",80310041013,"Block Group 3, Census Tract 41.01, Denver County, Colorado",73,541,551,1092,53,110,47,35,245,163,169,101,276,116,105,74,12,76,22.4358974358974,460,555,27,25,0,19,12,42.1245421245421,50.8241758241758,2.47252747252747,2.28937728937729,0,1.73992673992674,1.0989010989011,347,475.342465753425,718,137,175,262,144,"33750",931,57.8048780487805,19.0243902439024,80.9756097560976,847,540,255,27,25,0,292,169,25,12,156,87,55.7692307692308,43,13,100,27.5641025641026,8.33333333333333,64.1025641025641
"257",257,"1500000US080310041021",80310041021,"Block Group 1, Census Tract 41.02, Denver County, Colorado",132,769,772,1541,58,35,43,124,260,93,228,284,297,237,192,70,117,23,16.8721609344581,941,377,3,72,0,69,158,61.0642439974043,24.4646333549643,0.194678780012979,4.67229072031149,0,4.47761194029851,10.2530824140169,585,443.181818181818,1132,217,351,269,295,"50625",1293,42.8934010152284,2.53807106598985,97.4619289340102,1281,946,299,25,11,0,323,326,42,0,143,49,34.2657342657343,60,18,65,41.958041958042,12.5874125874126,45.4545454545455
"258",258,"1500000US080310041022",80310041022,"Block Group 2, Census Tract 41.02, Denver County, Colorado",82,609,552,1161,87,128,93,29,337,215,152,218,167,169,63,128,13,36,29.0267011197244,471,511,0,0,0,90,178,40.5684754521964,44.0137812230835,0,0,0,7.75193798449612,15.3316106804479,340,414.634146341463,703,119,332,175,77,"38542",958,43.6893203883495,20.3883495145631,79.6116504854369,824,564,164,0,0,96,146,156,0,0,119,37,31.0924369747899,89,17,13,74.7899159663866,14.2857142857143,10.9243697478992
"259",259,"1500000US080310041023",80310041023,"Block Group 3, Census Tract 41.02, Denver County, Colorado",83,561,442,1003,128,39,54,19,240,167,96,156,86,203,102,98,60,35,23.9282153539382,430,525,0,0,0,9,78,42.8713858424726,52.3429710867398,0,0,0,0.897308075772682,7.77666999002991,258,310.843373493976,632,112,168,229,123,"44844",912,27.0777479892761,3.2171581769437,96.7828418230563,763,619,144,0,0,0,236,236,0,0,113,25,22.1238938053097,66,8,39,58.4070796460177,7.07964601769912,34.5132743362832
"260",260,"1500000US080310041024",80310041024,"Block Group 4, Census Tract 41.02, Denver County, Colorado",87,681,680,1361,191,150,142,41,524,341,195,150,205,103,180,67,64,56,38.5011021307862,284,1018,0,13,0,0,92,20.8670095518001,74.7979426891991,0,0.955180014695077,0,0,6.75973548861132,131,150.574712643678,818,218,165,245,190,"36296",1307,49.7596153846154,15.8653846153846,84.1346153846154,837,761,63,0,13,0,172,163,0,0,122,42,34.4262295081967,34,9,79,27.8688524590164,7.37704918032787,64.7540983606557
"261",261,"1500000US080310041031",80310041031,"Block Group 1, Census Tract 41.03, Denver County, Colorado",42,437,336,773,71,60,26,11,168,131,37,97,146,138,84,47,47,46,21.7335058214748,475,272,0,12,0,0,28,61.4489003880983,35.1875808538163,0,1.55239327296248,0,0,3.6222509702458,116,276.190476190476,525,131,73,129,192,"62083",636,11.7241379310345,5.86206896551724,94.1379310344828,605,493,52,0,0,60,119,145,0,0,109,0,0,101,0,8,92.6605504587156,0,7.3394495412844
"262",262,"1500000US080310041032",80310041032,"Block Group 2, Census Tract 41.03, Denver County, Colorado",52,432,476,908,105,85,30,0,220,190,41,88,193,70,85,135,106,0,24.2290748898678,537,354,0,0,0,0,34,59.1409691629956,38.9867841409692,0,0,0,0,3.74449339207048,0,0,661,102,10,128,421,"113639",908,0,0,100,688,688,0,0,0,0,165,165,0,0,104,0,0,104,0,0,100,0,0
"263",263,"1500000US080310041033",80310041033,"Block Group 3, Census Tract 41.03, Denver County, Colorado",66,538,625,1163,104,158,44,38,344,262,82,30,208,278,70,131,85,17,29.5786758383491,906,161,0,51,0,30,30,77.9019776440241,13.8435081685297,0,4.38521066208083,0,2.57953568357696,2.57953568357696,270,409.090909090909,789,13,45,251,480,"103846",1099,12.8630705394191,0,100,819,755,0,13,51,0,165,165,13,0,255,0,0,194,30,31,76.078431372549,11.7647058823529,12.156862745098
"264",264,"1500000US080310041034",80310041034,"Block Group 4, Census Tract 41.03, Denver County, Colorado",74,435,514,949,49,86,80,44,259,135,133,17,132,271,144,88,29,0,27.2918861959958,814,102,0,0,0,0,66,85.7744994731296,10.7481559536354,0,0,0,0,6.95468914646997,12,16.2162162162162,681,0,71,105,505,"181324",910,19.0954773869347,0,100,690,658,32,0,0,0,72,40,17,0,159,11,6.91823899371069,144,0,15,90.5660377358491,0,9.43396226415094
"265",265,"1500000US080310041035",80310041035,"Block Group 5, Census Tract 41.03, Denver County, Colorado",49,365,482,847,54,51,11,0,116,105,38,63,166,85,134,34,183,39,13.6953955135773,520,224,0,14,0,62,54,61.3931523022432,26.4462809917355,0,1.65289256198347,0,7.31995277449823,6.3754427390791,19,38.7755102040816,679,50,202,78,349,"107417",833,4.42477876106195,0,100,731,697,20,0,14,0,256,222,0,0,92,0,0,64,0,28,69.5652173913043,0,30.4347826086957
"266",266,"1500000US080310041036",80310041036,"Block Group 6, Census Tract 41.03, Denver County, Colorado",39,491,354,845,105,26,44,39,214,131,83,19,322,71,104,94,0,21,25.3254437869822,623,184,0,0,0,0,76,73.7278106508876,21.7751479289941,0,0,0,0,8.99408284023669,0,0,631,32,10,168,421,"119194",845,5.80110497237569,5.24861878453039,94.7513812154696,631,619,0,12,0,0,83,83,12,0,131,0,0,101,13,17,77.0992366412214,9.9236641221374,12.9770992366412
"267",267,"1500000US080310041041",80310041041,"Block Group 1, Census Tract 41.04, Denver County, Colorado",58,543,581,1124,99,58,69,9,235,157,78,196,212,283,64,60,74,0,20.9074733096085,537,175,92,0,0,286,68,47.7758007117438,15.5693950177936,8.18505338078292,0,0,25.4448398576512,6.04982206405694,329,567.241379310345,841,273,147,239,182,"74167",864,13.903743315508,5.61497326203209,94.3850267379679,889,450,430,9,0,0,381,153,62,0,146,60,41.0958904109589,123,12,11,84.2465753424658,8.21917808219178,7.53424657534247
"268",268,"1500000US080310041042",80310041042,"Block Group 2, Census Tract 41.04, Denver County, Colorado",56,376,481,857,51,0,0,10,61,51,33,163,332,68,24,57,91,38,7.11785297549592,473,324,0,0,0,0,120,55.1925320886814,37.806301050175,0,0,0,0,14.002333722287,131,233.928571428571,756,92,145,77,442,"64750",839,20.0892857142857,0,100,796,796,0,0,0,0,179,179,0,0,69,60,86.9565217391304,0,0,69,0,0,100
"269",269,"1500000US080310041043",80310041043,"Block Group 3, Census Tract 41.04, Denver County, Colorado",64,453,461,914,55,84,68,54,261,139,128,65,223,160,80,98,0,21,28.5557986870897,500,327,0,11,0,15,122,54.7045951859956,35.7768052516411,0,1.2035010940919,0,1.64113785557987,13.3479212253829,109,170.3125,635,18,160,118,339,"92273",856,20.7100591715976,7.10059171597633,92.8994082840237,653,554,68,31,0,0,105,53,19,12,165,0,0,73,40,52,44.2424242424242,24.2424242424242,31.5151515151515
"270",270,"1500000US080310041044",80310041044,"Block Group 4, Census Tract 41.04, Denver County, Colorado",62,244,244,488,5,51,25,9,90,56,34,57,31,177,39,57,13,24,18.4426229508197,355,0,0,9,0,105,38,72.7459016393443,0,0,1.84426229508197,0,21.5163934426229,7.78688524590164,105,169.354838709677,396,19,4,68,305,"150357",474,0,4.59770114942529,95.4022988505747,398,306,92,0,0,0,107,57,30,0,56,0,0,45,11,0,80.3571428571429,19.6428571428571,0
"271",271,"1500000US080310041045",80310041045,"Block Group 5, Census Tract 41.04, Denver County, Colorado",67,462,338,800,110,35,9,7,161,145,16,77,298,115,48,46,40,15,20.125,537,220,0,18,0,0,50,67.125,27.5,0,2.25,0,0,6.25,50,74.6268656716418,628,70,56,137,365,"77273",747,34.0909090909091,3.125,96.875,639,602,37,0,0,0,117,80,0,0,89,0,0,80,0,9,89.8876404494382,0,10.1123595505618
"272",272,"1500000US080310041046",80310041046,"Block Group 6, Census Tract 41.04, Denver County, Colorado",49,365,318,683,40,0,45,0,85,40,77,70,75,111,72,130,59,49,12.4450951683748,97,397,0,8,0,42,278,14.2020497803807,58.1259150805271,0,1.17130307467057,0,6.1493411420205,40.7027818448023,71,144.897959183673,548,82,50,173,243,"79432",666,0,0,100,598,590,0,0,8,0,169,169,0,0,66,0,0,30,9,27,45.4545454545455,13.6363636363636,40.9090909090909
"273",273,"1500000US080310041061",80310041061,"Block Group 1, Census Tract 41.06, Denver County, Colorado",949,6029,6611,12640,1354,1361,968,177,3860,2715,1171,838,3269,2817,952,504,313,61,30.5379746835443,10413,1065,106,373,0,101,1164,82.3813291139241,8.42563291139241,0.838607594936709,2.95094936708861,0,0.799050632911392,9.20886075949367,1297,136.670179135933,8631,590,1505,975,5561,"142083",12059,20.0611280911364,1.75048624617949,98.2495137538205,8780,7834,520,175,167,84,1013,575,177,17,2205,66,2.99319727891156,1885,80,240,85.4875283446712,3.6281179138322,10.8843537414966
"274",274,"1500000US080310041071",80310041071,"Block Group 1, Census Tract 41.07, Denver County, Colorado",739,4474,4649,9123,1179,922,566,133,2800,2101,725,596,2359,1678,656,544,319,145,30.6916584456867,7270,709,0,481,0,109,1108,79.688698892908,7.77156637071139,0,5.27238846870547,0,1.19478241806423,12.1451276992217,883,119.485791610284,6138,86,222,1338,4492,"112039",8487,34.2499319357473,3.89327525183773,96.1067247481623,6323,5595,413,110,205,0,969,625,160,10,1632,9,0.551470588235294,1118,170,344,68.5049019607843,10.4166666666667,21.078431372549
"275",275,"1500000US080310042011",80310042011,"Block Group 1, Census Tract 42.01, Denver County, Colorado",106,628,576,1204,143,185,84,23,435,328,115,9,196,212,121,179,30,14,36.1295681063123,1043,118,0,0,0,10,66,86.6279069767442,9.80066445182724,0,0,0,0.830564784053156,5.48172757475083,22,20.7547169811321,752,0,26,90,636,"116875",1153,5.10948905109489,0,100,769,743,19,0,7,0,112,93,0,0,198,0,0,181,5,12,91.4141414141414,2.52525252525253,6.06060606060606
"276",276,"1500000US080310042012",80310042012,"Block Group 2, Census Tract 42.01, Denver County, Colorado",70,266,414,680,28,40,40,14,122,68,65,25,40,158,130,157,27,10,17.9411764705882,617,29,8,19,0,0,14,90.7352941176471,4.26470588235294,1.17647058823529,2.79411764705882,0,0,2.05882352941176,8,11.4285714285714,538,39,8,17,474,"153750",594,20.1923076923077,15.0641025641026,84.9358974358974,558,527,0,18,13,0,167,154,14,4,91,8,8.79120879120879,91,0,0,100,0,0
"277",277,"1500000US080310042013",80310042013,"Block Group 3, Census Tract 42.01, Denver County, Colorado",73,283,425,708,36,9,53,21,119,45,80,83,185,66,94,77,59,19,16.8079096045198,669,12,0,11,0,8,16,94.4915254237288,1.69491525423729,0,1.55367231638418,0,1.12994350282486,2.25988700564972,148,202.739726027397,538,19,20,140,359,"76250",687,37.1830985915493,0,100,589,534,55,0,0,0,161,136,13,0,91,7,7.69230769230769,42,14,35,46.1538461538462,15.3846153846154,38.4615384615385
"278",278,"1500000US080310042014",80310042014,"Block Group 4, Census Tract 42.01, Denver County, Colorado",70,450,419,869,92,60,10,35,197,152,45,15,226,172,132,94,24,9,22.6697353279632,698,68,10,45,0,0,96,80.3222094361335,7.82508630609896,1.15074798619102,5.17836593785961,0,0,11.0471806674338,199,284.285714285714,672,42,85,226,319,"57375",743,48.2673267326733,18.0693069306931,81.9306930693069,672,530,123,12,7,0,152,29,62,0,117,32,27.3504273504274,98,12,7,83.7606837606838,10.2564102564103,5.98290598290598
"279",279,"1500000US080310042015",80310042015,"Block Group 5, Census Tract 42.01, Denver County, Colorado",75,375,386,761,58,30,100,18,206,88,126,23,78,160,136,115,25,10,27.0696452036794,678,0,18,25,0,0,80,89.0932982917214,0,2.36530880420499,3.28515111695138,0,0,10.5124835742444,0,0,524,0,0,64,460,"105556",737,0,0,100,555,547,0,8,0,0,101,93,0,8,118,0,0,86,12,20,72.8813559322034,10.1694915254237,16.9491525423729
"280",280,"1500000US080310042016",80310042016,"Block Group 6, Census Tract 42.01, Denver County, Colorado",77,341,303,644,15,34,63,36,148,49,100,31,43,96,92,173,51,9,22.9813664596273,545,61,0,0,0,0,76,84.6273291925466,9.47204968944099,0,0,0,0,11.8012422360248,0,0,484,23,0,35,426,"140500",632,2.89855072463768,0,100,496,467,7,22,0,0,148,132,13,9,79,0,0,79,0,0,100,0,0
"281",281,"1500000US080310042021",80310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",48,406,402,808,81,70,0,11,162,151,11,215,176,32,109,87,9,18,20.0495049504951,482,244,0,47,0,35,0,59.6534653465347,30.1980198019802,0,5.81683168316832,0,4.33168316831683,0,263,547.916666666667,573,137,112,115,209,"69861",452,48.6486486486487,0,100,646,293,240,29,10,74,245,135,29,0,83,50,60.2409638554217,58,0,25,69.8795180722892,0,30.1204819277108
"282",282,"1500000US080310042022",80310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",77,409,398,807,120,22,0,8,150,142,8,47,157,62,95,230,57,9,18.5873605947955,702,48,0,17,0,0,80,86.9888475836431,5.94795539033457,0,2.10656753407683,0,0,9.91325898389096,59,76.6233766233766,657,0,60,170,427,"119750",797,5.58823529411765,0,100,657,634,5,10,8,0,183,168,0,10,94,0,0,85,0,9,90.4255319148936,0,9.57446808510638
"283",283,"1500000US080310042023",80310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",245,790,985,1775,100,65,50,9,224,165,388,346,259,123,163,220,95,16,12.6197183098592,1307,268,15,94,0,17,148,73.6338028169014,15.0985915492958,0.845070422535211,5.29577464788732,0,0.957746478873239,8.33802816901408,145,59.1836734693878,998,45,65,223,665,"113024",1638,18.3044315992293,3.46820809248555,96.5317919075144,1551,1382,77,83,9,0,279,182,73,20,125,20,16,117,0,8,93.6,0,6.4
"284",284,"1500000US080310042024",80310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",54,248,257,505,8,58,22,0,88,66,29,45,42,122,104,60,20,17,17.4257425742574,497,8,0,0,0,0,0,98.4158415841584,1.58415841584158,0,0,0,0,0,9,16.6666666666667,398,0,21,40,337,"109583",476,5.90551181102362,0,100,417,409,0,8,0,0,87,87,8,0,65,0,0,49,8,8,75.3846153846154,12.3076923076923,12.3076923076923
"285",285,"1500000US080310042025",80310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",86,344,386,730,41,42,46,17,146,83,80,16,36,109,104,119,162,21,20,712,9,0,0,0,0,18,97.5342465753425,1.23287671232877,0,0,0,0,2.46575342465753,12,13.953488372093,551,0,19,45,487,"155972",718,6.88524590163934,0,100,584,546,12,26,0,0,274,262,26,0,85,0,0,69,0,16,81.1764705882353,0,18.8235294117647
"286",286,"1500000US080310043011",80310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",85,696,703,1399,81,45,39,7,172,126,46,150,368,277,235,93,41,63,12.2944960686204,1227,60,0,68,0,0,88,87.7055039313796,4.28877769835597,0,4.86061472480343,0,0,6.29020729092209,75,88.2352941176471,1204,56,105,375,668,"42159",1319,50.8888888888889,21.5555555555556,78.4444444444445,1227,1160,24,30,13,0,204,162,12,18,111,0,0,75,17,19,67.5675675675676,15.3153153153153,17.1171171171171
"287",287,"1500000US080310043012",80310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",45,470,438,908,30,12,0,0,42,42,0,207,363,69,74,115,30,8,4.62555066079295,699,128,0,34,0,0,94,76.9823788546256,14.0969162995595,0,3.74449339207048,0,0,10.352422907489,15,33.3333333333333,787,18,120,330,319,"36042",832,68.2242990654206,14.6417445482866,85.3582554517134,866,768,15,34,34,15,137,122,34,0,22,0,0,22,0,0,100,0,0
"288",288,"1500000US080310043013",80310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",64,480,613,1093,74,59,19,0,152,133,19,210,280,118,200,84,36,13,13.9066788655078,954,0,14,100,0,0,50,87.2827081427264,0,1.28087831655993,9.14913083257091,0,0,4.57456541628545,77,120.3125,941,9,14,187,731,"69688",970,58.6734693877551,5.95238095238095,94.0476190476191,941,848,0,56,37,0,72,72,56,0,117,0,0,80,0,37,68.3760683760684,0,31.6239316239316
"289",289,"1500000US080310043014",80310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",64,638,613,1251,75,54,16,10,155,129,26,274,281,198,149,27,104,63,12.3900879296563,1044,97,0,95,0,15,0,83.4532374100719,7.75379696243006,0,7.59392486011191,0,1.19904076738609,0,278,434.375,1013,76,115,253,569,"46335",976,87.0147255689424,14.859437751004,85.140562248996,1096,845,170,16,65,0,261,75,92,0,140,37,26.4285714285714,30,37,73,21.4285714285714,26.4285714285714,52.1428571428571
"290",290,"1500000US080310043021",80310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",70,383,345,728,54,27,5,0,86,81,5,53,197,180,108,89,15,0,11.8131868131868,667,32,0,0,0,0,58,91.6208791208791,4.3956043956044,0,0,0,0,7.96703296703297,68,97.1428571428571,601,34,35,220,312,"96528",693,21.606648199446,2.49307479224377,97.5069252077562,642,607,0,12,0,23,26,20,12,0,62,0,0,56,0,6,90.3225806451613,0,9.67741935483871
"291",291,"1500000US080310043022",80310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",80,361,560,921,51,90,66,29,236,141,95,80,163,151,101,83,64,43,25.6243213897937,913,0,0,0,0,0,16,99.1313789359392,0,0,0,0,0,1.73724212812161,16,20,678,0,52,106,520,"101477",883,13.953488372093,6.34249471458774,93.6575052854123,685,655,0,30,0,0,145,136,21,9,125,0,0,91,20,14,72.8,16,11.2
"292",292,"1500000US080310043023",80310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",69,357,403,760,14,30,23,0,67,44,31,136,155,133,39,122,55,45,8.81578947368421,690,50,9,11,0,0,0,90.7894736842105,6.57894736842105,1.18421052631579,1.44736842105263,0,0,0,110,159.420289855072,685,20,93,147,425,"60469",724,50.599520383693,4.79616306954436,95.2038369304556,693,637,16,29,11,0,172,156,29,0,66,0,0,66,0,0,100,0,0
"293",293,"1500000US080310043031",80310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",140,682,775,1457,191,97,100,48,436,288,161,132,214,277,116,141,79,49,29.9245024021963,1408,23,0,26,0,0,0,96.636925188744,1.57858613589568,0,1.78448867536033,0,0,0,104,74.2857142857143,921,20,54,98,749,"204318",1391,17.9775280898876,0,100,1021,925,9,73,14,0,219,181,44,29,212,17,8.0188679245283,180,15,17,84.9056603773585,7.07547169811321,8.0188679245283
