"","camp_address_1","camp_zip","session_date_start","session_date_end","session_max_age","session_min_age","total.duration","lat","lon","session_id","session_size","session_cost","session_categories"
"3593","P.O. Box 4946","80155","6/10/19","6/14/19","16","5",30,39.5927015,-104.7466227,"45415"," ",425,"scholarshipsAvailable,sports"
"3594","P.O. Box 4946","80155","6/17/19","6/21/19","16","5",30,40.1834805,-105.1181591,"45416"," ",425,"sports,scholarshipsAvailable"
"3595","P.O. Box 4946","80155","6/17/19","6/21/19","16","5",30,38.9250795,-104.7503217,"45417"," ",425,"scholarshipsAvailable,sports"
"3596","P.O. Box 4946","80155","6/17/19","6/21/19","16","5",30,39.7607305,-104.8856878,"45418"," ",425,"sports,scholarshipsAvailable"
"3597","P.O. Box 4946","80155","6/24/19","6/28/19","16","5",30,39.5758516,-104.9527435,"45419"," ",425,"sports,scholarshipsAvailable"
"3598","P.O. Box 4946","80155","6/24/19","6/28/19","16","5",30,39.3651098,-104.8560789,"45420"," ",425,"sports,scholarshipsAvailable"
"3599","P.O. Box 4946","80155","6/24/19","6/28/19","16","5",30,40.029249,-105.285576,"45421"," ",425,"sports,scholarshipsAvailable"
"3600","P.O. Box 4946","80155","7/8/19","7/12/19","16","5",30,39.9212798,-105.0602358,"45422"," ",425,"sports,scholarshipsAvailable"
"3601","P.O. Box 4946","80155","7/8/19","7/12/19","16","5",30,39.4362676,-104.75621,"45423"," ",425,"sports,scholarshipsAvailable"
"3602","P.O. Box 4946","80155","7/15/19","7/19/19","16","5",30,39.5465801,-105.0313028,"45424"," ",425,"sports,scholarshipsAvailable"
"3603","P.O. Box 4946","80155","7/22/19","7/26/19","16","5",30,39.7941019,-105.1837832,"45425"," ",425,"sports,scholarshipsAvailable"
"3604","P.O. Box 4946","80155","7/22/19","7/26/19","16","5",30,39.6748194,-104.9774966,"45426"," ",425,"scholarshipsAvailable,sports"
"3605","P.O. Box 4946","80155","7/29/19","8/2/19","16","5",30,39.6318964,-104.877783,"45427"," ",425,"scholarshipsAvailable,sports"
"3606","P.O. Box 4946","80155","7/29/19","8/2/19","16","5",30,39.6147737,-105.028711,"45428"," ",425,"scholarshipsAvailable,sports"
"3607","P.O. Box 4946","80155","8/5/19","8/9/19","16","5",30,39.6966372,-104.9175646,"45429"," ",425,"sports,scholarshipsAvailable"
"3608","4389 S Federal Blvd","80110","6/17/19","6/21/19","15","5",15,NA,NA,"45430"," ",220," "
"3609","4389 S Federal Blvd","80110","6/24/19","6/28/19","15","5",15,NA,NA,"45431"," ",220," "
"3610","4389 S Federal Blvd","80110","7/15/19","7/19/19","15","5",15,NA,NA,"45432"," ",220," "
"3611","4389 S Federal Blvd","80110","7/15/19","7/19/19","15","5",15,NA,NA,"45433"," ",220," "
"3612","4389 S Federal Blvd","80110","7/29/19","8/2/19","15","5",15,NA,NA,"45434"," ",220," "
"3613","4389 S Federal Blvd","80110","7/29/19","8/2/19","15","5",15,NA,NA,"45435"," ",220," "
"3614","15200 6th Ave","80401","6/10/19","6/14/19","10","6",40,39.7222235,-105.1709908,"45464","45",225,"nature,scholarshipsAvailable,academic,specialNeedsStudent"
"3615","15200 6th Ave","80401","6/10/19","6/14/19","11","7",40,39.7222235,-105.1709908,"45465","45",225,"academic,nature,scholarshipsAvailable,specialNeedsStudent"
"3616","15200 6th Ave","80401","6/10/19","6/14/19","12","8",40,39.7222235,-105.1709908,"45466","45",225,"nature,scholarshipsAvailable,academic,specialNeedsStudent"
"3617","15200 6th Ave","80401","6/10/19","6/14/19","13","9",40,39.7222235,-105.1709908,"45467","45",225,"academic,specialNeedsStudent,scholarshipsAvailable,nature"
"3618","15200 6th Ave","80401","6/17/19","6/21/19","10","6",40,39.7222235,-105.1709908,"45468","45",225,"specialNeedsStudent,academic,nature,scholarshipsAvailable"
"3619","15200 6th Ave","80401","6/17/19","6/21/19","11","7",40,39.7222235,-105.1709908,"45469","45",225,"scholarshipsAvailable,specialNeedsStudent,nature,academic"
"3620","15200 6th Ave","80401","6/17/19","6/21/19","12","8",40,39.7222235,-105.1709908,"45470","45",225,"specialNeedsStudent,academic,nature,scholarshipsAvailable"
"3621","15200 6th Ave","80401","6/17/19","6/21/19","13","9",40,39.7222235,-105.1709908,"45471","45",225,"academic,nature,specialNeedsStudent,scholarshipsAvailable"
"3622","15200 6th Ave","80401","6/24/19","6/28/19","10","6",40,39.7222235,-105.1709908,"45472","45",225,"scholarshipsAvailable,nature,specialNeedsStudent,academic"
"3623","15200 6th Ave","80401","6/24/19","6/28/19","11","7",40,39.7222235,-105.1709908,"45473","45",225,"specialNeedsStudent,scholarshipsAvailable,nature,academic"
"3624","15200 6th Ave","80401","6/24/19","6/28/19","12","8",40,39.7222235,-105.1709908,"45474","45",225,"academic,nature,specialNeedsStudent,scholarshipsAvailable"
"3625","15200 6th Ave","80401","6/24/19","6/28/19","13","9",40,39.7222235,-105.1709908,"45475","45",225,"scholarshipsAvailable,nature,specialNeedsStudent,academic"
"3626","15200 6th Ave","80401","7/8/19","7/12/19","11","7",40,39.7222235,-105.1709908,"45476","45",225,"nature,specialNeedsStudent,scholarshipsAvailable,academic"
"3627","15200 6th Ave","80401","7/8/19","7/12/19","12","8",40,39.7222235,-105.1709908,"45477","45",225,"scholarshipsAvailable,academic,nature,specialNeedsStudent"
"3628","15200 6th Ave","80401","7/8/19","7/12/19","13","9",40,39.7222235,-105.1709908,"45478","45",225,"specialNeedsStudent,scholarshipsAvailable,nature,academic"
"3629","15200 6th Ave","80401","7/15/19","7/19/19","11","7",40,39.7222235,-105.1709908,"45479","45",225,"scholarshipsAvailable,nature,academic,specialNeedsStudent"
"3630","15200 6th Ave","80401","7/15/19","7/19/19","12","8",40,39.7222235,-105.1709908,"45480","45",225,"specialNeedsStudent,nature,academic,scholarshipsAvailable"
"3631","4720 Lima St","80239","6/3/19","6/7/19","12","5",35,39.7831864,-104.8558691,"45665"," ",305,"dance,drama,offersBeforeAfterCare,sports,stem,academic,arts"
"3632","4720 Lima St","80239","6/10/19","6/14/19","12","5",35,39.7831864,-104.8558691,"45666"," ",305,"academic,dance,arts,drama,sports,stem,offersBeforeAfterCare"
"3633","4720 Lima St","80239","6/17/19","6/21/19","12","5",35,39.7831864,-104.8558691,"45667"," ",305,"sports,dance,drama,academic,stem,arts,offersBeforeAfterCare"
"3634","4720 Lima St","80239","6/24/19","6/28/19","12","5",35,39.7831864,-104.8558691,"45668"," ",305,"academic,stem,offersBeforeAfterCare,dance,arts,sports,drama"
"3635","4720 Lima St","80239","7/8/19","7/12/19","12","5",35,39.7831864,-104.8558691,"45669"," ",305,"dance,drama,offersBeforeAfterCare,stem,academic,sports,arts"
"3636","4720 Lima St","80239","7/15/19","7/19/19","12","5",35,39.7831864,-104.8558691,"45670"," ",305,"drama,academic,dance,offersBeforeAfterCare,arts,stem,sports"
"3637","4720 Lima St","80239","7/22/19","7/26/19","12","5",35,39.7831864,-104.8558691,"45671"," ",305,"sports,offersBeforeAfterCare,dance,drama,academic,arts,stem"
"3638","4720 Lima St","80239","8/5/19","8/9/19","12","5",35,39.7831864,-104.8558691,"45672"," ",305,"arts,drama,dance,sports,academic,stem,offersBeforeAfterCare"
"3639","4720 Lima St","80239","6/3/19","6/7/19","12","3",17.5,39.7831864,-104.8558691,"45673"," ",215,"arts,drama,academic,dance,sports,stem,offersBeforeAfterCare"
"3640","4720 Lima St","80239","6/10/19","6/14/19","12","3",17.5,39.7831864,-104.8558691,"45674"," ",215,"arts,academic,sports,offersBeforeAfterCare,drama,dance,stem"
"3641","4720 Lima St","80239","6/17/19","6/21/19","12","3",17.5,39.7831864,-104.8558691,"45675"," ",215,"sports,offersBeforeAfterCare,drama,academic,arts,stem,dance"
"3642","4720 Lima St","80239","6/24/19","6/28/19","12","3",17.5,39.7831864,-104.8558691,"45676"," ",215,"offersBeforeAfterCare,academic,sports,stem,arts,dance,drama"
"3643","4720 Lima St","80239","7/8/19","7/12/19","12","3",17.5,39.7831864,-104.8558691,"45677"," ",215,"arts,stem,academic,sports,offersBeforeAfterCare,dance,drama"
"3644","4720 Lima St","80239","7/15/19","7/19/19","12","3",17.5,39.7831864,-104.8558691,"45678"," ",215,"academic,sports,arts,drama,stem,offersBeforeAfterCare,dance"
"3645","4720 Lima St","80239","7/22/19","7/26/19","12","3",17.5,39.7831864,-104.8558691,"45679"," ",215,"arts,offersBeforeAfterCare,stem,drama,dance,sports,academic"
"3646","4720 Lima St","80239","8/5/19","8/9/19","12","3",17.5,39.7831864,-104.8558691,"45680"," ",215,"sports,academic,arts,dance,drama,offersBeforeAfterCare,stem"
"3647","4720 Lima St","80239","6/3/19","6/7/19","12","3",17.5,39.7831864,-104.8558691,"45681"," ",215,"sports,offersBeforeAfterCare,arts,academic,stem,dance,drama"
"3648","4720 Lima St","80239","6/10/19","6/14/19","12","3",17.5,39.7831864,-104.8558691,"45682"," ",215,"academic,drama,arts,sports,offersBeforeAfterCare,stem,dance"
"3649","4720 Lima St","80239","6/17/19","6/21/19","12","3",17.5,39.7831864,-104.8558691,"45683"," ",215,"offersBeforeAfterCare,academic,drama,stem,sports,dance,arts"
"3650","4720 Lima St","80239","6/24/19","6/28/19","12","3",17.5,39.7831864,-104.8558691,"45684"," ",215,"sports,academic,arts,stem,offersBeforeAfterCare,dance,drama"
"3651","4720 Lima St","80239","7/8/19","7/12/19","12","3",17.5,39.7831864,-104.8558691,"45685"," ",215,"academic,dance,arts,offersBeforeAfterCare,sports,drama,stem"
"3652","4720 Lima St","80239","7/15/19","7/19/19","12","3",17.5,39.7831864,-104.8558691,"45686"," ",215,"arts,drama,sports,dance,stem,academic,offersBeforeAfterCare"
"3653","4720 Lima St","80239","7/22/19","7/26/19","12","3",17.5,39.7831864,-104.8558691,"45687"," ",215,"dance,stem,sports,offersBeforeAfterCare,drama,academic,arts"
"3654","4720 Lima St","80239","8/5/19","8/9/19","12","3",17.5,39.7831864,-104.8558691,"45688"," ",215,"arts,academic,sports,dance,drama,stem,offersBeforeAfterCare"
"3655","1750-1 30th St #431, Boulder, CO, 80301","80302","5/28/19","5/31/19","12","7",7,40.0105539,-105.2615089,"45689"," ",439,"sports,scholarshipsAvailable"
"3656","1750-1 30th St #431, Boulder, CO, 80301","80302","5/28/19","5/31/19","13","11",7,40.0105539,-105.2615089,"45690"," ",439,"sports,scholarshipsAvailable"
"3657","1750-1 30th St #431, Boulder, CO, 80301","80302","6/4/19","6/7/19","12","7",28,40.0105539,-105.2615089,"45691"," ",439,"sports,scholarshipsAvailable"
"3658","1750-1 30th St #431, Boulder, CO, 80301","80302","6/4/19","6/7/19","13","11",28,40.0105539,-105.2615089,"45692"," ",439,"sports,scholarshipsAvailable"
"3659","1750-1 30th St #431, Boulder, CO, 80301","80302","6/3/19","6/27/19","17","7",142.5,40.0105539,-105.2615089,"45693"," ",699,"sports,scholarshipsAvailable"
"3660","1750-1 30th St #431, Boulder, CO, 80301","80302","6/11/19","6/14/19","12","7",28,40.0105539,-105.2615089,"45694"," ",439,"sports,scholarshipsAvailable"
"3661","1750-1 30th St #431, Boulder, CO, 80301","80302","6/11/19","6/14/19","13","11",28,40.0105539,-105.2615089,"45695"," ",439,"sports,scholarshipsAvailable"
"3662","1750-1 30th St #431, Boulder, CO, 80301","80302","6/18/19","6/21/19","10","7",28,40.0105539,-105.2615089,"45696"," ",439,"sports,scholarshipsAvailable"
"3663","1750-1 30th St #431, Boulder, CO, 80301","80302","6/18/19","6/21/19","13","11",28,40.0105539,-105.2615089,"45697"," ",439,"sports,scholarshipsAvailable"
"3664","1750-1 30th St #431, Boulder, CO, 80301","80302","6/25/19","6/28/19","10","7",28,40.0105539,-105.2615089,"45698"," ",439,"scholarshipsAvailable,sports"
"3665","1750-1 30th St #431, Boulder, CO, 80301","80302","6/25/19","6/28/19","12","7",28,40.0105539,-105.2615089,"45699"," ",439,"sports,scholarshipsAvailable"
"3666","1750-1 30th St #431, Boulder, CO, 80301","80302","6/25/19","6/28/19","13","11",28,40.0105539,-105.2615089,"45700"," ",439,"sports,scholarshipsAvailable"
"3667","1750-1 30th St #431, Boulder, CO, 80301","80302","7/8/19","8/1/19","17","7",142.5,40.0105539,-105.2615089,"45701"," ",699,"sports,scholarshipsAvailable"
"3668","1750-1 30th St #431, Boulder, CO, 80301","80302","7/9/19","7/12/19","10","7",28,40.0105539,-105.2615089,"45702"," ",439,"sports,scholarshipsAvailable"
"3669","1750-1 30th St #431, Boulder, CO, 80301","80302","7/9/19","7/12/19","12","7",28,40.0105539,-105.2615089,"45703"," ",439,"sports,scholarshipsAvailable"
"3670","1750-1 30th St #431, Boulder, CO, 80301","80302","7/9/19","7/12/19","13","11",28,40.0105539,-105.2615089,"45704"," ",439,"scholarshipsAvailable,sports"
"3671","1750-1 30th St #431, Boulder, CO, 80301","80302","7/16/19","7/19/19","10","7",28,40.0105539,-105.2615089,"45705"," ",439,"sports,scholarshipsAvailable"
"3672","1750-1 30th St #431, Boulder, CO, 80301","80302","7/16/19","7/19/19","12","7",28,40.0105539,-105.2615089,"45706"," ",439,"sports,scholarshipsAvailable"
"3673","1750-1 30th St #431, Boulder, CO, 80301","80302","7/16/19","7/19/19","13","11",28,40.0105539,-105.2615089,"45707"," ",439,"scholarshipsAvailable,sports"
"3674","1750-1 30th St #431, Boulder, CO, 80301","80302","7/23/19","7/26/19","10","7",28,40.0105539,-105.2615089,"45708"," ",439,"sports,scholarshipsAvailable"
"3675","1750-1 30th St #431, Boulder, CO, 80301","80302","7/23/19","7/26/19","12","7",28,40.0105539,-105.2615089,"45709"," ",439,"sports,scholarshipsAvailable"
"3676","1750-1 30th St #431, Boulder, CO, 80301","80302","7/23/19","7/26/19","13","11",28,40.0105539,-105.2615089,"45710"," ",439,"sports,scholarshipsAvailable"
"3677","1750-1 30th St #431, Boulder, CO, 80301","80302","7/30/19","8/2/19","10","7",28,40.0105539,-105.2615089,"45711"," ",439,"scholarshipsAvailable,sports"
"3678","1750-1 30th St #431, Boulder, CO, 80301","80302","7/30/19","8/2/19","12","7",28,40.0105539,-105.2615089,"45712"," ",439,"sports,scholarshipsAvailable"
"3679","1750-1 30th St #431, Boulder, CO, 80301","80302","7/30/19","8/2/19","13","11",28,40.0105539,-105.2615089,"45713"," ",439,"scholarshipsAvailable,sports"
"3680","1750-1 30th St #431, Boulder, CO, 80301","80302","8/6/19","8/9/19","10","7",28,40.0105539,-105.2615089,"45714"," ",439,"scholarshipsAvailable,sports"
"3681","1750-1 30th St #431, Boulder, CO, 80301","80302","8/6/19","8/9/19","12","7",28,40.0105539,-105.2615089,"45715"," ",439,"scholarshipsAvailable,sports"
"3682","1750-1 30th St #431, Boulder, CO, 80301","80302","8/6/19","8/9/19","13","11",28,40.0105539,-105.2615089,"45716"," ",439,"sports,scholarshipsAvailable"
"3683","PO Box 633","80621","6/17/19","6/19/19","14","6",18,40.0847055,-104.8130275,"45983"," ",50,"academic"
"3684","PO Box 633","80621","6/24/19","6/26/19","14","6",18,40.0847055,-104.8130275,"45984"," ",50,"academic"
"3685","PO Box 633","80621","7/8/19","7/10/19","14","6",18,40.0847055,-104.8130275,"45985"," ",50,"academic"
"3686","PO Box 12492","80212","6/3/19","6/7/19","9","5",15,39.7624281,-105.0160742,"46007","12",225,"cooking,specialNeedsStudent"
"3687","PO Box 12492","80212","6/3/19","6/7/19","14","9",15,39.7624281,-105.0160742,"46008","12",225,"specialNeedsStudent,cooking"
"3688","PO Box 12492","80212","6/17/19","6/21/19","11","5",15,39.7624281,-105.0160742,"46009","12",225,"cooking,specialNeedsStudent"
"3689","PO Box 12492","80212","6/17/19","6/21/19","11","5",15,39.7624281,-105.0160742,"46010","12",225,"cooking,specialNeedsStudent"
"3690","PO Box 12492","80212","6/24/19","6/28/19","11","5",15,39.7624281,-105.0160742,"46011","12",225,"cooking,specialNeedsStudent"
"3691","PO Box 12492","80212","6/24/19","6/28/19","11","5",15,39.7624281,-105.0160742,"46012","12",225,"specialNeedsStudent,cooking"
"3692","PO Box 12492","80212","7/8/19","7/12/19","9","5",15,39.7624281,-105.0160742,"46013","12",225,"specialNeedsStudent,cooking"
"3693","PO Box 12492","80212","7/8/19","7/12/19","14","9",15,39.7624281,-105.0160742,"46014","12",225,"cooking,specialNeedsStudent"
"3694","PO Box 12492","80212","7/15/19","7/19/19","11","5",15,39.7624281,-105.0160742,"46015","12",225,"specialNeedsStudent,cooking"
"3695","PO Box 12492","80212","7/15/19","7/19/19","11","5",15,39.7624281,-105.0160742,"46016","12",225,"specialNeedsStudent,cooking"
"3696","PO Box 12492","80212","7/29/19","8/2/19","9","5",15,39.7624281,-105.0160742,"46017","12",225,"specialNeedsStudent,cooking"
"3697","PO Box 12492","80212","7/29/19","8/2/19","14","9",15,39.7624281,-105.0160742,"46018","12",225,"specialNeedsStudent,cooking"
"3698","PO Box 12492","80212","8/5/19","8/9/19","11","5",15,39.7624281,-105.0160742,"46019","12",225,"cooking,specialNeedsStudent"
"3699","PO Box 12492","80212","8/5/19","8/9/19","11","5",15,39.7624281,-105.0160742,"46020","12",225,"specialNeedsStudent,cooking"
"3700","10 W. Fourteenth Ave. Pkwy.","80204","5/31/19","5/31/19","18","0",3,39.6565298,-105.0514948,"47643"," ",0,"dance,academic,stem,sports,arts,specialNeedsStudent,drama,nature"
"3701","10 W. Fourteenth Ave. Pkwy.","80204","6/3/19","6/3/19","10","5",1,39.6565298,-105.0514948,"47644"," ",0,"arts,specialNeedsStudent"
"3702","10 W. Fourteenth Ave. Pkwy.","80204","6/5/19","6/5/19","4","2",0.5,39.6565298,-105.0514948,"47645"," ",0,"specialNeedsStudent,arts"
"3703","10 W. Fourteenth Ave. Pkwy.","80204","6/5/19","6/5/19","18","11",1,39.6565298,-105.0514948,"47646"," ",0,"arts,specialNeedsStudent"
"3704","10 W. Fourteenth Ave. Pkwy.","80204","6/7/19","6/7/19","10","5",1,39.6565298,-105.0514948,"47647"," ",0,"specialNeedsStudent,arts"
"3705","10 W. Fourteenth Ave. Pkwy.","80204","6/10/19","6/10/19","10","5",1,39.6565298,-105.0514948,"47648"," ",0,"arts,specialNeedsStudent"
"3706","10 W. Fourteenth Ave. Pkwy.","80204","6/12/19","6/12/19","18","11",1,39.6565298,-105.0514948,"47649"," ",0,"specialNeedsStudent,arts"
"3707","10 W. Fourteenth Ave. Pkwy.","80204","6/14/19","6/14/19","10","5",1,39.6565298,-105.0514948,"47650"," ",0,"academic,nature,specialNeedsStudent"
"3708","10 W. Fourteenth Ave. Pkwy.","80204","6/17/19","6/17/19","10","5",1,39.6565298,-105.0514948,"47651"," ",0,"arts,specialNeedsStudent"
"3709","10 W. Fourteenth Ave. Pkwy.","80204","6/18/19","6/18/19","5","0",0.5,39.6565298,-105.0514948,"47652"," ",0,"nature,specialNeedsStudent,academic"
"3710","10 W. Fourteenth Ave. Pkwy.","80204","6/19/19","6/19/19","18","11",1,39.6565298,-105.0514948,"47653"," ",0,"arts,specialNeedsStudent"
"3711","10 W. Fourteenth Ave. Pkwy.","80204","6/21/19","6/21/19","10","5",1,39.6565298,-105.0514948,"47654"," ",0,"nature,arts,specialNeedsStudent,academic"
"3712","10 W. Fourteenth Ave. Pkwy.","80204","6/24/19","6/24/19","10","5",1,39.6565298,-105.0514948,"47655"," ",0,"specialNeedsStudent,arts"
"3713","10 W. Fourteenth Ave. Pkwy.","80204","6/26/19","6/26/19","19","12",4,39.6565298,-105.0514948,"47656"," ",0,"academic,specialNeedsStudent,stem"
"3714","10 W. Fourteenth Ave. Pkwy.","80204","6/28/19","6/28/19","5","0",1,39.6565298,-105.0514948,"47657"," ",0,"specialNeedsStudent,arts"
"3715","10 W. Fourteenth Ave. Pkwy.","80204","6/28/19","6/28/19","10","5",1,39.6565298,-105.0514948,"47658"," ",0,"nature,arts,specialNeedsStudent,academic"
"3716","10 W. Fourteenth Ave. Pkwy.","80204","7/1/19","7/1/19","10","5",1,39.6565298,-105.0514948,"47659"," ",0,"specialNeedsStudent,academic,arts,nature"
"3717","10 W. Fourteenth Ave. Pkwy.","80204","7/8/19","7/8/19","5","3",0.5,39.6565298,-105.0514948,"47661"," ",0,"arts,academic,specialNeedsStudent"
"3718","10 W. Fourteenth Ave. Pkwy.","80204","7/8/19","7/8/19","10","5",1,39.6565298,-105.0514948,"47662"," ",0,"specialNeedsStudent,arts,academic"
"3719","10 W. Fourteenth Ave. Pkwy.","80204","7/10/19","7/10/19","18","11",1,39.6565298,-105.0514948,"47663"," ",0,"specialNeedsStudent,arts"
"3720","10 W. Fourteenth Ave. Pkwy.","80204","7/11/19","7/11/19","9","7",1,39.6565298,-105.0514948,"47664"," ",0,"specialNeedsStudent,academic"
"3721","10 W. Fourteenth Ave. Pkwy.","80204","7/12/19","7/12/19","10","5",1,39.6565298,-105.0514948,"47665"," ",0,"specialNeedsStudent,academic,nature"
"3722","10 W. Fourteenth Ave. Pkwy.","80204","7/15/19","7/15/19","10","5",1,39.6565298,-105.0514948,"47666"," ",0,"arts,specialNeedsStudent"
"3723","10 W. Fourteenth Ave. Pkwy.","80204","7/16/19","7/16/19","5","0",0.5,39.6565298,-105.0514948,"47667"," ",0,"nature,specialNeedsStudent,academic"
"3724","10 W. Fourteenth Ave. Pkwy.","80204","7/17/19","7/17/19","18","11",1,39.6565298,-105.0514948,"47668"," ",0,"arts,specialNeedsStudent"
"3725","10 W. Fourteenth Ave. Pkwy.","80204","7/19/19","7/19/19","2","0",0.5,39.6565298,-105.0514948,"47669"," ",0,"academic,specialNeedsStudent"
"3726","10 W. Fourteenth Ave. Pkwy.","80204","7/19/19","7/19/19","10","5",1,39.6565298,-105.0514948,"47670"," ",0,"specialNeedsStudent,arts"
"3727","10 W. Fourteenth Ave. Pkwy.","80204","7/22/19","7/22/19","10","5",1,39.6565298,-105.0514948,"47671"," ",0,"arts,specialNeedsStudent"
"3728","10 W. Fourteenth Ave. Pkwy.","80204","7/24/19","7/24/19","18","11",1,39.6565298,-105.0514948,"47672"," ",0,"specialNeedsStudent,arts"
"3729","10 W. Fourteenth Ave. Pkwy.","80204","8/2/19","8/2/19","10","5",1,39.6565298,-105.0514948,"47673"," ",0,"specialNeedsStudent,arts"
"3730","10 W. Fourteenth Ave. Pkwy.","80204","8/5/19","8/5/19","10","5",1,39.6565298,-105.0514948,"47674"," ",0,"specialNeedsStudent,arts,stem,academic"
"3731","10 W. Fourteenth Ave. Pkwy.","80204","7/31/19","7/31/19","18","11",1,39.6565298,-105.0514948,"47675"," ",0,"specialNeedsStudent,arts"
"3732","10 W. Fourteenth Ave. Pkwy.","80204","7/26/19","7/26/19","10","5",1,39.6565298,-105.0514948,"47676"," ",0,"specialNeedsStudent,arts"
"3733","10 W. Fourteenth Ave. Pkwy.","80204","8/5/19","8/5/19","5","3",0.5,39.6565298,-105.0514948,"47677"," ",0,"sports,specialNeedsStudent"
"3734","10 W. Fourteenth Ave. Pkwy.","80204","7/29/19","7/29/19","10","5",1,39.6565298,-105.0514948,"47678"," ",0,"specialNeedsStudent,arts"
"3735","10 W. Fourteenth Ave. Pkwy.","80204","8/9/19","8/9/19","2","0",0.5,39.6565298,-105.0514948,"47679"," ",0,"specialNeedsStudent,music"
"3736","10 W. Fourteenth Ave. Pkwy.","80204","8/9/19","8/9/19","10","5",1,39.6565298,-105.0514948,"47680"," ",0,"specialNeedsStudent,arts"
"3737","111 Havana St","80010","6/10/19","7/22/19","5","3",5.81,39.7187276,-104.8671524,"47857"," ",75,"sports"
"3738","111 Havana St","80010","6/10/19","7/22/19","5","3",5.81,39.5933319,-104.8107186,"47858"," ",75,"sports"
"3739","111 Havana St","80010","6/10/19","7/22/19","5","3",5.25,39.7608701,-104.886197,"47859"," ",75,"sports"
"3740","111 Havana St","80010","6/11/19","7/23/19","5","3",5.81,39.7187276,-104.8671524,"47860"," ",75,"sports"
"3741","111 Havana St","80010","6/11/19","7/23/19","5","3",5.81,39.7187276,-104.8671524,"47861"," ",75,"sports"
"3742","111 Havana St","80010","6/11/19","7/23/19","5","3",5.81,39.5933319,-104.8107186,"47862"," ",75,"sports"
"3743","111 Havana St","80010","6/12/19","7/24/19","5","3",5.81,39.5933319,-104.8107186,"47863"," ",75,"sports"
"3744","111 Havana St","80010","6/12/19","7/24/19","5","3",5.81,39.7178513,-104.9360257,"47864"," ",75,"sports"
"3745","111 Havana St","80010","6/12/19","7/24/19","5","3",5.81,39.75255,-104.900835,"47865"," ",75,"sports"
"3746","111 Havana St","80010","6/12/19","7/24/19","5","3",5.25,39.7187276,-104.8671524,"47866"," ",75,"sports"
"3747","111 Havana St","80010","6/13/19","7/25/19","5","3",5.81,39.7187276,-104.8671524,"47867"," ",75,"sports"
"3748","111 Havana St","80010","6/13/19","7/25/19","5","3",5.25,39.75255,-104.900835,"47868"," ",75,"sports"
"3749","111 Havana St","80010","6/13/19","7/25/19","5","3",5.25,39.5933319,-104.8107186,"47869"," ",75,"sports"
"3750","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.7187276,-104.8671524,"47870"," ",75,"sports"
"3751","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.7187276,-104.8671524,"47871"," ",75,"sports"
"3752","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.5933319,-104.8107186,"47872"," ",75,"sports"
"3753","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.5933319,-104.8107186,"47873"," ",75,"sports"
"3754","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.7608701,-104.886197,"47874"," ",75,"sports"
"3755","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.7608701,-104.886197,"47875"," ",75,"sports"
"3756","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.7187276,-104.8671524,"47876"," ",75,"sports"
"3757","111 Havana St","80010","6/15/19","7/27/19","5","3",5.81,39.7187276,-104.8671524,"47877"," ",75,"sports"
"3758","111 Havana St","80010","6/16/19","7/28/19","5","3",5.81,39.7187276,-104.8671524,"47878"," ",75,"sports"
"3759","111 Havana St","80010","6/17/19","6/21/19","9","5",15,39.75255,-104.900835,"47879"," ",85,"sports"
"3760","111 Havana St","80010","6/17/19","6/21/19","9","5",15,39.7187276,-104.8671524,"47880"," ",85,"sports"
"3761","111 Havana St","80010","6/17/19","6/21/19","9","5",15,39.6852703,-104.9241011,"47881"," ",85,"sports"
"3762","111 Havana St","80010","6/24/19","6/28/19","9","5",15,39.8056867,-104.8918117,"47882"," ",85,"sports"
"3763","111 Havana St","80010","6/24/19","6/28/19","9","5",15,39.5933319,-104.8107186,"47883"," ",85,"sports"
"3764","111 Havana St","80010","6/24/19","6/28/19","9","5",15,39.4959002,-104.8725128,"47884"," ",85,"sports"
"3765","111 Havana St","80010","7/8/19","7/12/19","9","5",15,39.75255,-104.900835,"47885"," ",85,"sports"
"3766","111 Havana St","80010","7/8/19","7/12/19","9","5",15,39.7187276,-104.8671524,"47886"," ",85,"sports"
"3767","111 Havana St","80010","7/8/19","7/12/19","9","5",15,39.7187276,-104.8671524,"47887"," ",85,"sports"
"3768","111 Havana St","80010","7/15/19","7/19/19","9","5",15,39.5933319,-104.8107186,"47888"," ",85,"sports"
"3769","111 Havana St","80010","7/15/19","7/19/19","9","5",15,39.651497,-104.9090867,"47889"," ",85,"sports"
"3770","111 Havana St","80010","7/22/19","7/26/19","9","5",15,39.75255,-104.900835,"47890"," ",85,"sports"
"3771","111 Havana St","80010","7/22/19","7/26/19","9","5",15,39.4959002,-104.8725128,"47891"," ",85,"sports"
"3772","111 Havana St","80010","7/22/19","7/26/19","9","5",15,39.6865263,-104.9625616,"47892"," ",85,"sports"
"3773","111 Havana St","80010","7/29/19","8/2/19","9","5",15,39.7202039,-104.9269974,"47893"," ",85,"sports"
