"X","camp_address_1","camp_zip","session_date_start","session_date_end","total.duration","lat","long","session_id","session_size","session_cost","session_categories","NBHD_Name"
1655,"2501 Dallas St.,","80010","6/17/2019","6/21/2019",17.5,39.6057771,-104.7095252,"41578"," ",200,"scholarshipsAvailable,academic,stem,offersBeforeAfterCare",NA
1656,"2501 Dallas St.,","80010","6/24/2019","6/28/2019",17.5,39.6057771,-104.7095252,"41579"," ",195,"stem,scholarshipsAvailable,offersBeforeAfterCare,academic",NA
1657,"2501 Dallas St.,","80010","7/1/2019","7/5/2019",14,39.6057771,-104.7095252,"41580"," ",160,"stem,offersBeforeAfterCare,academic,scholarshipsAvailable",NA
1658,"2501 Dallas St.,","80010","7/8/2019","7/12/2019",17.5,39.6057771,-104.7095252,"41581"," ",200,"stem,academic,scholarshipsAvailable,offersBeforeAfterCare",NA
1659,"2501 Dallas St.,","80010","7/15/2019","7/19/2019",17.5,39.6057771,-104.7095252,"41582"," ",205,"offersBeforeAfterCare,scholarshipsAvailable,academic,stem",NA
1660,"2501 Dallas St.,","80010","7/22/2019","7/26/2019",17.5,39.6057771,-104.7095252,"41583"," ",200,"academic,scholarshipsAvailable,stem,offersBeforeAfterCare",NA
1661,"2501 Dallas St.,","80010","7/29/2019","8/2/2019",17.5,39.6057771,-104.7095252,"41584"," ",210,"academic,offersBeforeAfterCare,scholarshipsAvailable,stem",NA
1662,"2501 Dallas St.,","80010","8/5/2019","8/9/2019",17.5,39.6057771,-104.7095252,"41585"," ",200,"scholarshipsAvailable,academic,offersBeforeAfterCare,stem",NA
1663,"2501 Dallas St.,","80010","8/12/2019","8/16/2019",17.5,39.6057771,-104.7095252,"41586"," ",205,"stem,scholarshipsAvailable,offersBeforeAfterCare,academic",NA
1664,"2501 Dallas St.,","80010","6/3/2019","6/7/2019",17.5,39.6057771,-104.7095252,"41587"," ",210,"academic,scholarshipsAvailable,stem,offersBeforeAfterCare",NA
1665,"2501 Dallas St.,","80010","6/10/2019","6/14/2019",17.5,39.6057771,-104.7095252,"41588"," ",215,"academic,scholarshipsAvailable,stem,offersBeforeAfterCare",NA
1666,"2501 Dallas St.,","80010","6/17/2019","6/21/2019",17.5,39.6057771,-104.7095252,"41589"," ",215,"stem,academic,offersBeforeAfterCare,scholarshipsAvailable",NA
1667,"2501 Dallas St.,","80010","6/24/2019","6/28/2019",17.5,39.6057771,-104.7095252,"41590"," ",250,"academic,offersBeforeAfterCare,stem,scholarshipsAvailable",NA
1668,"2501 Dallas St.,","80010","7/1/2019","7/5/2019",14,39.6057771,-104.7095252,"41591"," ",180,"scholarshipsAvailable,academic,stem,offersBeforeAfterCare",NA
1669,"2501 Dallas St.,","80010","7/8/2019","7/12/2019",17.5,39.6057771,-104.7095252,"41592"," ",195,"scholarshipsAvailable,academic,offersBeforeAfterCare,stem",NA
1670,"2501 Dallas St.,","80010","7/15/2019","7/19/2019",17.5,39.6057771,-104.7095252,"41593"," ",175,"offersBeforeAfterCare,scholarshipsAvailable,stem,academic",NA
1671,"2501 Dallas St.,","80010","7/22/2019","7/26/2019",17.5,39.6057771,-104.7095252,"41594"," ",195,"scholarshipsAvailable,academic,stem,offersBeforeAfterCare",NA
1672,"2501 Dallas St.,","80010","7/29/2019","8/2/2019",17.5,39.6057771,-104.7095252,"41595"," ",195,"stem,scholarshipsAvailable,offersBeforeAfterCare,academic",NA
1673,"2501 Dallas St.,","80010","8/5/2019","8/9/2019",17.5,39.6057771,-104.7095252,"41596"," ",215,"academic,stem,offersBeforeAfterCare,scholarshipsAvailable",NA
1674,"2501 Dallas St.,","80010","8/12/2019","8/16/2019",17.5,39.6057771,-104.7095252,"41597"," ",215,"scholarshipsAvailable,offersBeforeAfterCare,academic,stem",NA
1675,"2501 Dallas St.,","80010","6/10/2019","6/14/2019",15,39.6057771,-104.7095252,"41598"," ",250,"stem,academic,scholarshipsAvailable,offersBeforeAfterCare",NA
1676,"2501 Dallas St.,","80010","6/17/2019","6/21/2019",15,39.6057771,-104.7095252,"41599"," ",250,"scholarshipsAvailable,stem,offersBeforeAfterCare,academic",NA
1677,"2501 Dallas St.,","80010","6/24/2019","6/28/2019",15,39.6057771,-104.7095252,"41600"," ",250,"stem,academic,scholarshipsAvailable,offersBeforeAfterCare",NA
1678,"2501 Dallas St.,","80010","7/1/2019","7/5/2019",12,39.6057771,-104.7095252,"41601"," ",200,"stem,academic,scholarshipsAvailable,offersBeforeAfterCare",NA
1679,"2501 Dallas St.,","80010","7/8/2019","7/12/2019",15,39.6057771,-104.7095252,"41602"," ",250,"academic,offersBeforeAfterCare,scholarshipsAvailable,stem",NA
1680,"2501 Dallas St.,","80010","7/15/2019","7/19/2019",15,39.6057771,-104.7095252,"41603"," ",250,"scholarshipsAvailable,offersBeforeAfterCare,academic,stem",NA
1681,"2501 Dallas St.,","80010","7/22/2019","7/26/2019",15,39.6057771,-104.7095252,"41604"," ",250,"academic,stem,scholarshipsAvailable,offersBeforeAfterCare",NA
1682,"2501 Dallas St.,","80010","7/29/2019","8/2/2019",15,39.6057771,-104.7095252,"41605"," ",250,"academic,scholarshipsAvailable,offersBeforeAfterCare,stem",NA
1683,"1053 Soda Ridge Rd.","804355","6/10/2019","6/14/2019",45,39.599753,-105.989506,"41606","13",449,"scholarshipsAvailable,academic,nature,sports,stem,specialNeedsStudent",NA
1684,"1053 Soda Ridge Rd.","804355","6/17/2019","6/21/2019",45,39.599753,-105.989506,"41607","13",449,"specialNeedsStudent,nature,academic,stem,scholarshipsAvailable",NA
1685,"1053 Soda Ridge Rd.","804355","6/24/2019","6/28/2019",45,39.599753,-105.989506,"41608","13",449,"nature,specialNeedsStudent,academic,stem,scholarshipsAvailable",NA
1686,"1053 Soda Ridge Rd.","804355","7/8/2019","7/12/2019",45,39.599753,-105.989506,"41609","13",449,"academic,scholarshipsAvailable,nature,stem,specialNeedsStudent",NA
1687,"1053 Soda Ridge Rd.","804355","7/15/2019","7/19/2019",45,39.599753,-105.989506,"41610","13",449,"academic,stem,specialNeedsStudent,scholarshipsAvailable,nature",NA
1688,"1053 Soda Ridge Rd.","804355","7/22/2019","7/26/2019",45,39.599753,-105.989506,"41611","13",449,"stem,nature,specialNeedsStudent,academic,scholarshipsAvailable",NA
1689,"1053 Soda Ridge Rd.","804355","6/10/2019","6/14/2019",45,39.599753,-105.989506,"41612","65",379,"academic,specialNeedsStudent,nature,scholarshipsAvailable,stem",NA
1690,"1053 Soda Ridge Rd.","804355","6/17/2019","6/21/2019",45,39.599753,-105.989506,"41613","65",379,"scholarshipsAvailable,academic,stem,specialNeedsStudent,nature",NA
1691,"1053 Soda Ridge Rd.","804355","6/24/2019","6/28/2019",45,39.599753,-105.989506,"41614","65",379,"academic,specialNeedsStudent,nature,stem,scholarshipsAvailable",NA
1692,"1053 Soda Ridge Rd.","804355","7/1/2019","7/3/2019",27,39.599753,-105.989506,"41615","65",229,"academic,nature,stem,specialNeedsStudent,scholarshipsAvailable",NA
1693,"1053 Soda Ridge Rd.","804355","7/8/2019","7/12/2019",45,39.599753,-105.989506,"41616","65",379,"academic,nature,specialNeedsStudent,stem,scholarshipsAvailable",NA
1694,"1053 Soda Ridge Rd.","804355","7/15/2019","7/19/2019",45,39.599753,-105.989506,"41617","65",379,"nature,academic,specialNeedsStudent,scholarshipsAvailable,stem",NA
1695,"1053 Soda Ridge Rd.","804355","7/22/2019","7/26/2019",45,39.599753,-105.989506,"41618","65",379,"specialNeedsStudent,nature,academic,stem,scholarshipsAvailable",NA
1696,"1053 Soda Ridge Rd.","804355","7/29/2019","8/2/2019",45,39.599753,-105.989506,"41619","65",379,"specialNeedsStudent,scholarshipsAvailable,nature,academic,stem",NA
1697,"1053 Soda Ridge Rd.","804355","8/5/2019","8/9/2019",45,39.599753,-105.989506,"41620","65",379,"academic,specialNeedsStudent,scholarshipsAvailable,stem,nature",NA
1698,"1053 Soda Ridge Rd.","804355","8/12/2019","8/16/2019",45,39.599753,-105.989506,"41621","65",379,"specialNeedsStudent,scholarshipsAvailable,stem,nature,academic",NA
1699,"1053 Soda Ridge Rd.","804355","6/10/2019","6/14/2019",45,39.599753,-105.989506,"41622","65",379,"stem,nature,academic,specialNeedsStudent,scholarshipsAvailable",NA
1700,"1053 Soda Ridge Rd.","804355","6/17/2019","6/21/2019",45,39.599753,-105.989506,"41623","65",379,"scholarshipsAvailable,academic,nature,specialNeedsStudent,stem",NA
1701,"1053 Soda Ridge Rd.","804355","6/24/2019","6/28/2019",45,39.599753,-105.989506,"41624","65",379,"academic,specialNeedsStudent,scholarshipsAvailable,nature,stem",NA
1702,"1053 Soda Ridge Rd.","804355","7/1/2019","7/3/2019",27,39.599753,-105.989506,"41625","65",229,"stem,scholarshipsAvailable,academic,nature,specialNeedsStudent",NA
1703,"1053 Soda Ridge Rd.","804355","7/8/2019","7/12/2019",45,39.599753,-105.989506,"41626","65",379,"specialNeedsStudent,nature,scholarshipsAvailable,academic,stem",NA
1704,"1053 Soda Ridge Rd.","804355","7/15/2019","7/19/2019",45,39.599753,-105.989506,"41627","65",379,"nature,academic,specialNeedsStudent,stem,scholarshipsAvailable",NA
1705,"1053 Soda Ridge Rd.","804355","7/22/2019","7/26/2019",45,39.599753,-105.989506,"41628","65",379,"nature,specialNeedsStudent,scholarshipsAvailable,academic,stem",NA
1706,"1053 Soda Ridge Rd.","804355","7/29/2019","8/2/2019",45,39.599753,-105.989506,"41629","65",379,"stem,scholarshipsAvailable,specialNeedsStudent,academic,nature",NA
1707,"1053 Soda Ridge Rd.","804355","8/5/2019","8/9/2019",45,39.599753,-105.989506,"41630","65",379,"stem,scholarshipsAvailable,nature,academic,specialNeedsStudent",NA
1708,"1053 Soda Ridge Rd.","804355","8/12/2019","8/16/2019",45,39.599753,-105.989506,"41631","65",379,"stem,scholarshipsAvailable,academic,specialNeedsStudent,nature",NA
1709,"1053 Soda Ridge Rd.","804355","6/10/2019","6/14/2019",45,39.599753,-105.989506,"41632","65",499,"nature,academic,stem,specialNeedsStudent,scholarshipsAvailable",NA
1710,"1053 Soda Ridge Rd.","804355","6/17/2019","6/21/2019",45,39.599753,-105.989506,"41633","65",499,"stem,academic,nature,scholarshipsAvailable,specialNeedsStudent",NA
1711,"1053 Soda Ridge Rd.","804355","6/24/2019","6/28/2019",45,39.599753,-105.989506,"41634","65",499,"stem,specialNeedsStudent,academic,scholarshipsAvailable,nature",NA
1712,"1053 Soda Ridge Rd.","804355","7/8/2019","7/12/2019",45,39.599753,-105.989506,"41635","65",499,"stem,nature,academic,specialNeedsStudent,scholarshipsAvailable",NA
1713,"1053 Soda Ridge Rd.","804355","7/15/2019","7/19/2019",45,39.599753,-105.989506,"41636","65",499,"nature,academic,scholarshipsAvailable,stem,specialNeedsStudent",NA
1714,"1053 Soda Ridge Rd.","804355","7/22/2019","7/26/2019",45,39.599753,-105.989506,"41637","65",599,"stem,nature,specialNeedsStudent,academic,scholarshipsAvailable",NA
1715,"1053 Soda Ridge Rd.","804355","7/29/2019","8/2/2019",45,39.599753,-105.989506,"41638","65",499,"scholarshipsAvailable,sports,nature,stem,specialNeedsStudent,academic",NA
1716,"1053 Soda Ridge Rd.","804355","8/5/2019","8/9/2019",45,39.599753,-105.989506,"41639","65",499,"sports,academic,nature,stem,specialNeedsStudent,scholarshipsAvailable",NA
1717,"1053 Soda Ridge Rd.","804355","6/10/2019","6/15/2019",54,39.599753,-105.989506,"41640","88",1099,"academic,stem,nature,scholarshipsAvailable,specialNeedsStudent",NA
1718,"1053 Soda Ridge Rd.","804355","6/17/2019","6/22/2019",54,39.599753,-105.989506,"41641","88",1099,"nature,stem,scholarshipsAvailable,academic,specialNeedsStudent",NA
1719,"1053 Soda Ridge Rd.","804355","6/24/2019","6/29/2019",54,39.599753,-105.989506,"41642","88",1099,"academic,specialNeedsStudent,scholarshipsAvailable,nature,stem",NA
1720,"1053 Soda Ridge Rd.","804355","7/1/2019","7/3/2019",27,39.599753,-105.989506,"41643","88",524,"academic,scholarshipsAvailable,stem,nature,specialNeedsStudent",NA
1721,"1053 Soda Ridge Rd.","804355","7/8/2019","7/13/2019",54,39.599753,-105.989506,"41644","88",1099,"nature,stem,specialNeedsStudent,academic,scholarshipsAvailable",NA
1722,"1053 Soda Ridge Rd.","804355","7/15/2019","7/20/2019",54,39.599753,-105.989506,"41645","88",1099,"specialNeedsStudent,stem,nature,academic,scholarshipsAvailable",NA
1723,"1053 Soda Ridge Rd.","804355","7/22/2019","8/2/2019",99,39.599753,-105.989506,"41646","88",1099,"specialNeedsStudent,nature,stem,scholarshipsAvailable,academic",NA
1724,"1053 Soda Ridge Rd.","804355","8/5/2019","8/9/2019",45,39.599753,-105.989506,"41647","44",1099,"academic,specialNeedsStudent,stem,nature,scholarshipsAvailable",NA
1725,"1053 Soda Ridge Rd.","804355","6/10/2019","6/15/2019",54,39.599753,-105.989506,"41648","13",1349,"academic,scholarshipsAvailable,nature,stem,specialNeedsStudent",NA
1726,"1053 Soda Ridge Rd.","804355","6/10/2019","6/15/2019",54,39.599753,-105.989506,"41649","13",1349,"nature,academic,stem,specialNeedsStudent,scholarshipsAvailable",NA
1727,"1053 Soda Ridge Rd.","804355","6/17/2019","6/22/2019",54,39.599753,-105.989506,"41650","13",1349,"academic,scholarshipsAvailable,stem,nature,specialNeedsStudent",NA
1728,"1053 Soda Ridge Rd.","804355","6/24/2019","6/29/2019",54,39.599753,-105.989506,"41651","13",1349,"specialNeedsStudent,nature,stem,academic,scholarshipsAvailable",NA
1729,"1053 Soda Ridge Rd.","804355","7/8/2019","7/13/2019",54,39.599753,-105.989506,"41652","10",1349,"stem,specialNeedsStudent,academic,nature,scholarshipsAvailable",NA
1730,"1053 Soda Ridge Rd.","804355","7/15/2019","7/20/2019",54,39.599753,-105.989506,"41653","13",1349,"academic,specialNeedsStudent,nature,stem,scholarshipsAvailable",NA
1731,"1053 Soda Ridge Rd.","804355","7/22/2019","7/27/2019",54,39.599753,-105.989506,"41654","10",1349,"nature,stem,academic,scholarshipsAvailable,specialNeedsStudent",NA
1732,"1053 Soda Ridge Rd.","804355","7/29/2019","8/3/2019",54,39.599753,-105.989506,"41655","13",1349,"specialNeedsStudent,academic,nature,stem,scholarshipsAvailable",NA
1733,"1053 Soda Ridge Rd.","804355","6/17/2019","6/28/2019",108,39.599753,-105.989506,"41656","12",2299,"scholarshipsAvailable,stem,specialNeedsStudent,nature,academic",NA
1734,"1053 Soda Ridge Rd.","804355","7/8/2019","7/19/2019",108,39.599753,-105.989506,"41657","12",2299,"specialNeedsStudent,nature,scholarshipsAvailable,academic,stem",NA
1735,"1053 Soda Ridge Rd.","804355","7/22/2019","8/2/2019",108,39.599753,-105.989506,"41658","10",2299,"scholarshipsAvailable,academic,stem,specialNeedsStudent,nature",NA
1736,"1053 Soda Ridge Rd.","804355","6/24/2019","6/28/2019",45,39.599753,-105.989506,"41659","6",379,"nature,scholarshipsAvailable,specialNeedsStudent,stem,academic",NA
1737,"1053 Soda Ridge Rd.","804355","7/1/2019","7/3/2019",27,39.599753,-105.989506,"41660","6",229,"scholarshipsAvailable,specialNeedsStudent,stem,academic,nature",NA
1738,"1053 Soda Ridge Rd.","804355","7/22/2019","7/26/2019",45,39.599753,-105.989506,"41661","6",379,"academic,stem,scholarshipsAvailable,specialNeedsStudent,nature",NA
1739,"1053 Soda Ridge Rd.","804355","7/29/2019","8/2/2019",45,39.599753,-105.989506,"41662","6",379,"academic,nature,scholarshipsAvailable,stem,specialNeedsStudent",NA
1740,"1053 Soda Ridge Rd.","804355","8/12/2019","8/16/2019",45,39.599753,-105.989506,"41663","6",379,"nature,specialNeedsStudent,scholarshipsAvailable,academic,stem",NA
1741,"1053 Soda Ridge Rd.","804355","6/10/2019","6/15/2019",54,39.599753,-105.989506,"41664","10",999,"academic,specialNeedsStudent,nature,stem,scholarshipsAvailable",NA
1742,"1053 Soda Ridge Rd.","804355","6/17/2019","6/22/2019",54,39.599753,-105.989506,"41665","10",999,"nature,academic,specialNeedsStudent,stem,scholarshipsAvailable",NA
1743,"1053 Soda Ridge Rd.","804355","6/24/2019","6/29/2019",54,39.599753,-105.989506,"41666","10",999,"nature,stem,scholarshipsAvailable,academic,specialNeedsStudent",NA
1744,"1053 Soda Ridge Rd.","804355","7/8/2019","7/13/2019",54,39.599753,-105.989506,"41667","10",999,"stem,academic,scholarshipsAvailable,specialNeedsStudent,nature",NA
1745,"1053 Soda Ridge Rd.","804355","7/15/2019","7/20/2019",54,39.599753,-105.989506,"41668","10",999,"scholarshipsAvailable,nature,stem,academic,specialNeedsStudent",NA
1746,"1053 Soda Ridge Rd.","804355","7/22/2019","8/2/2019",99,39.599753,-105.989506,"41669","10",2099,"academic,nature,specialNeedsStudent,stem,scholarshipsAvailable",NA
1747,"1053 Soda Ridge Rd.","804355","8/5/2019","8/9/2019",45,39.599753,-105.989506,"41670","10",879,"scholarshipsAvailable,specialNeedsStudent,academic,stem,nature",NA
1748,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41702"," ",330,"academic,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1749,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41703"," ",330,"stem,academic,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1750,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41704"," ",330,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
1751,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41705"," ",330,"scholarshipsAvailable,offersBeforeAfterCare,dance","Lowry Field"
1752,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41706"," ",330,"stem,academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1753,"350 Quebec Street","80230","6/3/2019","6/7/2019",15,39.7220097,-104.9028408,"41707"," ",190,"offersBeforeAfterCare,stem,academic,scholarshipsAvailable","Lowry Field"
1754,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41708"," ",330,"offersBeforeAfterCare,cooking,scholarshipsAvailable","Lowry Field"
1755,"350 Quebec Street","80230","6/3/2019","6/7/2019",32.5,39.7220097,-104.9028408,"41709"," ",330,"scholarshipsAvailable,academic,offersBeforeAfterCare","Lowry Field"
1756,"350 Quebec Street","80230","6/3/2019","6/7/2019",15,39.7220097,-104.9028408,"41710"," ",190,"offersBeforeAfterCare,scholarshipsAvailable,academic","Lowry Field"
1757,"350 Quebec Street","80230","6/3/2019","6/7/2019",15,39.7220097,-104.9028408,"41711"," ",190,"offersBeforeAfterCare,sports,scholarshipsAvailable","Lowry Field"
1758,"350 Quebec Street","80230","6/3/2019","6/7/2019",15,39.7220097,-104.9028408,"41712"," ",190,"arts,scholarshipsAvailable,academic,offersBeforeAfterCare","Lowry Field"
1759,"350 Quebec Street","80230","6/10/2019","6/14/2019",32.5,39.7220097,-104.9028408,"41713"," ",330,"offersBeforeAfterCare,academic,scholarshipsAvailable","Lowry Field"
1760,"350 Quebec Street","80230","6/10/2019","6/14/2019",32.5,39.7220097,-104.9028408,"41714"," ",330,"offersBeforeAfterCare,scholarshipsAvailable,academic","Lowry Field"
1761,"350 Quebec Street","80230","6/10/2019","6/14/2019",32.5,39.7220097,-104.9028408,"41715"," ",330,"offersBeforeAfterCare,scholarshipsAvailable,sports","Lowry Field"
1762,"350 Quebec Street","80230","6/10/2019","6/14/2019",32.5,39.7220097,-104.9028408,"41716"," ",330,"scholarshipsAvailable,arts,offersBeforeAfterCare","Lowry Field"
1763,"350 Quebec Street","80230","6/10/2019","6/14/2019",32.5,39.7220097,-104.9028408,"41717"," ",330,"stem,scholarshipsAvailable,academic,offersBeforeAfterCare","Lowry Field"
1764,"350 Quebec Street","80230","6/10/2019","6/14/2019",15,39.7220097,-104.9028408,"41718"," ",190,"arts,academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1765,"350 Quebec Street","80230","6/10/2019","6/14/2019",15,39.7220097,-104.9028408,"41719"," ",190,"scholarshipsAvailable,offersBeforeAfterCare,sports","Lowry Field"
1766,"350 Quebec Street","80230","6/10/2019","6/14/2019",15,39.7220097,-104.9028408,"41720"," ",190,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
1767,"350 Quebec Street","80230","6/10/2019","6/14/2019",15,39.7220097,-104.9028408,"41721"," ",190,"arts,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1768,"350 Quebec Street","80230","6/10/2019","6/14/2019",15,39.7220097,-104.9028408,"41722"," ",190,"scholarshipsAvailable,academic,offersBeforeAfterCare","Lowry Field"
1769,"350 Quebec Street","80230","6/10/2019","6/14/2019",15,39.7220097,-104.9028408,"41723"," ",190,"offersBeforeAfterCare,scholarshipsAvailable,sports","Lowry Field"
1770,"350 Quebec Street","80230","6/17/2019","6/21/2019",32.5,39.7220097,-104.9028408,"41724"," ",330,"sports,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1771,"350 Quebec Street","80230","6/17/2019","6/21/2019",32.5,39.7220097,-104.9028408,"41725"," ",330,"scholarshipsAvailable,stem,offersBeforeAfterCare,nature,academic,cooking","Lowry Field"
1772,"350 Quebec Street","80230","6/17/2019","6/21/2019",32.5,39.7220097,-104.9028408,"41726"," ",330,"offersBeforeAfterCare,scholarshipsAvailable,sports","Lowry Field"
1773,"350 Quebec Street","80230","6/17/2019","6/21/2019",32.5,39.7220097,-104.9028408,"41727"," ",330,"stem,scholarshipsAvailable,academic,offersBeforeAfterCare","Lowry Field"
1774,"350 Quebec Street","80230","6/17/2019","6/21/2019",32.5,39.7220097,-104.9028408,"41728"," ",330,"scholarshipsAvailable,offersBeforeAfterCare,academic","Lowry Field"
1775,"350 Quebec Street","80230","6/17/2019","6/21/2019",15,39.7220097,-104.9028408,"41729"," ",190,"scholarshipsAvailable,offersBeforeAfterCare,arts","Lowry Field"
1776,"350 Quebec Street","80230","6/17/2019","6/21/2019",15,39.7220097,-104.9028408,"41730"," ",190,"academic,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1777,"350 Quebec Street","80230","6/17/2019","6/21/2019",15,39.7220097,-104.9028408,"41731"," ",190,"scholarshipsAvailable,academic,offersBeforeAfterCare","Lowry Field"
1778,"350 Quebec Street","80230","6/17/2019","6/21/2019",15,39.7220097,-104.9028408,"41732"," ",190,"offersBeforeAfterCare,scholarshipsAvailable,academic","Lowry Field"
1779,"350 Quebec Street","80230","6/17/2019","6/21/2019",15,39.7220097,-104.9028408,"41733"," ",190,"offersBeforeAfterCare,scholarshipsAvailable,arts","Lowry Field"
1780,"350 Quebec Street","80230","6/17/2019","6/21/2019",15,39.7220097,-104.9028408,"41734"," ",190,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
1781,"350 Quebec Street","80230","6/24/2019","6/27/2019",26,39.7220097,-104.9028408,"41735"," ",330,"scholarshipsAvailable,academic,nature,offersBeforeAfterCare","Lowry Field"
1782,"350 Quebec Street","80230","6/24/2019","6/27/2019",26,39.7220097,-104.9028408,"41736"," ",330,"offersBeforeAfterCare,scholarshipsAvailable,academic","Lowry Field"
1783,"350 Quebec Street","80230","6/24/2019","6/27/2019",26,39.7220097,-104.9028408,"41737"," ",330,"offersBeforeAfterCare,sports,scholarshipsAvailable","Lowry Field"
1784,"350 Quebec Street","80230","6/24/2019","6/27/2019",26,39.7220097,-104.9028408,"41738"," ",330,"sports,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1785,"350 Quebec Street","80230","6/24/2019","6/27/2019",26,39.7220097,-104.9028408,"41739"," ",330,"academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1786,"350 Quebec Street","80230","6/24/2019","6/27/2019",12,39.7220097,-104.9028408,"41740"," ",190,"offersBeforeAfterCare,academic,scholarshipsAvailable","Lowry Field"
1787,"350 Quebec Street","80230","6/24/2019","6/27/2019",12,39.7220097,-104.9028408,"41741"," ",190,"offersBeforeAfterCare,scholarshipsAvailable,cooking","Lowry Field"
1788,"350 Quebec Street","80230","6/24/2019","6/27/2019",12,39.7220097,-104.9028408,"41742"," ",190,"stem,academic,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1789,"350 Quebec Street","80230","6/24/2019","6/27/2019",12,39.7220097,-104.9028408,"41743"," ",190,"academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1790,"350 Quebec Street","80230","6/24/2019","6/27/2019",12,39.7220097,-104.9028408,"41744"," ",190,"academic,offersBeforeAfterCare,scholarshipsAvailable,stem","Lowry Field"
1791,"350 Quebec Street","80230","7/8/2019","7/12/2019",32.5,39.7220097,-104.9028408,"41745"," ",330,"academic,stem,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1792,"350 Quebec Street","80230","7/8/2019","7/12/2019",32.5,39.7220097,-104.9028408,"41746"," ",330,"scholarshipsAvailable,offersBeforeAfterCare,academic","Lowry Field"
1793,"350 Quebec Street","80230","7/8/2019","7/12/2019",32.5,39.7220097,-104.9028408,"41747"," ",330,"offersBeforeAfterCare,scholarshipsAvailable,academic","Lowry Field"
1794,"350 Quebec Street","80230","7/8/2019","7/12/2019",32.5,39.7220097,-104.9028408,"41748"," ",330,"scholarshipsAvailable,offersBeforeAfterCare,arts","Lowry Field"
1795,"350 Quebec Street","80230","7/8/2019","7/12/2019",15,39.7220097,-104.9028408,"41749"," ",190,"offersBeforeAfterCare,scholarshipsAvailable,stem,academic","Lowry Field"
1796,"350 Quebec Street","80230","7/8/2019","7/12/2019",15,39.7220097,-104.9028408,"41750"," ",190,"stem,scholarshipsAvailable,offersBeforeAfterCare,academic","Lowry Field"
1797,"350 Quebec Street","80230","7/8/2019","7/12/2019",15,39.7220097,-104.9028408,"41751"," ",190,"academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1798,"350 Quebec Street","80230","7/8/2019","7/12/2019",15,39.7220097,-104.9028408,"41752"," ",190,"offersBeforeAfterCare,academic,scholarshipsAvailable","Lowry Field"
1799,"350 Quebec Street","80230","7/8/2019","7/12/2019",15,39.7220097,-104.9028408,"41753"," ",190,"academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1800,"350 Quebec Street","80230","7/8/2019","7/12/2019",15,39.7220097,-104.9028408,"41754"," ",190,"academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1801,"350 Quebec Street","80230","7/15/2019","7/19/2019",32.5,39.7220097,-104.9028408,"41755"," ",330,"offersBeforeAfterCare,academic,scholarshipsAvailable","Lowry Field"
1802,"350 Quebec Street","80230","7/15/2019","7/19/2019",32.5,39.7220097,-104.9028408,"41756"," ",330,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
1803,"350 Quebec Street","80230","7/15/2019","7/19/2019",32.5,39.7220097,-104.9028408,"41757"," ",330,"sports,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
1804,"350 Quebec Street","80230","7/15/2019","7/19/2019",32.5,39.7220097,-104.9028408,"41758"," ",330,"offersBeforeAfterCare,arts,drama,scholarshipsAvailable","Lowry Field"
1805,"350 Quebec Street","80230","7/15/2019","7/19/2019",32.5,39.7220097,-104.9028408,"41759"," ",330,"sports,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1806,"350 Quebec Street","80230","7/15/2019","7/19/2019",15,39.7220097,-104.9028408,"41760"," ",190,"stem,academic,offersBeforeAfterCare,scholarshipsAvailable","Lowry Field"
1807,"350 Quebec Street","80230","7/15/2019","7/19/2019",15,39.7220097,-104.9028408,"41761"," ",190,"offersBeforeAfterCare,sports,scholarshipsAvailable","Lowry Field"
