"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Total....White.alone","Margin.of.Error..Total....White.alone","Estimate..Total....Black.or.African.American.alone","Margin.of.Error..Total....Black.or.African.American.alone","Estimate..Total....American.Indian.and.Alaska.Native.alone","Margin.of.Error..Total....American.Indian.and.Alaska.Native.alone","Estimate..Total....Asian.alone","Margin.of.Error..Total....Asian.alone","Estimate..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Margin.of.Error..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Estimate..Total....Some.other.race.alone","Margin.of.Error..Total....Some.other.race.alone","Estimate..Total....Two.or.more.races.","Margin.of.Error..Total....Two.or.more.races.","Estimate..Total....Two.or.more.races....Two.races.including.Some.other.race","Margin.of.Error..Total....Two.or.more.races....Two.races.including.Some.other.race","Estimate..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races","Margin.of.Error..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races"
"284","1500000US080310042024",80310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",617,132,587,122,8,13,0,11,12,17,0,11,0,11,10,16,0,11,10,16
"285","1500000US080310042025",80310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",706,137,693,140,6,11,0,11,0,11,0,11,0,11,7,12,0,11,7,12
"286","1500000US080310043011",80310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1303,264,1105,256,69,53,0,11,72,60,0,11,0,11,57,46,0,11,57,46
"287","1500000US080310043012",80310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",888,243,703,239,86,79,0,11,36,41,0,11,26,39,37,61,0,11,37,61
"288","1500000US080310043013",80310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",947,260,797,260,0,11,17,27,99,131,0,11,0,11,34,36,0,11,34,36
"289","1500000US080310043014",80310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1402,246,1146,251,124,95,0,11,96,99,0,11,15,27,21,31,0,11,21,31
"290","1500000US080310043021",80310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",762,170,724,168,14,23,0,11,0,11,0,11,15,24,9,18,0,11,9,18
"291","1500000US080310043022",80310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",907,150,838,155,35,48,0,11,0,11,0,11,9,16,25,31,11,17,14,26
"292","1500000US080310043023",80310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",750,195,663,183,28,36,12,18,21,30,0,11,0,11,26,30,0,11,26,30
"293","1500000US080310043031",80310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",1578,267,1528,275,24,31,0,11,26,29,0,11,0,11,0,11,0,11,0,11
"294","1500000US080310043032",80310043032,"Block Group 2, Census Tract 43.03, Denver County, Colorado",1041,205,1014,200,0,11,7,11,0,11,0,11,0,11,20,30,0,11,20,30
"295","1500000US080310043033",80310043033,"Block Group 3, Census Tract 43.03, Denver County, Colorado",526,111,450,94,20,22,0,11,26,40,0,11,22,33,8,14,0,11,8,14
"296","1500000US080310043034",80310043034,"Block Group 4, Census Tract 43.03, Denver County, Colorado",909,220,873,220,0,11,0,11,0,11,0,11,36,57,0,11,0,11,0,11
"297","1500000US080310043041",80310043041,"Block Group 1, Census Tract 43.04, Denver County, Colorado",1186,299,1171,303,0,11,15,28,0,11,0,11,0,11,0,11,0,11,0,11
"298","1500000US080310043042",80310043042,"Block Group 2, Census Tract 43.04, Denver County, Colorado",1148,282,1050,254,90,123,0,11,0,11,0,11,7,17,1,2,0,11,1,2
"299","1500000US080310043043",80310043043,"Block Group 3, Census Tract 43.04, Denver County, Colorado",1812,315,1486,269,112,111,0,11,20,31,0,11,125,109,69,73,6,12,63,72
"300","1500000US080310043044",80310043044,"Block Group 4, Census Tract 43.04, Denver County, Colorado",1739,352,1380,341,72,93,0,11,104,94,0,11,81,125,102,98,0,11,102,98
"301","1500000US080310043061",80310043061,"Block Group 1, Census Tract 43.06, Denver County, Colorado",458,183,437,183,0,11,0,11,21,33,0,11,0,11,0,11,0,11,0,11
"302","1500000US080310043062",80310043062,"Block Group 2, Census Tract 43.06, Denver County, Colorado",821,260,701,277,15,24,0,11,30,34,0,11,0,11,75,71,0,11,75,71
"303","1500000US080310043063",80310043063,"Block Group 3, Census Tract 43.06, Denver County, Colorado",1816,368,1420,392,263,180,0,11,65,77,0,11,0,11,68,66,35,54,33,37
"304","1500000US080310043064",80310043064,"Block Group 4, Census Tract 43.06, Denver County, Colorado",851,212,761,214,13,21,37,38,0,11,0,11,0,11,40,64,0,11,40,64
"305","1500000US080310043065",80310043065,"Block Group 5, Census Tract 43.06, Denver County, Colorado",1311,313,1311,313,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"306","1500000US080310044031",80310044031,"Block Group 1, Census Tract 44.03, Denver County, Colorado",753,203,653,191,39,107,0,11,0,11,0,11,26,36,35,44,0,11,35,44
"307","1500000US080310044032",80310044032,"Block Group 2, Census Tract 44.03, Denver County, Colorado",2283,367,1364,316,581,195,46,51,10,14,0,11,213,209,69,59,37,35,32,46
"308","1500000US080310044033",80310044033,"Block Group 3, Census Tract 44.03, Denver County, Colorado",1500,259,990,240,323,118,32,36,56,37,0,11,40,63,59,38,11,14,48,38
"309","1500000US080310044041",80310044041,"Block Group 1, Census Tract 44.04, Denver County, Colorado",1693,612,1140,398,356,555,18,26,70,77,0,11,0,11,109,119,0,11,109,119
"310","1500000US080310044042",80310044042,"Block Group 2, Census Tract 44.04, Denver County, Colorado",2743,517,1055,312,1241,372,55,59,241,307,0,11,40,48,111,82,35,43,76,69
"311","1500000US080310044043",80310044043,"Block Group 3, Census Tract 44.04, Denver County, Colorado",1982,494,920,404,182,126,0,11,751,445,0,11,73,115,56,69,0,11,56,69
"312","1500000US080310044051",80310044051,"Block Group 1, Census Tract 44.05, Denver County, Colorado",1560,436,1453,435,0,11,0,11,83,64,0,11,12,20,12,22,0,11,12,22
"313","1500000US080310044052",80310044052,"Block Group 2, Census Tract 44.05, Denver County, Colorado",1293,289,1040,278,45,54,0,11,29,33,0,11,113,113,66,73,0,11,66,73
"314","1500000US080310044053",80310044053,"Block Group 3, Census Tract 44.05, Denver County, Colorado",1212,331,946,267,153,205,5,10,37,49,0,11,0,11,71,39,0,11,71,39
"315","1500000US080310044054",80310044054,"Block Group 4, Census Tract 44.05, Denver County, Colorado",4187,462,3217,430,364,258,11,19,214,238,0,11,290,267,91,79,13,33,78,67
"316","1500000US080310045031",80310045031,"Block Group 1, Census Tract 45.03, Denver County, Colorado",1399,463,1182,416,16,27,46,71,0,11,0,11,127,154,28,38,21,35,7,13
"317","1500000US080310045032",80310045032,"Block Group 2, Census Tract 45.03, Denver County, Colorado",1391,636,1178,647,0,11,0,11,114,123,0,11,85,102,14,13,0,11,14,13
"318","1500000US080310045033",80310045033,"Block Group 3, Census Tract 45.03, Denver County, Colorado",1295,424,1104,393,0,11,0,11,0,11,0,11,183,204,8,11,8,11,0,11
"319","1500000US080310045041",80310045041,"Block Group 1, Census Tract 45.04, Denver County, Colorado",1488,271,1086,271,0,11,17,27,139,130,0,11,246,167,0,11,0,11,0,11
"320","1500000US080310045042",80310045042,"Block Group 2, Census Tract 45.04, Denver County, Colorado",2025,466,1504,448,7,12,165,175,7,11,0,11,291,264,51,60,7,10,44,59
"321","1500000US080310045043",80310045043,"Block Group 3, Census Tract 45.04, Denver County, Colorado",993,260,746,259,76,115,18,31,0,11,0,11,93,74,60,83,52,82,8,12
"322","1500000US080310045051",80310045051,"Block Group 1, Census Tract 45.05, Denver County, Colorado",2668,432,2415,435,99,156,6,11,0,11,0,11,112,92,36,43,17,28,19,32
"323","1500000US080310045052",80310045052,"Block Group 2, Census Tract 45.05, Denver County, Colorado",750,382,745,383,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11
"324","1500000US080310045053",80310045053,"Block Group 3, Census Tract 45.05, Denver County, Colorado",1188,442,988,408,6,13,2,4,51,58,0,11,28,37,113,132,0,11,113,132
"325","1500000US080310045061",80310045061,"Block Group 1, Census Tract 45.06, Denver County, Colorado",849,257,693,237,110,109,0,11,0,11,0,11,28,28,18,22,0,11,18,22
"326","1500000US080310045062",80310045062,"Block Group 2, Census Tract 45.06, Denver County, Colorado",1424,308,1133,293,10,10,11,16,165,95,0,11,105,93,0,11,0,11,0,11
"327","1500000US080310045063",80310045063,"Block Group 3, Census Tract 45.06, Denver County, Colorado",1448,294,813,268,183,139,47,40,157,69,0,11,98,112,150,105,114,101,36,37
"328","1500000US080310046011",80310046011,"Block Group 1, Census Tract 46.01, Denver County, Colorado",1186,357,1083,358,24,36,37,50,0,11,0,11,25,28,17,19,0,11,17,19
"329","1500000US080310046012",80310046012,"Block Group 2, Census Tract 46.01, Denver County, Colorado",1479,389,1443,390,0,11,0,11,7,12,0,11,29,32,0,11,0,11,0,11
"330","1500000US080310046013",80310046013,"Block Group 3, Census Tract 46.01, Denver County, Colorado",1929,527,1372,348,50,77,44,61,123,144,0,11,320,366,20,33,0,11,20,33
"331","1500000US080310046014",80310046014,"Block Group 4, Census Tract 46.01, Denver County, Colorado",1010,349,907,329,0,11,0,11,18,28,0,11,56,44,29,46,29,46,0,11
"332","1500000US080310046021",80310046021,"Block Group 1, Census Tract 46.02, Denver County, Colorado",2551,838,1897,911,15,17,103,96,173,185,0,11,259,242,104,153,0,11,104,153
"333","1500000US080310046022",80310046022,"Block Group 2, Census Tract 46.02, Denver County, Colorado",3144,745,1934,653,151,143,203,315,109,68,0,11,473,490,274,356,231,350,43,58
"334","1500000US080310046023",80310046023,"Block Group 3, Census Tract 46.02, Denver County, Colorado",1306,382,893,364,0,11,47,74,16,27,0,11,329,315,21,34,0,11,21,34
"335","1500000US080310046024",80310046024,"Block Group 4, Census Tract 46.02, Denver County, Colorado",1416,679,1329,690,0,11,0,11,27,48,0,11,42,73,18,32,0,11,18,32
"336","1500000US080310046031",80310046031,"Block Group 1, Census Tract 46.03, Denver County, Colorado",1186,469,848,395,92,146,0,11,41,66,0,11,205,234,0,11,0,11,0,11
"337","1500000US080310046032",80310046032,"Block Group 2, Census Tract 46.03, Denver County, Colorado",838,286,637,230,1,3,0,11,1,4,0,11,189,244,10,15,0,11,10,15
"338","1500000US080310046033",80310046033,"Block Group 3, Census Tract 46.03, Denver County, Colorado",1088,306,872,302,0,11,87,134,20,33,0,11,76,72,33,31,7,11,26,30
"339","1500000US080310046034",80310046034,"Block Group 4, Census Tract 46.03, Denver County, Colorado",1666,383,1225,377,79,121,13,20,0,11,0,11,304,352,45,49,0,11,45,49
"340","1500000US080310046035",80310046035,"Block Group 5, Census Tract 46.03, Denver County, Colorado",1200,389,798,338,43,57,0,11,137,115,0,11,130,102,92,72,82,63,10,15
"341","1500000US080310047001",80310047001,"Block Group 1, Census Tract 47, Denver County, Colorado",552,280,429,256,12,21,0,11,85,95,0,11,0,11,26,49,0,11,26,49
"342","1500000US080310047002",80310047002,"Block Group 2, Census Tract 47, Denver County, Colorado",724,275,380,167,0,11,18,30,312,221,0,11,0,11,14,22,0,11,14,22
"343","1500000US080310047003",80310047003,"Block Group 3, Census Tract 47, Denver County, Colorado",853,497,790,473,0,11,0,11,52,94,0,11,0,11,11,20,0,11,11,20
"344","1500000US080310047004",80310047004,"Block Group 4, Census Tract 47, Denver County, Colorado",485,258,264,106,0,11,0,11,0,11,0,11,210,248,11,21,0,11,11,21
"345","1500000US080310047005",80310047005,"Block Group 5, Census Tract 47, Denver County, Colorado",1554,557,1252,525,0,11,173,203,28,48,0,11,55,94,46,81,46,81,0,11
"346","1500000US080310047006",80310047006,"Block Group 6, Census Tract 47, Denver County, Colorado",2614,724,2143,794,3,7,0,11,63,104,0,11,364,335,41,62,0,11,41,62
"347","1500000US080310048011",80310048011,"Block Group 1, Census Tract 48.01, Denver County, Colorado",922,205,828,206,0,11,0,11,0,11,0,11,88,74,6,11,0,11,6,11
"348","1500000US080310048012",80310048012,"Block Group 2, Census Tract 48.01, Denver County, Colorado",1695,404,1127,322,0,11,0,11,234,239,0,11,327,282,7,11,0,11,7,11
"349","1500000US080310048013",80310048013,"Block Group 3, Census Tract 48.01, Denver County, Colorado",604,235,577,245,0,11,16,24,0,11,0,11,11,17,0,11,0,11,0,11
"350","1500000US080310050011",80310050011,"Block Group 1, Census Tract 50.01, Denver County, Colorado",1950,367,1135,207,399,295,0,11,113,98,0,11,177,152,126,84,0,11,126,84
"351","1500000US080310050012",80310050012,"Block Group 2, Census Tract 50.01, Denver County, Colorado",1089,182,821,161,138,118,0,11,11,18,0,11,0,11,119,93,0,11,119,93
"352","1500000US080310050021",80310050021,"Block Group 1, Census Tract 50.02, Denver County, Colorado",770,210,494,187,210,116,2,5,19,25,0,11,0,11,45,61,9,19,36,56
"353","1500000US080310050022",80310050022,"Block Group 2, Census Tract 50.02, Denver County, Colorado",918,193,645,179,75,67,19,32,124,109,0,11,11,17,44,43,19,31,25,29
"354","1500000US080310050023",80310050023,"Block Group 3, Census Tract 50.02, Denver County, Colorado",1817,345,1011,300,432,266,127,171,46,56,0,11,145,163,56,64,13,24,43,60
"355","1500000US080310050024",80310050024,"Block Group 4, Census Tract 50.02, Denver County, Colorado",2880,626,1241,370,709,341,209,339,364,256,0,11,191,203,166,157,96,148,70,77
"356","1500000US080310050025",80310050025,"Block Group 5, Census Tract 50.02, Denver County, Colorado",794,213,416,160,116,91,0,11,0,11,0,11,141,162,121,89,41,61,80,95
"357","1500000US080310051021",80310051021,"Block Group 1, Census Tract 51.02, Denver County, Colorado",683,248,626,251,27,43,0,11,15,24,0,11,0,11,15,24,0,11,15,24
"358","1500000US080310051022",80310051022,"Block Group 2, Census Tract 51.02, Denver County, Colorado",583,129,574,129,0,11,0,11,9,14,0,11,0,11,0,11,0,11,0,11
"359","1500000US080310051023",80310051023,"Block Group 3, Census Tract 51.02, Denver County, Colorado",1300,262,1207,238,31,29,0,11,22,26,0,11,31,48,9,14,0,11,9,14
"360","1500000US080310051024",80310051024,"Block Group 4, Census Tract 51.02, Denver County, Colorado",1170,449,964,442,27,30,27,40,0,11,0,11,152,127,0,11,0,11,0,11
"361","1500000US080310051041",80310051041,"Block Group 1, Census Tract 51.04, Denver County, Colorado",2003,366,1439,253,214,263,0,11,63,51,0,11,198,163,89,83,52,81,37,49
"362","1500000US080310051042",80310051042,"Block Group 2, Census Tract 51.04, Denver County, Colorado",1542,237,1104,194,144,145,20,25,141,138,0,11,19,26,114,80,0,11,114,80
"363","1500000US080310052001",80310052001,"Block Group 1, Census Tract 52, Denver County, Colorado",547,161,473,146,0,11,0,11,0,11,0,11,31,44,43,47,0,11,43,47
"364","1500000US080310052002",80310052002,"Block Group 2, Census Tract 52, Denver County, Colorado",636,210,600,201,36,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"365","1500000US080310052003",80310052003,"Block Group 3, Census Tract 52, Denver County, Colorado",1404,243,1259,233,61,68,0,11,43,58,0,11,7,11,34,34,10,16,24,29
"366","1500000US080310052004",80310052004,"Block Group 4, Census Tract 52, Denver County, Colorado",881,274,582,145,132,164,0,11,62,88,0,11,0,11,105,144,0,11,105,144
"367","1500000US080310053001",80310053001,"Block Group 1, Census Tract 53, Denver County, Colorado",1363,123,1116,141,160,85,0,11,44,34,0,11,6,10,37,29,0,11,37,29
"368","1500000US080310055021",80310055021,"Block Group 1, Census Tract 55.02, Denver County, Colorado",2048,189,1648,197,104,59,23,22,83,58,0,11,98,100,92,80,0,11,92,80
"369","1500000US080310055031",80310055031,"Block Group 1, Census Tract 55.03, Denver County, Colorado",741,203,491,112,0,11,20,30,117,109,0,11,22,33,91,137,91,137,0,11
"370","1500000US080310055032",80310055032,"Block Group 2, Census Tract 55.03, Denver County, Colorado",2395,483,2079,503,5,13,18,23,93,82,0,11,65,80,135,116,0,11,135,116
"371","1500000US080310055033",80310055033,"Block Group 3, Census Tract 55.03, Denver County, Colorado",1012,171,833,165,110,131,14,17,21,24,0,11,8,14,26,30,0,11,26,30
"372","1500000US080310055034",80310055034,"Block Group 4, Census Tract 55.03, Denver County, Colorado",727,195,500,153,91,106,8,12,0,11,31,47,97,86,0,11,0,11,0,11
"373","1500000US080310067011",80310067011,"Block Group 1, Census Tract 67.01, Denver County, Colorado",3231,252,2852,259,185,147,0,11,123,95,0,11,0,11,71,68,0,11,71,68
"374","1500000US080310068041",80310068041,"Block Group 1, Census Tract 68.04, Denver County, Colorado",796,161,652,131,24,30,5,9,115,157,0,11,0,11,0,11,0,11,0,11
"375","1500000US080310068042",80310068042,"Block Group 2, Census Tract 68.04, Denver County, Colorado",1627,221,1463,196,13,20,0,11,111,136,0,11,29,48,11,17,0,11,11,17
"376","1500000US080310068091",80310068091,"Block Group 1, Census Tract 68.09, Denver County, Colorado",839,278,756,264,3,5,0,11,80,111,0,11,0,11,0,11,0,11,0,11
"377","1500000US080310068092",80310068092,"Block Group 2, Census Tract 68.09, Denver County, Colorado",2573,645,1800,395,177,299,0,11,103,94,0,11,493,132,0,11,0,11,0,11
"378","1500000US080310068093",80310068093,"Block Group 3, Census Tract 68.09, Denver County, Colorado",1267,480,870,474,318,108,0,11,0,11,14,25,0,11,65,127,0,11,65,127
"379","1500000US080310068094",80310068094,"Block Group 4, Census Tract 68.09, Denver County, Colorado",1066,269,837,230,60,66,0,11,23,34,0,11,125,164,21,33,0,11,21,33
"380","1500000US080310068095",80310068095,"Block Group 5, Census Tract 68.09, Denver County, Colorado",911,230,663,202,34,39,15,24,163,113,0,11,0,11,36,41,0,11,36,41
"381","1500000US080310068096",80310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",669,244,651,243,0,11,0,11,18,28,0,11,0,11,0,11,0,11,0,11
"382","1500000US080310068101",80310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",1118,264,841,209,128,110,0,11,23,38,0,11,0,11,126,142,0,11,126,142
"383","1500000US080310068102",80310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",1900,371,1218,366,456,257,0,11,105,144,0,11,0,11,121,115,0,11,121,115
"384","1500000US080310068103",80310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",721,241,721,241,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"385","1500000US080310068104",80310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",1844,357,1486,272,259,234,0,11,16,26,0,11,83,101,0,11,0,11,0,11
"386","1500000US080310068111",80310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",2250,380,1734,361,360,94,0,11,68,66,0,11,0,11,88,95,0,11,88,95
"387","1500000US080310068112",80310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",579,267,409,175,27,36,0,11,0,11,0,11,0,11,143,226,0,11,143,226
"388","1500000US080310068113",80310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",1863,374,1117,285,256,176,0,11,299,223,0,11,101,114,90,95,49,77,41,52
"389","1500000US080310068114",80310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",1498,424,1010,273,174,174,152,237,102,95,0,11,41,64,19,29,0,11,19,29
"390","1500000US080310068121",80310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",1742,271,1628,266,7,13,4,7,23,26,0,11,48,44,32,31,0,11,32,31
"391","1500000US080310068122",80310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",1309,177,1154,157,42,36,0,11,55,57,25,41,0,11,33,50,0,11,33,50
"392","1500000US080310068123",80310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",813,185,625,167,41,40,0,11,61,64,0,11,27,40,59,43,0,11,59,43
"393","1500000US080310068131",80310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",1032,281,903,250,120,146,0,11,0,11,0,11,9,19,0,11,0,11,0,11
"394","1500000US080310068132",80310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",1664,486,1102,415,465,204,0,11,81,92,0,11,0,11,16,27,0,11,16,27
"395","1500000US080310068133",80310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",1562,406,862,250,509,329,0,11,32,36,0,11,96,130,63,92,0,11,63,92
"396","1500000US080310068141",80310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",454,163,419,141,21,37,0,11,0,11,8,22,6,15,0,11,0,11,0,11
"397","1500000US080310068142",80310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",1239,317,596,272,397,229,0,11,52,77,0,11,179,240,15,25,0,11,15,25
"398","1500000US080310068143",80310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",2081,499,1303,336,487,439,24,42,51,78,0,11,200,282,16,31,0,11,16,31
"399","1500000US080310068144",80310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",702,222,594,186,0,11,0,11,56,64,0,11,52,95,0,11,0,11,0,11
"400","1500000US080310069011",80310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",2266,561,1042,350,391,191,0,11,32,20,0,11,706,422,95,85,35,46,60,73
"401","1500000US080310069012",80310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",1391,312,1002,247,72,48,0,11,20,26,0,11,173,163,124,134,0,11,124,134
"402","1500000US080310069013",80310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",601,157,442,127,0,11,47,56,0,11,0,11,35,57,77,79,0,11,77,79
"403","1500000US080310069014",80310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",847,339,531,211,239,295,65,113,12,20,0,11,0,11,0,11,0,11,0,11
"404","1500000US080310069015",80310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",373,133,347,149,26,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"405","1500000US080310070061",80310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",2412,442,803,227,330,164,0,11,633,272,0,11,451,385,195,137,36,53,159,120
"406","1500000US080310070062",80310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",2359,493,1518,483,370,244,0,11,88,153,0,11,305,156,78,119,0,11,78,119
"407","1500000US080310070131",80310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",2455,291,1804,297,211,131,0,11,86,67,0,11,153,135,201,139,0,11,201,139
"408","1500000US080310070132",80310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",1191,199,1045,182,76,72,0,11,7,14,0,11,17,26,46,45,0,11,46,45
"409","1500000US080310070371",80310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",2663,450,1214,371,673,307,11,16,187,172,0,11,491,261,87,94,3,7,84,94
"410","1500000US080310070372",80310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",945,330,313,91,472,297,23,35,10,15,0,11,124,149,3,11,0,11,3,11
"411","1500000US080310070373",80310070373,"Block Group 3, Census Tract 70.37, Denver County, Colorado",677,174,310,124,240,131,0,11,0,11,0,11,121,97,6,9,0,11,6,9
"412","1500000US080310070881",80310070881,"Block Group 1, Census Tract 70.88, Denver County, Colorado",1325,312,994,293,138,115,0,11,93,111,0,11,0,11,100,97,27,44,73,85
"413","1500000US080310070882",80310070882,"Block Group 2, Census Tract 70.88, Denver County, Colorado",912,361,472,280,235,129,30,49,0,11,0,11,95,155,80,125,0,11,80,125
"414","1500000US080310070883",80310070883,"Block Group 3, Census Tract 70.88, Denver County, Colorado",1326,228,1054,218,145,144,0,11,67,76,0,11,0,11,60,59,0,11,60,59
"415","1500000US080310070884",80310070884,"Block Group 4, Census Tract 70.88, Denver County, Colorado",1058,294,713,258,168,163,0,11,143,111,0,11,0,11,34,43,12,22,22,37
"416","1500000US080310070891",80310070891,"Block Group 1, Census Tract 70.89, Denver County, Colorado",408,99,393,99,15,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"417","1500000US080310070892",80310070892,"Block Group 2, Census Tract 70.89, Denver County, Colorado",1185,212,1075,226,88,52,22,34,0,11,0,11,0,11,0,11,0,11,0,11
"418","1500000US080310070893",80310070893,"Block Group 3, Census Tract 70.89, Denver County, Colorado",1659,193,1462,196,150,78,0,11,32,39,0,11,15,25,0,11,0,11,0,11
"419","1500000US080310070894",80310070894,"Block Group 4, Census Tract 70.89, Denver County, Colorado",1523,326,838,159,471,313,0,11,132,128,50,121,0,11,32,51,0,11,32,51
"420","1500000US080310083041",80310083041,"Block Group 1, Census Tract 83.04, Denver County, Colorado",2092,392,1208,378,540,192,0,11,71,70,0,11,59,54,214,141,26,28,188,136
"421","1500000US080310083042",80310083042,"Block Group 2, Census Tract 83.04, Denver County, Colorado",1228,499,917,484,168,115,0,11,0,11,0,11,136,150,7,12,0,11,7,12
"422","1500000US080310083043",80310083043,"Block Group 3, Census Tract 83.04, Denver County, Colorado",794,237,544,222,194,87,0,11,20,30,0,11,10,14,26,38,26,38,0,11
"423","1500000US080310083051",80310083051,"Block Group 1, Census Tract 83.05, Denver County, Colorado",1486,306,1159,341,103,95,0,11,0,11,0,11,219,164,5,8,0,11,5,8
"424","1500000US080310083052",80310083052,"Block Group 2, Census Tract 83.05, Denver County, Colorado",1420,306,905,332,150,82,0,11,124,115,0,11,236,140,5,7,0,11,5,7
"425","1500000US080310083053",80310083053,"Block Group 3, Census Tract 83.05, Denver County, Colorado",1613,334,934,365,536,228,0,11,0,11,0,11,125,95,18,21,12,19,6,9
"426","1500000US080310083061",80310083061,"Block Group 1, Census Tract 83.06, Denver County, Colorado",811,464,215,167,467,419,0,11,29,37,0,11,69,73,31,25,0,11,31,25
"427","1500000US080310083062",80310083062,"Block Group 2, Census Tract 83.06, Denver County, Colorado",1607,434,703,318,721,362,0,11,67,60,0,11,116,137,0,11,0,11,0,11
"428","1500000US080310083063",80310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",868,298,450,283,323,130,0,11,26,33,8,19,48,80,13,20,0,11,13,20
"429","1500000US080310083064",80310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",3079,462,2117,434,454,202,16,25,12,19,0,11,417,206,63,50,16,26,47,43
"430","1500000US080310083121",80310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",3281,696,2077,632,807,385,10,15,72,84,0,11,279,361,36,36,0,11,36,36
"431","1500000US080310083122",80310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",2392,515,1337,486,657,262,0,11,32,54,0,11,87,113,279,251,11,18,268,250
"432","1500000US080310083123",80310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",2361,642,1623,621,583,254,0,11,3,7,0,11,69,99,83,102,0,11,83,102
"433","1500000US080310083861",80310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",2274,505,1613,484,557,245,0,11,6,10,0,11,87,83,11,20,0,11,11,20
"434","1500000US080310083862",80310083862,"Block Group 2, Census Tract 83.86, Denver County, Colorado",2631,569,1855,501,348,205,0,11,59,73,0,11,358,305,11,22,0,11,11,22
"435","1500000US080310083871",80310083871,"Block Group 1, Census Tract 83.87, Denver County, Colorado",3720,593,2549,530,864,317,0,11,64,85,7,11,93,133,143,126,40,38,103,115
"436","1500000US080310083872",80310083872,"Block Group 2, Census Tract 83.87, Denver County, Colorado",3308,672,2212,639,819,334,19,31,30,49,8,12,107,99,113,89,10,17,103,89
"437","1500000US080310083881",80310083881,"Block Group 1, Census Tract 83.88, Denver County, Colorado",7166,797,4455,750,1750,489,0,16,382,173,0,16,220,188,359,240,103,122,256,211
"438","1500000US080310083882",80310083882,"Block Group 2, Census Tract 83.88, Denver County, Colorado",1366,400,882,327,335,243,16,25,0,11,0,11,116,115,17,26,0,11,17,26
"439","1500000US080310083891",80310083891,"Block Group 1, Census Tract 83.89, Denver County, Colorado",1223,380,158,101,668,257,30,42,186,251,0,11,41,83,140,134,0,11,140,134
