"long","lat","sport","location","tier","class","sqft","bgroup_id2","nbhd_id","nbhd_name"
-105.00272478,39.77233024,"Baseball","Ciancio Park","C","BF-C",31315.2748468231,"80310011011",62,"Sunnyside"
-105.00284237,39.68348875,"Football","Ruby Hill Park","A","",18881.861135277,"80310014021",54,"Ruby Hill"
-105.00304948,39.71386999,"Football","Valverde Park","A","",28797.8304328388,"80310010001",67,"Valverde"
-105.0030577,39.71340873,"Football","Valverde Park","A","",28797.7906137641,"80310010001",67,"Valverde"
-105.00305903,39.71361147,"Football","Valverde Park","A","",45054.6106756839,"80310010001",67,"Valverde"
-105.00310989,39.68338066,"Baseball","Ruby Hill Park","A","BF-A",133542.111401916,"80310014021",54,"Ruby Hill"
-105.00333204,39.6831202,"Football","Ruby Hill Park","A","",18881.8533398146,"80310014021",54,"Ruby Hill"
-105.00339768,39.71385027,"Softball","Valverde Park","A","BF-A",17791.4079807858,"80310010001",67,"Valverde"
-105.00343016,39.71340655,"Softball","Valverde Park","A","BF-A",13278.5427094273,"80310010001",67,"Valverde"
-105.00356468,39.73565477,"Mixed-use","La Alma / Lincoln Park","C","",28771.4180085274,"80310019011",41,"Lincoln Park"
-105.00358185,39.7349056,"Softball","La Alma / Lincoln Park","C","BF-C",31382.9242396263,"80310019011",41,"Lincoln Park"
-105.00359921,39.73490244,"Mixed-use","La Alma / Lincoln Park","C","",28771.4285197446,"80310019011",41,"Lincoln Park"
-105.0036056,39.73556183,"Softball","La Alma / Lincoln Park","C","BF-C",31382.9255133037,"80310019011",41,"Lincoln Park"
-105.00448909,39.73545447,"Football","La Alma / Lincoln Park","C","",28771.4557448299,"80310019011",41,"Lincoln Park"
-105.00460994,39.73547125,"Baseball","La Alma / Lincoln Park","A","BF-A",74418.2962185697,"80310019011",41,"Lincoln Park"
-105.00482901,39.77799068,"Softball","Atzlan Park","B","BF-C",48681.7586895821,"80310002021",62,"Sunnyside"
-105.00502513,39.7776621,"Mixed-use","Atzlan Park","C","",22264.8056110435,"80310002021",62,"Sunnyside"
-105.00687867,39.78105246,"Mixed-use","46th & Pecos Park","C","",22025.8100171201,"80310002022",62,"Sunnyside"
-105.00727015,39.78086878,"Mixed-use","46th & Pecos Park","C","",35963.1157541566,"80310002022",62,"Sunnyside"
-105.00748316,39.78057318,"Baseball","46th & Pecos Park","B","BF-B",31381.9501664954,"80310002022",62,"Sunnyside"
-105.00948762,39.68893124,"Softball","Florida and Raritan Park","C","BF-C",31461.2861500804,"80310014022",54,"Ruby Hill"
-105.01051817,39.76045392,"Softball","Hirshorn Park","B","BF-B",47739.2902765304,"80310011023",36,"Highland"
-105.01173626,39.71435843,"Football","West Bar Val Wood Park","C","",28771.8153952803,"80310010001",67,"Valverde"
-105.01173804,39.71390803,"Softball","West Bar Val Wood Park","C","BF-C",31383.3031856476,"80310010001",67,"Valverde"
-105.01248509,39.71422048,"Football","West Bar Val Wood Park","C","",28771.8133355402,"80310010001",67,"Valverde"
-105.01274434,39.71419287,"Softball","West Bar Val Wood Park","C","BF-C",31383.3293334542,"80310010001",67,"Valverde"
-105.01414878,39.70107003,"Mixed-use","Huston Lake Park","C","MU-TURF",53947.6401894531,"80310013013",1,"Athmar Park"
-105.01426383,39.78912854,"Mixed-use","51st & Zuni Park","C","",35963.0317979987,"80310002012",11,"Chaffee Park"
-105.01465437,39.78900547,"Softball","51st & Zuni Park","C","BF-C",31381.8991261323,"80310002012",11,"Chaffee Park"
-105.01866925,39.70110062,"Softball","Huston Lake Park","C","BF-C",31383.5539946104,"80310013013",1,"Athmar Park"
-105.01909694,39.70153649,"Softball","Huston Lake Park","C","BF-C",31383.5521452454,"80310013013",1,"Athmar Park"
-105.01940995,39.70136282,"Mixed-use","Huston Lake Park","C","",28772.0627216671,"80310013013",1,"Athmar Park"
-105.01942278,39.70095253,"Mixed-use","Huston Lake Park","C","",28772.0620718883,"80310013013",1,"Athmar Park"
-105.01985535,39.68485051,"Softball","Athmar Rec Center","C","BF-C",31383.8846837897,"80310014024",54,"Ruby Hill"
-105.02274773,39.72460464,"Mixed-use","Barnum East Park","A","MU-SYN",70688.8392712403,"80310010001",67,"Valverde"
-105.02411209,39.72450691,"Baseball","Barnum East Park","A","BF-A",137528.547359305,"80310010001",67,"Valverde"
-105.02431203,39.73647183,"Football","Rude Park","C","",28771.3676366182,"80310008001",61,"Sun Valley"
-105.02432817,39.73639471,"Softball","Rude Park","A","BF-A",66408.4489436761,"80310008001",61,"Sun Valley"
-105.02433891,39.67150906,"Softball","Harvard Gulch West Park","C","BF-C",8726.71337803027,"80310156004",19,"College View - South Platte"
-105.02466386,39.67151001,"Softball","Harvard Gulch West Park","C","BF-C",8726.73593826494,"80310156004",19,"College View - South Platte"
-105.0263558,39.72637396,"Softball","Sandos (M.L. Sam) Park","C","BF-C",31383.0823388976,"80310009054",68,"Villa Park"
-105.02659479,39.72634987,"Mixed-use","Sandos (M.L. Sam) Park","C","",35964.4432786224,"80310009054",68,"Villa Park"
-105.02692169,39.78103629,"Mixed-use","Rocky Mountain Lake Park","C","MU-TURF",28770.6062945023,"80310001021",8,"Berkeley"
-105.02692181,39.78151188,"Mixed-use","Rocky Mountain Lake Park","C","MU-TURF",28770.6096065199,"80310001021",8,"Berkeley"
-105.02716323,39.72699716,"Softball","Sandos (M.L. Sam) Park","A","BF-A",63970.5518413692,"80310009054",68,"Villa Park"
-105.02729075,39.72216801,"Mixed-use","Barnum Park","C","MU-TURF",17858.0807209782,"80310009031",4,"Barnum"
-105.0276552,39.72638669,"Softball","Sandos (M.L. Sam) Park","A","BF-A",65432.1631398143,"80310009054",68,"Villa Park"
-105.02876668,39.781043,"Mixed-use","Rocky Mountain Lake Park","C","MU-TURF",28770.4781342367,"80310001021",8,"Berkeley"
-105.03026127,39.73642497,"Softball","Sanchez (Paco) Park","C","BF-C",31382.796175106,"80310007022",74,"West Colfax"
-105.03088093,39.74712406,"Mixed-use","Hallack Park","C","MU-TURF",28771.2377293729,"80310005023",56,"Sloan Lake"
-105.03327663,39.78141068,"Mixed-use","Rocky Mountain Lake Park","C","",28770.6080170024,"80310001021",8,"Berkeley"
-105.03333673,39.78087928,"Baseball","Rocky Mountain Lake Park","C","BF-C",31487.0148058847,"80310001021",8,"Berkeley"
-105.0338215,39.78166571,"Softball","Rocky Mountain Lake Park","C","BF-C",31382.0138061047,"80310001021",8,"Berkeley"
-105.03384362,39.78121564,"Mixed-use","Rocky Mountain Lake Park","C","",35963.2174959476,"80310001021",8,"Berkeley"
-105.03529834,39.6937539,"Softball","Garfield Lake Park","C","BF-C",70571.0347765242,"80310046024",43,"Mar Lee"
-105.03573983,39.69352475,"Mixed-use","Garfield Lake Park","C","",28772.1804698297,"80310046024",43,"Mar Lee"
-105.03575139,39.69395989,"Mixed-use","Garfield Lake Park","C","",28772.184474834,"80310046024",43,"Mar Lee"
-105.03583309,39.69424499,"Baseball","Garfield Lake Park","B","BF-B",70571.0144891081,"80310046024",43,"Mar Lee"
-105.03905928,39.67887693,"Mixed-use","Harvey Park","C","MU-TURF",28772.3352894284,"80310047001",34,"Harvey Park"
-105.03961864,39.67793338,"Mixed-use","Harvey Park","C","MU-TURF",35965.4057577856,"80310047001",34,"Harvey Park"
-105.04300004,39.67921686,"Mixed-use","Harvey Park","C","MU-TURF",13487.0604013512,"80310047001",34,"Harvey Park"
-105.04307113,39.65319543,"Softball","Bear Creek Park","C","BF-C",30242.5180325536,"80310055021",27,"Fort Logan"
-105.04311064,39.73084107,"Baseball","Martinez Park","C","BF-C",31382.9213789996,"80310009041",68,"Villa Park"
-105.04335295,39.6791172,"Mixed-use","Harvey Park","C","MU-TURF",13487.1139556141,"80310047001",34,"Harvey Park"
-105.04378216,39.65299965,"Mixed-use","Bear Creek Park","B","",69234.5660793731,"80310055021",27,"Fort Logan"
-105.04380593,39.65312788,"Softball","Bear Creek Park","C","BF-C",31384.3901638175,"80310055021",27,"Fort Logan"
-105.04455673,39.6528851,"Softball","Bear Creek Park","C","BF-C",17603.6869361272,"80310055021",27,"Fort Logan"
-105.04461551,39.77378581,"Mixed-use","Chavez Park","C","MU-TURF",25332.5413952133,"80310003014",8,"Berkeley"
-105.04465352,39.67907415,"Mixed-use","Harvey Park","C","MU-TURF",28772.4385815611,"80310047005",34,"Harvey Park"
-105.045635,39.75432879,"Softball","Sloans Lake Park","C","BF-C",66407.8058276465,"80310005012",56,"Sloan Lake"
-105.04648224,39.63770969,"Soccer","Pinehurst Park","C","MU-TURF",69235.2367468778,"80310055033",27,"Fort Logan"
-105.04701157,39.78087197,"Softball","Berkeley Lake Park","C","BF-C",17602.3597671009,"80310001023",8,"Berkeley"
-105.04865028,39.63732162,"Mixed-use","Pinehurst Park","C","MU-TURF",35966.3437501036,"80310055033",27,"Fort Logan"
-105.04932792,39.75233282,"Football","Sloans Lake Park","C","MU-TURF",28771.1940834867,"80310005012",56,"Sloan Lake"
-105.04932989,39.75273193,"Mixed-use","Sloans Lake Park","C","MU-TURF",28771.0311000815,"80310005012",56,"Sloan Lake"
-105.04986891,39.70139271,"Softball","Westwood Park","C","BF-C",31383.5876365524,"80310045032",76,"Westwood"
-105.05013033,39.76330291,"Mixed-use","Pferdesteller Park","C","MU-TURF",25174.6073359197,"80310003024",75,"West Highland"
-105.05022797,39.75272836,"Mixed-use","Sloans Lake Park","C","MU-TURF",28771.107220088,"80310005012",56,"Sloan Lake"
-105.05023046,39.75233977,"Mixed-use","Sloans Lake Park","C","MU-TURF",28771.1447708369,"80310005012",56,"Sloan Lake"
-105.05066071,39.65145833,"Softball","Bear Creek Park","C","BF-C",17603.7214492149,"80310055021",27,"Fort Logan"
-105.05073442,39.65109355,"Softball","Bear Creek Park","C","BF-C",17603.7648030536,"80310055021",27,"Fort Logan"
-105.0518897,39.78076813,"Mixed-use","Berkeley Lake Park","C","",13190.8521620114,"80310001023",8,"Berkeley"
-105.05215544,39.78081065,"Softball","Berkeley Lake Park","C","BF-C",31381.9833379737,"80310001023",8,"Berkeley"
-105.05238675,39.78115928,"Mixed-use","Berkeley Lake Park","C","",19265.985484476,"80310001023",8,"Berkeley"
-105.05564212,39.64672311,"Mixed-use","Pinecrest Village Park","C","",69234.8680035435,"80310120011",27,"Fort Logan"
-105.05589087,39.64672053,"Softball","Pinecrest Village Park","C","BF-C",31384.488852121,"80310120011",27,"Fort Logan"
-105.06055633,39.66121681,"Mixed-use","Bates Hobart Park","C","MU-TURF",28772.6992036748,"80310119022",6,"Bear Valley"
-105.06737921,39.6502557,"Softball","Jefferson & Kendall Park","C","BF-C",11086.5296480154,"80310119024",6,"Bear Valley"
-105.0772378,39.66128292,"Softball","Bear Valley Park","C","BF-C",31384.291329392,"80310119032",6,"Bear Valley"
-105.07733099,39.66131665,"Mixed-use","Bear Valley Park","C","",53948.8529561112,"80310119032",6,"Bear Valley"
-105.09894811,39.628276,"Mixed-use","Southwest Rec Center","C","",13551.8813589008,"80310120144",44,"Marston"
-105.09926067,39.62847659,"Softball","Southwest Rec Center","C","BF-C",48956.4281607914,"80310120144",44,"Marston"
-105.09947807,39.62846338,"Mixed-use","Southwest Rec Center","C","",22135.3537088896,"80310120144",44,"Marston"
