"session_name","session_date_start","session_date_end","session_cost","lat","long","nbhd_id","nbhd_name","camp_name","session_short_description","has_special_needs_offerings","has_scholarships","has_academic","has_arts","has_cooking","has_dance","has_drama","has_music","has_nature","has_sports","has_stem","bgroup_id2","session_zip","session_city","session_id","cost_per_day"
"Storytime in Dailey Park",2018-06-09,2018-06-09,1,39.716147,-104.993079,3,"Baker","Denver Public Library","Summer Storytime in the park!",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310021003",80223,"Denver",34137,1
"Ritmos de mi Peru - Ford-Warren Branch",2018-07-24,2018-07-24,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Kids and adults will learn about traditional Peruvian dance, culture and history.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34382,1
"Amazing Elstun's Magic Showdown - Ford-Warren Branch",2018-06-21,2018-06-21,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","SpecialPerformance",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34375,1
"Edible Revolution - Ford-Warren Branch",2018-06-26,2018-06-26,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Join us for a fun hands-on cooking class!",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34376,1
"Safari Sally - Ford-Warren Branch",2018-06-14,2018-06-14,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Join the excitement of meeting some amazing animals with Safari Sally.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34374,1
"Toddler Storytime - Ford-Warren Branch",2018-06-06,2018-08-22,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Storytime for Toddlers",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34371,0.017948717948718
"Ritmos de mi Peru - Ford-Warren Branch",2018-07-10,2018-07-10,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Kids and adults will learn about traditional Peruvian dance, culture and history.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34379,1
"Animal Expeditions with the Denver Zoo - Ford-Warren Branch",2018-07-19,2018-07-19,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Learn about different habitats by exploring the world and learning about animals۪ food, water, shelter and space.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34381,1
"Ultimate Frisbee Clinic - Ford-Warren Branch",2018-07-12,2018-07-12,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Join Mile High Ultimate at Fuller Park near the Ford-Warren Branch Library to learn the ins and outs of this fast-paced flying disc sport.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"80310023002",80205,"Denver",34380,1
"Up in the Air with Peter Davison - Ford-Warren Branch",2018-08-02,2018-08-02,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Peter is a National Juggling Champion, dancer, and physical comedian.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34384,1
"Bug Safari with Butterfly Pavillion - Ford-Warren Branch",2018-07-26,2018-07-26,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","In this presentation, guests meet invertebrates from diverse environments around the globe, hear about their characteristics, where and how they live, and learn why they are important in our world.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34383,1
"All ages Storytime - Ford-Warren Branch",2018-06-04,2018-08-24,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Storytime for all ages",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34369,0.0170731707317073
"Birds of Prey - Ford-Warren Branch",2018-06-28,2018-06-28,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Special Performance",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34377,1
"Baby Storytime - Ford-Warren Branch",2018-06-04,2018-08-20,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Storytime for babies",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34370,0.017948717948718
"All ages Storytime - Ford-Warren Branch",2018-06-07,2018-06-21,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Storytime for all ages",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34372,0.0933333333333333
"Edible Revolution - Ford-Warren Branch",2018-06-12,2018-06-12,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Join us for a fun hands-on cooking class!",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310023002",80205,"Denver",34373,1
"Boogie Woogie bunnies - Ford-Warren Branch",2018-07-05,2018-07-05,1,39.7573889,-104.9650793,77,"Whittier","Denver Public Library","Comedy, Magic, and Juggling show",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"80310023002",80205,"Denver",34378,1
"Scholars Unlimited - Summer Scholars",2018-06-11,2018-07-20,1,39.7527763,-104.9729479,77,"Whittier","Scholars Unlimited","This summer's academic block weaves together literacy and science using a multi-faceted approach.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310023003",80205,"Denver",32091,0.035
"School of the Poetic City Animation Lab",2018-06-11,2018-06-15,74,39.7481993,-104.9854119,26,"Five Points","School of the Poetic City","<p>Make cartoons using stop-action animation, cel animation, and rotoscope.</p>",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310024032",80205,"Denver",22961,14.8
"School of the Poetic City Animation Master Class",2018-06-18,2018-06-22,74,39.7481993,-104.9854119,26,"Five Points","School of the Poetic City","<p>Take your animation skills to the next level with more experienced animators.&nbsp;</p>",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310024032",80205,"Denver",22962,14.8
"School of the Poetic City Urban Art Camp",2018-06-25,2018-06-29,74,39.7481993,-104.9854119,26,"Five Points","School of the Poetic City","<p>Create a poetic conversation with the city&mdash;viewing art in downtown museums, galleries, and streets; making puppets and other art; and staging site-specific interventions.</p>",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310024032",80205,"Denver",22963,14.8
"International Summer Dance Institute Kids Week",2018-06-18,2018-06-29,67,39.7479028,-104.9784441,26,"Five Points","Cleo Parker Robinson Dance","<p>The 24th annual International Summer Dance Institute invites children to experience dance training and cultural enrichment as only Denver's Cleo Parker Robinson can provide.</p>",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310024033",80205,"Denver",27658,7.81666666666667
"Mile High Dance Festival",2018-07-21,2018-07-21,1,39.7479028,-104.9784441,26,"Five Points","Cleo Parker Robinson Dance","<p>All-day Mile High Dance Festival on Saturday, July 21, 2017 in the Cleo Parker Robinson Dance Amphitheater adjacent to the main building.&nbsp;</p>",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310024033",80205,"Denver",27655,1
"CODE LIKE A BOSS! 3D Scalable Video Game Design! - Blair-Caldwell Branch",2018-06-22,2018-06-22,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","Scalable Game Design is program that promotes computational thinking patterns and develops a rich set of skills consistent with STEM and IT competency frameworks. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310024033",80205,"Denver",34110,1
"CODE LIKE A BOSS! 3D Scalable Video Game Design! - Blair-Caldwell Branch",2018-06-15,2018-06-15,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","Scalable Game Design is program that promotes computational thinking patterns and develops a rich set of skills consistent with STEM and IT competency frameworks.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310024033",80205,"Denver",34109,1
"Discovering Dinosaurs - Blair-Caldwell Branch",2018-08-03,2018-08-03,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","What can you tell about a dinosaur۪s behavior by examining fossils of its teeth?",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310024033",80205,"Denver",34113,1
"Little Veterinarian School - Blair-Caldwell Branch",2018-08-10,2018-08-10,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","Kids role play and explore the exciting world of veterinarians. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310024033",80205,"Denver",34114,1
"Colorado Archaeology - Blair-Caldwell Branch",2018-07-27,2018-07-27,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","Explore science and society through Colorado۪s hidden_history. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310024033",80205,"Denver",34112,1
"CODE LIKE A BOSS! 3D Scalable Video Game Design! - Blair-Caldwell Branch",2018-06-08,2018-06-08,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","Scalable Game Design is program that promotes computational thinking patterns and develops a rich set of skills consistent with STEM and IT competency frameworks. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310024033",80205,"Denver",34107,1
"Bike Poetry - Blair-Caldwell Branch",2018-06-09,2018-06-09,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","In a special collaboration with Bike Denver, writers will be taken on a 30 minute guided tour and followed by poetry creation! ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"80310024033",80205,"Denver",34108,1
"For the Love of Polymers - Blair-Caldwell Branch",2018-06-29,2018-06-29,1,39.7524271,-104.9815554,26,"Five Points","Denver Public Library","What are polymers? In this program, students will explore polymers through a set of demonstrations and hands-on activities. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310024033",80205,"Denver",34111,1
"Holidaze - Denver",2018-07-02,2018-07-06,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week. Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33644,5.8
"Summer Rewind - Denver",2018-07-23,2018-07-27,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","So long summer! In our final goodbye, campers will have one more week of fun and adventure with trips and games galore.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33647,5.8
"Y-Camp Throwdown - Denver",2018-06-18,2018-06-22,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","Discover all you can achieve during this week of friendly competition. Give your all and challenge yourself by learning new leadership skills and getting your body moving!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33642,5.8
"Rock the Decades - Denver",2018-06-25,2018-06-29,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","Those clothes! That hair! Bring history to life and get your groovy dance moves on!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33643,5.8
"Mad Science - Denver",2018-07-30,2018-08-03,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","You can create anything you put your mind to. Explore the world of amazing experiments and cool activities. Work, squirm, and slime your way through a week of discovery and mess making.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33648,5.8
"Mighty Jungle - Denver",2018-07-09,2018-07-13,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","Lions, tigers, and bears, oh my! Discover creatures that slither, crawl, swing, climb, and run during this adventurous week of exploring",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33645,5.8
"You're BACON Me Crazy - Denver",2018-06-11,2018-06-15,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","I scream, you scream, we all scream for ice cream! Bring your appetite during Food Week for this lip-smacking good time!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33641,5.8
"H2 Oh Ya - Denver",2018-07-16,2018-07-20,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","Swim, splash, slide and soak it all in_ grab a friend and dive right in!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33646,5.8
"Work Hard! Play Hard! - Denver",2018-06-04,2018-06-08,29,39.7457833,-104.9857172,47,"North Capitol Hill","YMCA of Metropolitan Denver","How many sports can we fit into a week? Let۪s find out with Sports of all Sorts_and wear ourselves out silly!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310026011",80203,"Denver",33640,5.8
"Imaginarium - Denver",2018-08-06,2018-08-10,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","Learn, play, experiment. Cultivate your imagination with us!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33639,5.8
"Y-Camp Throwdown - Denver",2018-06-18,2018-06-22,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","Discover all you can achieve during this week of friendly competition. Give your all and challenge yourself by learning new leadership skills and getting your body moving!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33632,5.8
"Work Hard! Play Hard! - Denver",2018-06-04,2018-06-08,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","How many sports can we fit into a week? Let۪s find out with Sports of all Sorts_and wear ourselves out silly!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33630,5.8
"Rock the Decades - Denver",2018-06-25,2018-06-29,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","Those clothes! That hair! Bring history to life and get your groovy dance moves on!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33633,5.8
"Holidaze - Denver",2018-07-02,2018-07-06,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week. Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33634,5.8
"You're BACON Me Crazy - Denver",2018-06-11,2018-06-15,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","I scream, you scream, we all scream for ice cream! Bring your appetite during Food Week for this lip-smacking good time!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33631,5.8
"Mad Science - Denver",2018-07-30,2018-08-03,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","You can create anything you put your mind to. Explore the world of amazing experiments and cool activities. Work, squirm, and slime your way through a week of discovery and mess making.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33638,5.8
"Mighty Jungle - Denver",2018-07-09,2018-07-13,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","Lions, tigers, and bears, oh my! Discover creatures that slither, crawl, swing, climb, and run during this adventurous week of exploring",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33635,5.8
"H2 Oh Ya - Denver",2018-07-16,2018-07-20,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","Swim, splash, slide and soak it all in_ grab a friend and dive right in!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33636,5.8
"Summer Rewind - Denver",2018-07-23,2018-07-27,29,39.7299602,-104.9737056,9,"Capitol Hill","YMCA of Metropolitan Denver","So long summer! In our final goodbye, campers will have one more week of fun and adventure with trips and games galore.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310027022",80218,"Denver",33637,5.8
"STARS",2018-06-04,2018-07-30,1,39.7302376,-104.9831985,9,"Capitol Hill","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310027025",80203,"Denver",33226,0.0245614035087719
"STARS",2018-06-04,2018-07-30,1,39.7376585,-104.9770825,9,"Capitol Hill","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310027031",80204,"Denver",33236,0.0245614035087719
"STARS",2018-06-04,2018-07-30,1,39.7376585,-104.9770825,9,"Capitol Hill","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310027031",80218,"Denver",33233,0.0245614035087719
"Summer Intermediates",2018-05-21,2018-08-06,26,39.7127211,-104.9837006,59,"Speer","Colorado Honor Band Association","<p>For students with 1-2 years experience</p>",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310028023",80209,"Denver",22940,0.466666666666667
"Summer Winds",2018-05-28,2018-08-06,26,39.7127211,-104.9837006,59,"Speer","Colorado Honor Band Association","<p>For students with 3-4 years experience, based on playing ability</p>",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"80310028023",80209,"Denver",22943,0.512676056338028
"Salt Paint - Ross-Broadway Branch",2018-08-04,2018-08-04,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Be an artist!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310028024",80209,"Denver",34130,1
"Bug Bonanza with the ButterflY Pavilion - Ross-Broadway Branch",2018-06-11,2018-06-11,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","<p>Discover bugs at the library!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"80310028024",80209,"Denver",34119,1
"Hummingbird Henna - Ross-Broadway Branch",2018-07-09,2018-07-09,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Come learn about the art of henna!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310028024",80209,"Denver",34125,1
"Yoga with Mile High Fitness - Ross-Broadway Branch",2018-06-04,2018-06-04,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Find your zen at the library!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"80310028024",80209,"Denver",34117,1
"Denver Zoo Kickoff - Ross-Broadway Branch",2018-06-01,2018-06-01,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Celebrate the start of summer with the Denver Zoo!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310028024",80209,"Denver",34115,1
"Children's Garden Grand Opening - Ross-Broadway Branch",2018-06-16,2018-06-16,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Check out our new Children's Garden!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310028024",80209,"Denver",34120,1
"Stained Glass - Ross-Broadway Branch",2018-07-21,2018-07-21,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Make your own masterpiece",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310028024",80209,"Denver",34127,1
"Hummingbird Henna - Ross-broadway branch",2018-07-09,2018-07-09,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","<p>Come learn about the art of henna!</p>",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310028024",80209,"Denver",34954,1
"Nature's Educators: Animals of the Wizarding World - Ross-Broadway Branch",2018-07-23,2018-07-23,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Learn about some of the real animals you can read about in Harry Potter!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310028024",80209,"Denver",34128,1
"Nature's Educators: Falcon Frenzy - Ross-Broadway Branch",2018-07-02,2018-07-02,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Learn about falcons with Nature's Educators!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310028024",80209,"Denver",34123,1
"Cloud Dough - Ross-Broadway Branch",2018-07-07,2018-07-07,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Come make a cloud",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310028024",80209,"Denver",34124,1
"Mad Science: Harnessing Heat - Ross-Broadway Branch",2018-07-30,2018-07-30,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Learn about how heat works at the library!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"80310028024",80209,"Denver",34129,1
"Daddy Daughter Hair Factory - Ross-Broadway Branch",2018-07-16,2018-07-16,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Dads and daughters do hair together!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310028024",80209,"Denver",34126,1
"Boogie Woogie Bunnies - Ross-Broadway Branch",2018-08-11,2018-08-11,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Celebrate the end of summer with Ann Lincoln!",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"80310028024",80209,"Denver",34131,1
"Art Petting Zoo - Ross-Broadway Branch",2018-06-02,2018-06-02,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Get messy at the library with art!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"80310028024",80209,"Denver",34116,1
"Terrarriums - Ross-Broadway Branch",2018-06-18,2018-06-18,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Be a horticulturist!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"80310028024",80209,"Denver",34121,1
"Mile High Fitness - Tai Chi - Ross-Broadway Branch",2018-06-25,2018-06-25,1,39.7149704,-104.9866674,59,"Speer","Denver Public Library","Learn about moving meditation with Mile High Fitness!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"80310028024",80209,"Denver",34122,1
"Canvas Painting - Decker Branch",2018-06-26,2018-06-26,1,39.689196,-104.9831072,51,"Platt Park","Denver Public Library","Create your very own masterpiece!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310030011",80210,"Denver",34348,1
"Tie Dye with My Art Workshop - Decker Branch",2018-07-02,2018-07-02,1,39.689196,-104.9831072,51,"Platt Park","Denver Public Library","Make a groovy tee shirt and learn the science of tie-dye!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310030011",80210,"Denver",34350,1
"H2 Oh Ya - Denver",2018-07-09,2018-07-13,29,39.6938078,-104.9837006,51,"Platt Park","YMCA of Metropolitan Denver","Swim, splash, slide and soak it all in_ grab a friend and dive right in!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310030011",80210,"Denver",33691,5.8
"Glue Salt Painting - Decker Branch",2018-08-07,2018-08-07,1,39.689196,-104.9831072,51,"Platt Park","Denver Public Library","NULL",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80310030011",80210,"Denver",34357,1
"Work Hard! Play Hard! - Denver",2018-06-04,2018-06-08,29,39.6938078,-104.9837006,51,"Platt Park","YMCA of Metropolitan Denver","How many sports can we fit into a week? Let۪s find out with Sports of all Sorts_and wear ourselves out silly!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310030011",80210,"Denver",33686,5.8
"Gold Rush - Denver",2018-07-23,2018-07-27,29,39.6938078,-104.9837006,51,"Platt Park","YMCA of Metropolitan Denver","Experience places and events that make Colorado unique.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310030011",80210,"Denver",33693,5.8
"Imaginarium - Denver",2018-06-25,2018-06-29,29,39.6938078,-104.9837006,51,"Platt Park","YMCA of Metropolitan Denver","Learn, play, experiment. Cultivate your imagination with us!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"80310030011",80210,"Denver",33689,5.8
