"","session_name","session_date_start","session_date_end","session_cost","lat","long","nbhd_id","nbhd_name","camp_name","session_short_description","has_special_needs_offerings","has_scholarships","has_academic","has_arts","has_cooking","has_dance","has_drama","has_music","has_nature","has_sports","has_stem","bgroup_id2","session_address_1","session_zip","session_city","session_id","cost_per_day"
"218","Plaza - Ross-Barnum Branch","2018-06-06","2018-08-16",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Open space for activities including English classes, Citizenship, crafts, and more, for all ages.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34078,0
"219","Bilingual Storytime - Ross-Barnum Branch","2018-07-19","2018-07-19",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34073,0
"220","Toddler Obstacle Course - Ross-Barnum Branch","2018-06-28","2018-06-28",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Climb, balance, and explore this obstacle course, ideal for kids aged 0-5.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34092,0
"221","Bilingual Storytime - Ross-Barnum Branch","2018-07-24","2018-07-24",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34063,0
"222","STEM Club - Ross-Barnum Branch","2018-07-09","2018-07-09",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34051,0
"223","STEM Club - Ross-Barnum Branch","2018-07-16","2018-07-16",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34052,0
"224","Bilingual Storytime - Ross-Barnum Branch","2018-06-14","2018-06-14",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34068,0
"225","Your Name in Graffiti Presenter - Ross-Barnum Branch","2018-06-26","2018-06-26",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Learn about the history of graffiti, its uses today, and the basics of writing your own name in graffiti. Ideal for ages 12-18.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34091,0
"226","Little Bits Doodle Bots - Ross-Barnum Branch","2018-06-30","2018-06-30",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and assemble this drawing robot whose art you get to keep, ideal for ages 6 and up!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34093,0
"227","Fairy Feasts - Ross-Barnum Branch","2018-08-14","2018-08-14",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Make a feast fit for a fairy out of clay, ideal for ages 3 to 8!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",37488,0
"228","Father's Day Bilingual Storytime - Ross-Barnum Branch","2018-06-19","2018-06-19",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Celebrate your Dad with a special Storytime for all ages presented in Spanish and English!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34058,0
"229","Colored Cloud Dough - Ross-Barnum Branch","2018-06-09","2018-06-09",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and explore this unique material, ideal for ages 2-5</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34084,0
"230","Button Tree on Canvas - Ross-Barnum Branch","2018-07-10","2018-07-10",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Create a tree on canvas using paint and buttons, ideal for ages 3 and up</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34096,0
"231","UV Bouncy Balls - Ross-Barnum Branch","2018-06-23","2018-06-23",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Make bouncy balls and check out how they glow, for ages 5 and up!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34090,0
"232","STEM Club - Ross-Barnum Branch","2018-07-02","2018-07-02",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34050,0
"233","Bilingual Storytime - Ross-Barnum Branch","2018-07-26","2018-07-26",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34074,0
"234","STEM Club - Ross-Barnum Branch","2018-06-25","2018-06-25",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34049,0
"235","Bilingual Storytime - Ross-Barnum Branch","2018-08-09","2018-08-09",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34076,0
"236","Bilingual Storytime - Ross-Barnum Branch","2018-07-31","2018-07-31",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34064,0
"237","Mini-Car wash for toddlers - Ross-Barnum Branch","2018-08-06","2018-08-06",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Come wash toy cars with toothbrushes and have some fun with bubbles, ideal for ages 2 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34105,0
"238","Bilingual Storytime - Ross-Barnum Branch","2018-08-16","2018-08-16",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34077,0
"239","taiko with toni - ross-barnum branch library","2018-07-16","2018-07-16",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Join us for some exciting traditional and contemporary Japanese drumming and dancing, ideal for ages 5 and up.</p>",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34956,0
"240","Healthy Planet Heroes with Children's Museum of Denver - Ross-Barnum Branch","2018-07-13","2018-07-13",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>The Earth needs a superhero and there&rsquo;s only one person for the job&hellip;YOU! Ideal for ages 5 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34097,0
"241","DIY Solar System - Ross-Barnum Branch","2018-07-14","2018-07-14",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and create your own Solar System Model, ideal for ages 6-12.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34098,0
"242","Refugee Day - Ross-Barnum Branch","2018-06-20","2018-06-20",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Celebrate our diverse community and learn about how we can help support each other, for all ages.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34089,0
"243","STEM Club - Ross-Barnum Branch","2018-08-06","2018-08-06",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34055,0
"244","Daddy Daughter Hair Workshop - Ross-Barnum Branch","2018-06-16","2018-06-16",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Bring your dad or caregiver to learn all about how to style your hair, ideal for ages 2 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34087,0
"245","Funny Bunny Magic Show - Ross-Barnum Branch","2018-06-15","2018-06-15",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Enjoy this interactive magic show with live animals, ideal for ages 5-12</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34086,0
"246","Bilingual Storytime - Ross-Barnum Branch","2018-08-02","2018-08-02",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34075,0
"247","Cooking with the Edible Revolution- Ross-Barnum Branch Library","2018-06-19","2018-06-19",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Little ones and their grownups can enjoy a simple &ldquo;cooking&rdquo; lesson as special guest The Edible Revolution teaches us to prepare a tasty recipe, ideal for 2 and up.</p>",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34955,0
"248","STEM Club - Ross-Barnum Branch","2018-07-30","2018-07-30",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34054,0
"249","Camp Game On!","2018-07-09","2018-07-13",300,39.7237201,-105.021333,67,"Valverde","Pop Culture Classroom","<p>In this Pop Culture Classroom summer camp, you'll have the chance to play, analyze, and create your very own tabletop games.</p>",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310010001,"2750 W 5th Avenue",80204,"Denver",27660,60
"250","Camp Comic Con","2018-06-11","2018-06-15",300,39.7237201,-105.021333,67,"Valverde","Pop Culture Classroom","<p>During the workshop, you'll learn from cosplay artists how to design costumes, work with costume-making materials, and even get the chance to dress up as your favorite characters at Comic Con!</p>",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310010001,"2750 W 5th Avenue",80204,"Denver",27662,60
"251","Sci-Fi Camp: Episode 1","2018-06-25","2018-06-29",300,39.7237201,-105.021333,67,"Valverde","Pop Culture Classroom","<p>This Pop Culture Classroom summer camp will combine cosplay (costume play/design) with illustration and storytelling!</p>",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,80310010001,"2750 W 5th Avenue",80204,"Denver",27661,60
"252","Comic Book Camp","2018-07-23","2018-07-27",300,39.7237201,-105.021333,67,"Valverde","Pop Culture Classroom","<p>Join Pop Culture Classroom in this exciting summer camp, where you will explore the fantastic worlds of superheroes, fantasy creatures, and dastardly villains in order to learn how to write and illustrate your very own comic book.</p>",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310010001,"2750 W 5th Avenue",80204,"Denver",27659,60
"253","Game Day - Athmar Park Branch","2018-06-05","2018-06-05",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Game on! Gather around for great board games and Wii. We۪ll play different games each week",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34021,0
"254","Gratitude Jar - Athmar Park Branch","2018-07-05","2018-07-05",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Be a civic leader! What are you thankful for? Write it down, drop it in the jar, and share your notes every month with your friends or family.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310013012,"1055 S. Tejon St",80223,"Denver",34039,0
"255","Game Day - Athmar Park Branch","2018-06-19","2018-06-19",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Game on! Gather around for great board games and Wii. We۪ll play different games each week",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34030,0
"256","Friendship Bracelets - Athmar Park Branch","2018-08-04","2018-08-04",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Celebrate National Friendship Day and make your own Friendship Bracelet.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310013012,"1055 S. Tejon St",80223,"Denver",34012,0
"257","Aromatherapy - Athmar Park Branch","2018-07-13","2018-07-13",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Make a solid perfume, a sugar scrub, or a lip balm using different essential oils!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34043,0
"258","Hover Crafts - Athmar Park Branch","2018-06-13","2018-06-13",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Build a working hovercraft and compete in challenges.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34026,0
"259","Block Party - Athmar Park Branch","2018-07-11","2018-07-11",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Challenge yourself to build a track for a ping pong ball, a structure that can balance on a single block, or create something entirely new with the most satisfying wooden blocks you۪ll ever touch. Sponsored by Lincoln Hills Cares.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34041,0
"260","Clothespin Airplane - Athmar Park Branch","2018-06-21","2018-06-21",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Be an engineer! Build and design an airplane using popsicle sticks.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34032,0
"261","Glue Salt Paintings - Athmar Park Branch","2018-06-07","2018-06-07",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Be an artist! Create an art piece by experimenting with salt.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34023,0
"262","Screen Printing - Athmar Park Branch","2018-06-08","2018-06-08",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Make a piece of wearable art using a screen printing technique.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34024,0
"263","Movement Storytime Workshop - Athmar Park Branch","2018-06-02","2018-06-02",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Students will learn about a variety of dance concepts, such as, size, balance, rhythm, levels, shapes, and energy in this workshop presented by Colorado Ballet.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310013012,"1055 S. Tejon St",80223,"Denver",34019,0
"264","Scary Stories - Athmar Park Branch","2018-08-03","2018-08-03",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Enjoy stories that make your skin crawl? Come listen to scary stories!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310013012,"1055 S. Tejon St",80223,"Denver",34011,0
"265","Game Day - Athmar Park Branch","2018-07-31","2018-07-31",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Game on! Gather around for great board games and Wii. We۪ll play different games each week",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34008,0
"266","Digital Photography - Athmar Park Branch","2018-06-06","2018-06-06",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Take a photo that looks like you're dangling off a cliff, you۪re really really tiny, or you۪re about to eat a building, Godzilla-style.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310013012,"1055 S. Tejon St",80223,"Denver",34022,0
"267","Wind Powered Cars - Athmar Park Branch","2018-07-18","2018-07-18",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Build a car that will harness the power of the wind to move.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",33999,0
"268","Game Day - Athmar Park Branch","2018-07-03","2018-07-03",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Game on! Gather around for great board games and Wii. We۪ll play different games each week",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34038,0
"269","Engineering 101 - Athmar Park Branch","2018-07-12","2018-07-12",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Learn about engineering and robotics in this hands on workshop.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34042,0
"270","Game Day - Athmar Park Branch","2018-08-07","2018-08-07",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Game on! Gather around for great board games and Wii. We۪ll play different games each week",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310013012,"1055 S. Tejon St",80223,"Denver",34013,0
"271","Read to a Therapy Dog - Athmar Park Branch","2018-06-30","2018-06-30",0,39.6970822,-105.0135996,1,"Athmar Park","Denver Public Library","Practice your reading skills by reading to Samantha the therapy dog.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310013012,"1055 S. Tejon St",80223,"Denver",34036,0
