"","session_name","session_date_start","session_date_end","session_cost","lat","long","nbhd_id","nbhd_name","camp_name","session_short_description","has_special_needs_offerings","has_scholarships","has_academic","has_arts","has_cooking","has_dance","has_drama","has_music","has_nature","has_sports","has_stem","bgroup_id2","session_address_1","session_zip","session_city","session_id","cost_per_day"
"1381","Blueprint4Summer Kickoff Party - Hadley Branch","2018-06-02","2018-06-02",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Our FREE summer reading program is here. Register and receive an ice cream sandwich. While supplies last",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34449,0
"1382","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-07-20","2018-07-20",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34435,0
"1383","Game ON!  - Hadley Branch","2018-06-14","2018-06-14",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34440,0
"1384","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-06-29","2018-06-29",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34432,0
"1385","Game ON!  - Hadley Branch","2018-06-21","2018-06-21",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34441,0
"1386","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-06-08","2018-06-08",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34429,0
"1387","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-06-22","2018-06-22",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34431,0
"1388","Game ON!  - Hadley Branch","2018-08-02","2018-08-02",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34447,0
"1389","All Ages Storytime with Craft - Hadley Branch","2018-06-27","2018-06-27",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34422,0
"1390","Game ON!  - Hadley Branch","2018-08-09","2018-08-09",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34448,0
"1391","All Ages Storytime with Craft - Hadley Branch","2018-07-25","2018-07-25",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34425,0
"1392","All Ages Storytime with Craft - Hadley Branch","2018-08-08","2018-08-08",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34427,0
"1393","Game ON!  - Hadley Branch","2018-07-12","2018-07-12",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34444,0
"1394","Game ON!  - Hadley Branch","2018-06-07","2018-06-07",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34439,0
"1395","Game ON!  - Hadley Branch","2018-06-28","2018-06-28",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34442,0
"1396","All Ages Storytime with Craft - Hadley Branch","2018-08-01","2018-08-01",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34426,0
"1397","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-06-15","2018-06-15",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34430,0
"1398","Game ON!  - Hadley Branch","2018-07-26","2018-07-26",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34446,0
"1399","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-08-10","2018-08-10",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34438,0
"1400","Water Splatoon - Hadley Branch","2018-06-30","2018-06-30",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come make a catapult and then use it to have a water balloon battle",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,80310046023,"1890 S Grove St",80249,"Denver",34456,0
"1401","All Ages Storytime with Craft - Hadley Branch","2018-07-18","2018-07-18",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34424,0
"1402","Nerf Gun Battle - Hadley Branch","2018-06-02","2018-06-02",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Nerf gun battle in our basement. Enough said!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34451,0
"1403","Superhero Training Academy - Hadley Branch","2018-06-20","2018-06-20",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Make a mask and cape, perform superhero tasks to earn your Superhero Training Academy diploma.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34455,0
"1404","Game ON!  - Hadley Branch","2018-07-19","2018-07-19",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34445,0
"1405","All Ages Storytime with Craft - Hadley Branch","2018-07-11","2018-07-11",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34423,0
"1406","Drums Around the World - Hadley Branch","2018-08-08","2018-08-08",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Join seasoned musicians on an interactive continental journey through interactive drumming and percussion instruments. Suited for K-5",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34459,0
"1407","All Ages Storytime with Craft - Hadley Branch","2018-06-06","2018-06-06",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34419,0
"1408","All Ages Storytime with Craft - Hadley Branch","2018-06-13","2018-06-13",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34420,0
"1409","All Ages Storytime with Craft - Hadley Branch","2018-06-20","2018-06-20",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Stories, songs, rhymes and fun for children of all ages and their parents or caregivers. Craft activity immediately follows the program.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34421,0
"1410","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-07-13","2018-07-13",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34434,0
"1411","Game ON!  - Hadley Branch","2018-07-05","2018-07-05",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Come play with our Wii U, Playstation 4, Xbox 360 or a traditional board game.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34443,0
"1412","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-07-27","2018-07-27",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34436,0
"1413","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-08-03","2018-08-03",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34437,0
"1414","Karaoke Party - Hadley Branch","2018-06-02","2018-06-02",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","You're invited to sing your favorite songs",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34450,0
"1415","Peter Davison LocoMotion The Science & Circus Arts Show! - Hadley Branch","2018-06-13","2018-06-13",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","National Juggling Champion and movement artist Peter Davison presents juggling, unicycling, balancing, acrobatics, and more, while teaching the science behind the artistry.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34453,0
"1416","Cuentacuentos Para Ni̱os! - Hadley Branch","2018-07-06","2018-07-06",0,39.6826221,-105.0258347,43,"Mar Lee","Denver Public Library","Cuentos, canciones, rimas y diversi_n para ni̱os de todas las edades y sus padres o cuidadores.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310046023,"1890 S Grove St",80249,"Denver",34433,0
"1417","STARS","2018-06-04","2018-07-30",0,39.6760166,-105.0266108,34,"Harvey Park","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310046031,"2285 S Federal Blvd, Denver, CO 80219",80219,"Denver",33238,0
"1418","STARS","2018-06-04","2018-07-30",0,39.6760166,-105.0266108,34,"Harvey Park","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310046031,"2285 S Federal Blvd, Denver, CO 80219",80219,"Denver",33237,0
"1419","STARS","2018-06-05","2018-07-31",0,39.6755638,-105.039897,34,"Harvey Park","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310047001,"2250 S Quitman St",80219,"Denver",33227,0
"1420","SOA- Katherine Dines - Bear Valley Branch","2018-07-18","2018-07-18",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Join Katherine Dines on a musical adventure featuring her award-winning Hunk-Ta-Bunk-Ta songs, plenty of audience participation, zany instruments, and fun...for all ages.",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35290,0
"1421","Canvas Painting - Bear Valley Branch","2018-06-25","2018-06-25",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be an artist! Discover your inner artist and create a painting on canvas.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35282,0
"1422","SOA- Man of 1,000 Songs with Rob Wivchar - Bear Valley Branch","2018-06-20","2018-06-20",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Come sing along with us! Using vocals, acoustic guitar and harmonica, The Man of 1000 Songs will present children's classics, Disney tunes and classic rock! All ages. No registration is required.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35280,0
"1423","SOA- Tinker Time - Bear Valley Branch","2018-06-08","2018-06-08",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35275,0
"1424","SOA- DMNS Wild Senses - Bear Valley Branch","2018-06-27","2018-06-27",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Denver Museum of Nature & Science educator will guide child explorers as they experience adaptation and senses first hand through animals۪ wild senses. This program will amaze and delight your animalser, kidswith pretend play and fun, educational activities. All ages welcome. No registration required.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35284,0
"1425","UV Bouncy Balls - Bear Valley Branch","2018-06-11","2018-06-11",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be a chemist! Make bouncy balls using fluorescent tempera paint and see how it reacts when exposed to black light.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35276,0
"1426","DEV Camp - Bear Valley Branch","2018-07-09","2018-07-13",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","DevCamp is a free, front end web-development camp forteens, where they work side-by-side with professionals and create a websitetogether. The final showcase for family and friends is on Friday, July 13 at5:30. For ages 12-18. Registration (and attendance at all sessions) required.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35288,0
"1427","Clothespin Airplanes - Bear Valley Branch","2018-07-30","2018-07-30",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be an engineer! Build and design an airplane using popsicle sticks.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35295,0
"1428","SOA- Safari Sally - Bear Valley Branch","2018-08-01","2018-08-01",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Join the excitement of meeting some amazing animals up close and personal with Safari Sally. Find out not only how they make our world a better world, but how we can help make it a better world for the animals!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35296,0
"1429","Gratitude jars - Bear Valley Branch","2018-07-02","2018-07-02",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be a civic leader! What are you thankful for? Write it down, drop it in the jar, and share your notes every month with your friends or family.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35286,0
"1430","SOA- Tinker Time - Bear Valley Branch","2018-07-06","2018-07-06",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35287,0
"1431","SOA- Birds of Prey with Hawkquest - Bear Valley Branch","2018-06-06","2018-06-06",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Description:Experience an eagle, an owl, a falcon, and a hawk up close with Hawkquest! Learn about the importance of different raptor species, their specially-adapted tools, and their role in our ecosystems. All ages. No registration is required.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35274,0
"1432","SOA- Tinker Time - Bear Valley Branch","2018-08-10","2018-08-10",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35300,0
"1433","Secret Spy Codes - Bear Valley Branch","2018-07-23","2018-07-23",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Create decoders like spies of the past used to keep their messages secret. Use them to create your own secret messages!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35292,0
"1434","SOA- Tinker Time - Bear Valley Branch","2018-06-29","2018-06-29",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35285,0
"1435","SOA- Tinker Time - Bear Valley Branch","2018-07-20","2018-07-20",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35291,0
"1436","SOA- Tinker Time - Bear Valley Branch","2018-08-03","2018-08-03",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35297,0
"1437","Bleach Pen T-Shirts - Bear Valley Branch","2018-06-18","2018-06-18",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Description:Be a fashion designer! Design your own fashion forward t-shirt using a bleach pen.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35279,0
"1438","SOA- Ann Lincoln Presents: Boogie W - Bear Valley Branchoogie Bunnies","2018-08-08","2018-08-08",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","The library is going to rock when Ann's animals go on a magical, musical adventure in this comedy, magic, and juggling show for children. Celebrate the end of summer with us!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35299,0
"1439","Glue Salt Painting - Bear Valley Branch","2018-08-06","2018-08-06",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be an artist! Create an art piece by experimenting with salt.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35298,0
"1440","Clay Sculpting - Bear Valley Branch","2018-07-16","2018-07-16",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be a sculptor! Use clay and a little creativity to sculpt a masterpiece sculpture of your own design.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35289,0
"1441","SOA- Tinker Time - Bear Valley Branch","2018-06-22","2018-06-22",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35281,0
"1442","Hex Bug Maze - Bear Valley Branch","2018-06-04","2018-06-04",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Be a designer! Build a challenge course for your hexbug-a micro robotic bug.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35272,0
"1443","SOA- Instrument Petting Zoo - Bear Valley Branch","2018-06-13","2018-06-13",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Description:Strum, beat, and play your way through the Swallow Hill Music Instrument Petting Zoo! This is a hands-on experience for kids and adults  led by our knowledgeable staff of Zookeepers.۪ The entire family can try out ukuleles, hand drums, guitars, mandolins, banjos, mini-pianos, and more. Swallow Hill Music provides the instruments and you provide the curiosity. Plan to arrive early as space is limited.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35277,0
"1444","SOA- Tinker Time - Bear Valley Branch","2018-06-15","2018-06-15",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35278,0
"1445","Teens Ukulele Workshop - Bear Valley Branch","2018-06-26","2018-06-26",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Ukulele Workshop:Learn the basics of the ukulele! In just one session you will learn the parts of the instrument, a few chords, and a song! Ukuleles provided by Swallow Hill Music.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35283,0
"1446","SOA- Tinker Time - Bear Valley Branch","2018-07-27","2018-07-27",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Summer of Aventure Programming",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35294,0
"1447","ReArranging Denver: Ukrainian Eggs - Bear Valley Branch","2018-06-05","2018-06-05",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","The tradition of showcase ornamental eggs made simple. Decorative paper cut to fit and wrapped around real drained eggs replicate the art form of Ukrainian detailed hand painted designs. Ornamental eggs are then strung embroidery thread and held in place by beads.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35273,0
"1448","SOA- Denver Zoo Creature Feature - Bear Valley Branch","2018-07-25","2018-07-25",0,39.6565298,-105.0514948,35,"Harvey Park South","Denver Public Library","Meet two live animals up close! Denver Zoo representatives will share information about each animal's classification, habitat and special adaptations. Appropriate for all ages. No registration required.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310048012,"5171 W Dartmouth Ave ",80236,"Denver",35293,0
"1449","Mighty Jungle - Denver","2018-07-09","2018-07-13",195,39.7067576,-104.9090752,72,"Washington Virginia Vale","YMCA of Metropolitan Denver","Lions, tigers, and bears, oh my! Discover creatures that slither, crawl, swing, climb, and run during this adventurous week of exploring",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310050021,"6700 E. Virginia Ave.,",80224,"Denver",33654,39
